"Block"	"Column"	"Row"	"ID"	"Name"	"Gene_symbol"	"spot"	"Category"
1	38	2	"PLTA_M02"	"Homo_sapiens_MAD_mothers_against_decapentaplegic_homolog_2_(Drosophila)"	"SMAD2"	"SMAD2"	"analyte"
1	39	2	"PLTA_M03"	"Homo_sapiens_inhibitor_of_kappa_light_polypeptide_gene_enhancer_in_B-cells_kinase_beta"	"IKBKB"	"IKBKB"	"analyte"
1	40	2	"PLTA_N01"	"Homo_sapiens_LIM_and_SH3_protein_1"	"LASP1"	"LASP1"	"analyte"
1	41	2	"PLTA_N02"	"Homo_sapiens_phosphoribosyl_pyrophosphate_amidotransferase"	"zzzz_PPAT"	"zzzz_PPAT"	"control"
1	42	2	"PLTA_N03"	"Homo_sapiens_ALL1-fused_gene_from_chromosome_1q"	"MLLT11"	"MLLT11"	"analyte"
1	43	2	"PLTA_O01"	"Homo_sapiens_v-src_sarcoma_(Schmidt-Ruppin_A-2)_viral_oncogene_homolog_(avian)"	"zzzz_SRC"	"zzzz_SRC"	"control"
1	44	2	"PLTA_O02"	"Homo_sapiens_GTP_binding_protein_overexpressed_in_skeletal_muscle_transcript_variant_2"	"GEM"	"GEM"	"analyte"
1	45	2	"PLTA_O03"	"Homo_sapiens_serine/threonine_kinase_17b_(apoptosis-inducing)"	"STK17B"	"STK17B"	"analyte"
1	46	2	"PLTA_P01"	"Homo_sapiens_TAF15_RNA_polymerase_II_TATA_box_binding_protein_(TBP)-associated_factor_68kDa"	"zzzzz_TAF15"	"zzzzz_TAF15"	"control"
1	47	2	"PLTA_P02"	"Homo_sapiens_ribosomal_protein_S7"	"RPS7"	"RPS7"	"analyte"
1	48	2	"PLTA_P03"	"Homo_sapiens_synovial_sarcoma_X_breakpoint_2_transcript_variant_2"	"SSX2"	"SSX2"	"analyte"
1	1	3	"PLTA_A04"	"Homo_sapiens_neurofibromin_2_(bilateral_acoustic_neuroma)_transcript_variant_1"	"NF2"	"NF2"	"analyte"
1	2	3	"PLTA_A05"	"beta-galactosidase-BCCP_(no_Myc_tag)"	"ZZ_con3"	"ZZ_con3"	"control"
1	3	3	"PLTA_A06"	"Homo_sapiens_ACSL6_acyl-CoA_synthetase_long-chain_family_member_6"	"ACSL6"	"ACSL6"	"analyte"
1	4	3	"PLTA_B04"	"Homo_sapiens_cullin_1"	"zzzz_CUL1"	"zzzz_CUL1"	"control"
1	5	3	"PLTA_B05"	"Homo_sapiens_DNA-damage-inducible_transcript_3"	"DDIT3"	"DDIT3"	"analyte"
1	6	3	"PLTA_B06"	"Homo_sapiens_mitogen-activated_protein_kinase_6"	"zzzz_MAPK6"	"zzzz_MAPK6"	"control"
1	7	3	"PLTA_C04"	"Homo_sapiens_CTNNB1_catenin_(cadherin-associated_protein)_beta_1_88kDa"	"CTNNB1"	"CTNNB1"	"analyte"
1	8	3	"PLTA_C05"	"Homo_sapiens_BMX_non-receptor_tyrosine_kinase"	"BMX"	"BMX"	"analyte"
1	9	3	"PLTA_C06"	"Homo_sapiens_PRCC_papillary_renal_cell_carcinoma_(translocation-associated)"	"PRCC"	"PRCC"	"analyte"
1	10	3	"PLTA_D04"	"Homo_sapiens__Homo_sapiens_protein_phosphatase_3_(formerly_2B)_regulatory_subunit_B_19kDa_alpha_isof"	"PPP3R1"	"PPP3R1"	"analyte"
1	11	3	"PLTA_D05"	"Homo_sapiens_lymphoblastic_leukemia_derived_sequence_1"	"LYL1"	"LYL1"	"analyte"
1	12	3	"PLTA_D06"	"Homo_sapiens_pyruvate_kinase_liver_and_RBC_transcript_variant_1"	"PKLR"	"PKLR"	"analyte"
1	13	3	"PLTA_E04"	"Homo_sapiens_folliculin_transcript_variant_2"	"FLCN"	"FLCN"	"analyte"
1	14	3	"PLTA_E05"	"Homo_sapiens_feline_sarcoma_oncogene"	"FES"	"FES"	"analyte"
1	15	3	"PLTA_E06"	"Homo_sapiens_alveolar_soft_part_sarcoma_chromosome_region_candidate_1"	"ASPSCR1"	"ASPSCR1"	"analyte"
1	16	3	"PLTA_F04"	"Homo_sapiens_mitogen-activated_protein_kinase_kinase_kinase_14"	"MAP3K14"	"MAP3K14"	"analyte"
1	17	3	"PLTA_F05"	"Homo_sapiens_tropomyosin_3"	"TPM3"	"TPM3"	"analyte"
1	18	3	"PLTA_F06"	"Homo_sapiens_transducin_(beta)-like_1X-linked"	"TBL1X"	"TBL1X"	"analyte"
1	19	3	"PLTA_G04"	"Homo_sapiens__BIRC3_baculoviral_IAP_repeat-containing_3"	"BIRC3"	"BIRC3"	"analyte"
1	20	3	"PLTA_G05"	"Homo_sapiens_mitogen-activated_protein_kinase_kinase_kinase_kinase_5"	"MAP4K5"	"MAP4K5"	"analyte"
1	21	3	"PLTA_G06"	"Homo_sapiens_RABEP1_rabaptin_RAB_GTPase_binding_effector_protein_1"	"RABEP1"	"RABEP1"	"analyte"
1	22	3	"PLTA_H04"	"Homo_sapiens_growth_arrest_and_DNA-damage-inducible_gamma"	"GADD45G"	"GADD45G"	"analyte"
1	23	3	"PLTA_H05"	"Homo_sapiens_tumor_necrosis_factor_receptor_superfamily_member_6_transcript_variant_1"	"FAS"	"FAS"	"analyte"
1	24	3	"PLTA_H06"	"Homo_sapiens_enolase_1_(alpha)"	"ENO1"	"ENO1"	"analyte"
1	25	3	"PLTA_I04"	"Homo_sapiens_dishevelled_dsh_homolog_2_(Drosophila)"	"DVL2"	"DVL2"	"analyte"
1	26	3	"PLTA_I05"	"Homo_sapiens_casein_kinase_1_gamma_2"	"CSNK1G2"	"CSNK1G2"	"analyte"
1	27	3	"PLTA_I06"	"Homo_sapiens_SH2-B_homolog"	"SH2B1"	"SH2B1"	"analyte"
1	28	3	"PLTA_J04"	"Homo_sapiens_mature_T-cell_proliferation_1"	"CMC4"	"CMC4"	"analyte"
1	29	3	"PLTA_J05"	"Homo_sapiens_SET_translocation_(myeloid_leukemia-associated)"	"SET"	"SET"	"analyte"
1	30	3	"PLTA_J06"	"Homo_sapiens__Homo_sapiens_matrix_metalloproteinase_2_(gelatinase_A_72kDa_gelatinase_72kDa_type_IV_co"	"MMP2"	"MMP2"	"analyte"
1	31	3	"PLTA_K04"	"Homo_sapiens_related_RAS_viral_(r-ras)_oncogene_homolog"	"RRAS"	"RRAS"	"analyte"
1	32	3	"PLTA_K05"	"Homo_sapiens_cyclin-dependent_kinase_5"	"CDK5"	"CDK5"	"analyte"
1	33	3	"PLTA_K06"	"Homo_sapiens_BCL2-related_protein_A1"	"BCL2A1"	"BCL2A1"	"analyte"
1	34	3	"PLTA_L04"	"Homo_sapiens_ribosomal_protein_S2"	"RPS2"	"RPS2"	"analyte"
1	35	3	"PLTA_L05"	"Homo_sapiens_transferrin_receptor_(p90_CD71)"	"TFRC"	"TFRC"	"analyte"
1	36	3	"PLTA_L06"	"Homo_sapiens_TNF_receptor-associated_factor_4_transcript_variant_1"	"TRAF4"	"TRAF4"	"analyte"
1	37	3	"PLTA_M04"	"Homo_sapiens_protein_phosphatase_2_(formerly_2A)_catalytic_subunit_beta_isoform"	"zzzz_PPP2CB"	"zzzz_PPP2CB"	"control"
1	38	3	"PLTA_M05"	"Homo_sapiens_casein_kinase_2_alpha_prime_polypeptide"	"CSNK2A2"	"CSNK2A2"	"analyte"
1	39	3	"PLTA_M06"	"Homo_sapiens_guanine_nucleotide_binding_protein_(G_protein)_gamma_4"	"GNG4"	"GNG4"	"analyte"
1	40	3	"PLTA_N04"	"Homo_sapiens_arrestin_beta_1_transcript_variant_1"	"ARRB1"	"ARRB1"	"analyte"
1	41	3	"PLTA_N05"	"Homo_sapiens_cDNA"	"ABI1"	"ABI1"	"analyte"
1	42	3	"PLTA_N06"	"Homo_sapiens_cell_division_cycle_42_(GTP_binding_protein_25kDa)_transcript_variant_1"	"CDC42"	"CDC42"	"analyte"
1	43	3	"PLTA_O04"	"Homo_sapiens_baculoviral_IAP_repeat-containing_2"	"BIRC2"	"BIRC2"	"analyte"
1	44	3	"PLTA_O05"	"Homo_sapiens_pim-1_oncogene"	"PIM1"	"PIM1"	"analyte"
1	45	3	"PLTA_O06"	"Homo_sapiens_PPP2R1B_protein_phosphatase_2_regulatory_subunit_A_beta"	"PPP2R1B"	"PPP2R1B"	"analyte"
1	46	3	"PLTA_P04"	"Homo_sapiens_p53_target_zinc_finger_protein_transcript_variant_1"	"ZMAT3"	"ZMAT3"	"analyte"
1	47	3	"PLTA_P05"	"Homo_sapiens_Similar_to_septin_6"	"SEPT6"	"SEPT6"	"analyte"
1	48	3	"PLTA_P06"	"Homo_sapiens_Down_syndrome_critical_region_gene_1"	"RCAN1"	"RCAN1"	"analyte"
1	1	4	"PLTA_A07"	"BCCP_only_(no_Myc_tag)"	"ZZ_con4"	"ZZ_con4"	"control"
1	2	4	"PLTA_A08"	"Homo_sapiens_BCL10_B-cell_CLL/lymphoma_10"	"BCL10"	"BCL10"	"analyte"
1	3	4	"PLTA_A09"	"Homo_sapiens_menage_a_trois_1_(CAK_assembly_factor)"	"MNAT1"	"MNAT1"	"analyte"
1	4	4	"PLTA_B07"	"Homo_sapiens_interleukin_21_receptor_transcript_variant_2"	"IL21R"	"IL21R"	"analyte"
1	5	4	"PLTA_B08"	"Homo_sapiens_ribosomal_protein_L32"	"RPL32"	"RPL32"	"analyte"
1	6	4	"PLTA_B09"	"Homo_sapiens_lymphocyte_cytosolic_protein_1_(L-plastin)"	"LCP1"	"LCP1"	"analyte"
1	7	4	"PLTA_C07"	"Homo_sapiens_lymphocyte-specific_protein_tyrosine_kinase"	"LCK"	"LCK"	"analyte"
1	8	4	"PLTA_C08"	"Homo_sapiens_neuroblastoma_RAS_viral_(v-ras)_oncogene_homolog"	"NRAS"	"NRAS"	"analyte"
1	9	4	"PLTA_C09"	"Homo_sapiens_CDC-like_kinase_1"	"CLK1"	"CLK1"	"analyte"
1	10	4	"PLTA_D07"	"Homo_sapiens_retinoic_acid_receptor_alpha"	"RARA"	"RARA"	"analyte"
1	11	4	"PLTA_D08"	"Homo_sapiens_indoleamine-pyrrole_23_dioxygenase"	"IDO1"	"IDO1"	"analyte"
1	12	4	"PLTA_D09"	"Homo_sapiens_SH3-domain_GRB2-like_1"	"SH3GL1"	"SH3GL1"	"analyte"
1	13	4	"PLTA_E07"	"Homo_sapiens_serine/threonine_kinase_22C_(spermiogenesis_associated)"	"TSSK3"	"TSSK3"	"analyte"
1	14	4	"PLTA_E08"	"Homo_sapiens_ABL2_v-abl_Abelson_murine_leukemia_viral_oncogene_homolog_2"	"zzzz_ABL2"	"zzzz_ABL2"	"control"
1	15	4	"PLTA_E09"	"Homo_sapiens_mitogen-activated_protein_kinase_11"	"MAPK11"	"MAPK11"	"analyte"
1	16	4	"PLTA_F07"	"Homo_sapiens_Wilms_tumor_1"	"WT1"	"WT1"	"analyte"
1	17	4	"PLTA_F08"	"Homo_sapiens_PMAIP1_phorbol-12-myristate-13-acetate-induced_protein_1"	"zzzzz_PMAIP1"	"zzzzz_PMAIP1"	"control"
1	18	4	"PLTA_F09"	"Homo_sapiens_FGFR1_fibroblast_growth_factor_receptor_1"	"FGFR1"	"FGFR1"	"analyte"
1	19	4	"PLTA_G07"	"Homo_sapiens_mitogen-activated_protein_kinase_9_transcript_variant_1"	"MAPK9"	"MAPK9"	"analyte"
1	20	4	"PLTA_G08"	"Homo_sapiens_SBDS_Shwachman-Bodian-Diamond_syndrome"	"SBDS"	"SBDS"	"analyte"
1	21	4	"PLTA_G09"	"Homo_sapiens_tousled-like_kinase_1"	"TLK1"	"TLK1"	"analyte"
1	22	4	"PLTA_H07"	"Homo_sapiens_DEK_oncogene_(DNA_binding)"	"DEK"	"DEK"	"analyte"
1	23	4	"PLTA_H08"	"Homo_sapiens_guanine_nucleotide_binding_protein_(G_protein)_beta_polypeptide_1"	"GNB1"	"GNB1"	"analyte"
1	24	4	"PLTA_H09"	"Homo_sapiens_POU_domain_class_2_associating_factor_1"	"POU2AF1"	"POU2AF1"	"analyte"
1	25	4	"PLTA_I07"	"Homo_sapiens_CDC-like_kinase_3_transcript_variant_phclk3"	"CLK3"	"CLK3"	"analyte"
1	26	4	"PLTA_I08"	"Homo_sapiens_phosphorylase_glycogen_brain"	"PYGB"	"PYGB"	"analyte"
1	27	4	"PLTA_I09"	"Homo_sapiens_ribosomal_protein_S6_kinase_90kDa_polypeptide_5_transcript_variant_2"	"zzzz_RPS6KA5"	"zzzz_RPS6KA5"	"control"
1	28	4	"PLTA_J07"	"Homo_sapiens_growth_arrest-specific_7"	"GAS7"	"GAS7"	"analyte"
1	29	4	"PLTA_J08"	"Homo_sapiens__Homo_sapiens_nuclear_factor_of_kappa_light_polypeptide_gene_enhancer_in_B-cells_inhibitor"	"NFKBIA"	"NFKBIA"	"analyte"
1	30	4	"PLTA_J09"	"Homo_sapiens_BCL2-antagonist_of_cell_death_transcript_variant_1"	"BAD"	"BAD"	"analyte"
1	31	4	"PLTA_K07"	"Homo_sapiens_casein_kinase_1_delta_transcript_variant_1"	"CSNK1D"	"CSNK1D"	"analyte"
1	32	4	"PLTA_K08"	"Homo_sapiens_nuclear_receptor_subfamily_4_group_A_member_1_transcript_variant_1"	"NR4A1"	"NR4A1"	"analyte"
1	33	4	"PLTA_K09"	"Homo_sapiens_signal_transducer_and_activator_of_transcription_1_91kDa_transcript_varian"	"STAT1"	"STAT1"	"analyte"
1	34	4	"PLTA_L07"	"Homo_sapiens_core_promoter_element_binding_protein"	"KLF6"	"KLF6"	"analyte"
1	35	4	"PLTA_L08"	"Homo_sapiens_cyclin-dependent_kinase_inhibitor_1A_(p21_Cip1)_transcript_variant_1"	"CDKN1A"	"CDKN1A"	"analyte"
1	36	4	"PLTA_L09"	"Homo_sapiens_T-cell_leukemia/lymphoma_1A"	"TCL1A"	"TCL1A"	"analyte"
1	37	4	"PLTA_M07"	"Homo_sapiens_p21(CDKN1A)-activated_kinase_4"	"PAK4"	"PAK4"	"analyte"
1	38	4	"PLTA_M08"	"Homo_sapiens_protein_phosphatase_2_regulatory_subunit_B_(B56)_alpha_isoform"	"PPP2R5A"	"PPP2R5A"	"analyte"
1	39	4	"PLTA_M09"	"Homo_sapiens_receptor-interacting_serine-threonine_kinase_2"	"RIPK2"	"RIPK2"	"analyte"
1	40	4	"PLTA_N07"	"Homo_sapiens_peanut-like_1_(Drosophila)"	"zzzz_SEPT5a"	"zzzz_SEPT5a"	"control"
1	41	4	"PLTA_N08"	"Homo_sapiens_enolase_2_(gamma_neuronal)"	"ENO2"	"ENO2"	"analyte"
1	42	4	"PLTA_N09"	"Homo_sapiens_core-binding_factor_runt_domain_alpha_subunit_2_translocated_to_3"	"CBFA2T3"	"CBFA2T3"	"analyte"
1	43	4	"PLTA_O07"	"Homo_sapiens_kinase_interacting_with_leukemia-associated_gene_(stathmin)"	"zzzz_UHMK1"	"zzzz_UHMK1"	"control"
1	44	4	"PLTA_O08"	"Homo_sapiens_PTK2_protein_tyrosine_kinase_2"	"zzzz_PTK2"	"zzzz_PTK2"	"control"
1	45	4	"PLTA_O09"	"Homo_sapiens_mitogen-activated_protein_kinase_1_transcript_variant_2"	"MAPK1"	"MAPK1"	"analyte"
1	46	4	"PLTA_P07"	"Homo_sapiens_Fanconi_anemia_complementation_group_C"	"FANCC"	"FANCC"	"analyte"
1	47	4	"PLTA_P08"	"Homo_sapiens_baculoviral_IAP_repeat-containing_5_(survivin)"	"BIRC5"	"BIRC5"	"analyte"
1	48	4	"PLTA_P09"	"Homo_sapiens_glypican_3"	"GPC3"	"GPC3"	"analyte"
1	1	5	"PLTA_A10"	"Homo_sapiens_activating_transcription_factor_1"	"ATF1"	"ATF1"	"analyte"
1	2	5	"PLTA_A11"	"Homo_sapiens_cyclin-dependent_kinase_7_(MO15_homolog_Xenopus_laevis_cdk-activating_kina"	"CDK7"	"CDK7"	"analyte"
1	3	5	"PLTA_A12"	"Homo_sapiens__Homo_sapiens_5-aminoimidazole-4-carboxamide_ribonucleotide_formyltransferase/IMP_cyclohyd"	"ATIC"	"ATIC"	"analyte"
1	4	5	"PLTA_B10"	"Homo_sapiens_embryonal_Fyn-associated_substrate_transcript_variant_2"	"EFS"	"EFS"	"analyte"
1	5	5	"PLTA_B11"	"Homo_sapiens_synovial_sarcoma_X_breakpoint_1"	"SSX1"	"SSX1"	"analyte"
1	6	5	"PLTA_B12"	"Homo_sapiens__Homo_sapiens_cyclin-dependent_kinase_inhibitor_2C_(p18_inhibits_CDK4)_transcript_varian"	"CDKN2C"	"CDKN2C"	"analyte"
1	7	5	"PLTA_C10"	"Homo_sapiens_TRK-fused_gene"	"TFG"	"TFG"	"analyte"
1	8	5	"PLTA_C11"	"Homo_sapiens_serum/glucocorticoid_regulated_kinase-like_transcript_variant_1"	"SGK3"	"SGK3"	"analyte"
1	9	5	"PLTA_C12"	"Homo_sapiens_exostoses_(multiple)_2"	"EXT2"	"EXT2"	"analyte"
1	10	5	"PLTA_D10"	"Homo_sapiens_carbonic_anhydrase_I"	"CA1"	"CA1"	"analyte"
