	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
11	antigen 044	NY-CO-45	1	2	3	929.71	780.17	652.60	424.74	257.35	248.17	598.92	523.01	404.92	756.00	729.00	553.00	315.00	260.00	238.00	425.21	471.84	305.32	729.00	679.33	787.49	780.17	260.00	271.00	310.09	257.35	425.21	400.79	508.95	523.01	138.70	110.24	99.40	39.66	97.76	85.91	16.23	17.61	14.64	32.06	21.43	19.21	516.49	158.00	6.00	5.00	56.33	88.05	11.45	0.43	0.36	4.08	6.38	88.55	99.57	99.64	95.92	146894.00	4681.00	3263.00	51612.67	473.54	227.15	179.62	199.83	13.81	11.27	74.97	526.92	32.65	32.84	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
12	antigen 064	THEG	1	2	4	1711.91	613.50	1064.00	521.75	275.91	450.03	1315.75	338.91	764.63	1333.00	648.00	658.00	390.00	284.00	290.00	936.84	373.41	358.63	658.00	879.67	1129.80	1064.00	290.00	321.33	415.90	450.03	373.41	556.29	806.43	764.63	552.15	392.63	126.42	59.54	489.76	329.64	44.63	48.87	18.53	30.40	59.26	60.73	808.47	114.00	2.00	6.00	40.67	63.54	8.26	0.14	0.43	2.95	4.60	91.74	99.86	99.57	97.05	195158.00	1227.00	6384.00	67589.67	1335.07	48.79	1073.33	112.35	13.89	4.27	43.51	636.57	39.61	853.56	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
13	antigen 068	TYR	1	2	5	1029.98	656.38	725.69	385.30	298.45	349.00	651.51	358.08	406.80	607.00	513.00	598.00	369.00	290.00	297.00	228.54	214.70	279.12	598.00	572.67	804.02	725.69	297.00	318.67	344.25	349.00	228.54	240.78	472.13	406.80	198.73	51.87	43.62	43.73	157.25	33.91	9.06	24.72	13.72	12.67	14.08	33.31	485.35	125.00	198.00	48.00	123.67	75.01	9.06	14.35	3.48	8.96	5.44	90.94	85.65	96.52	91.04	128747.00	129964.00	34833.00	97848.00	1944.36	394.86	345.21	41.88	179.56	56.56	92.67	112.43	64.78	248.77	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
14	antigen 072	ZNF165	1	2	6	969.14	785.18	747.00	481.72	320.95	305.40	492.77	477.04	442.79	765.00	731.00	551.00	486.00	290.00	303.00	288.63	422.86	246.79	731.00	682.33	833.77	785.18	303.00	359.67	369.36	320.95	288.63	319.43	470.87	477.04	118.78	115.00	97.62	109.60	25.55	91.99	16.85	14.25	30.47	26.43	28.80	5.43	474.11	126.00	11.00	112.00	83.00	62.75	9.13	0.80	8.12	6.01	4.55	90.87	99.20	91.88	93.99	122112.00	8637.00	83664.00	71471.00	333.23	233.49	452.50	186.33	22.47	109.60	106.13	105.04	126.29	62.09	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
15	antigen 076	CDK7	1	2	7	799.61	698.08	650.75	519.63	325.97	266.22	289.59	408.51	387.18	734.00	630.00	648.00	496.00	288.00	280.00	223.98	340.42	384.43	648.00	670.67	716.15	698.08	288.00	354.67	370.61	325.97	340.42	316.28	361.76	387.18	76.05	55.58	132.47	122.46	63.40	82.90	8.29	10.62	34.53	35.74	26.21	17.53	361.48	104.00	12.00	4.00	40.00	55.57	7.54	0.87	0.29	2.90	4.03	92.46	99.13	99.71	97.10	83159.00	8377.00	2603.00	31379.67	253.45	205.37	106.56	118.83	23.87	14.53	52.41	124.39	203.43	52.39	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
16	CT100 Control Buffer only	Buffer	1	2	8	1098.52	1529.33	641.11	624.22	304.78	306.41	510.79	1243.82	352.16	963.00	667.00	664.00	577.00	294.00	295.00	375.27	381.48	375.05	777.00	1298.21	1658.89	878.86	294.00	361.13	381.65	275.79	380.23	925.70	1286.38	452.85	3467.45	2075.27	205.23	197.19	3498.48	2108.53	159.86	209.02	54.60	53.78	227.78	271.96	1297.76	44.00	45.00	27.00	51.04	89.37	3.19	3.26	1.96	3.70	6.48	96.81	96.74	98.04	97.20	48335.00	68820.00	17310.00	72795.29	541.15	3903.27	87.72	41.53	14.34	108.39	54.75	270.28	124.55	160.43	0	0	0	24	24	24	0	0	0	0	0	0	0	0	24	24
17	antigen 003	BAGE4	1	6	7	1733.87	2580.76	799.00	286.51	525.09	275.59	1461.97	2192.34	536.56	1152.00	1340.00	668.00	280.00	276.00	285.00	880.10	951.58	405.56	1152.00	1053.33	1704.54	1733.87	280.00	280.33	362.39	286.51	880.10	745.75	1396.96	1461.97	891.24	346.69	141.00	4.51	829.80	296.77	32.91	52.29	1.61	38.91	39.79	59.40	1424.21	86.00	651.00	23.00	253.33	345.83	6.23	47.17	1.67	18.36	25.06	93.77	52.83	98.33	81.64	149113.00	1680076.00	18377.00	615855.33	1594.64	3102.53	281.02	78.85	460.02	43.91	194.26	137.94	793.07	111.09	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
18	antigen 096	p53 M133T	1	7	1	855.69	1128.78	1339.40	433.11	233.09	256.07	435.22	897.51	1084.56	669.00	734.00	763.00	400.00	221.00	275.00	248.53	502.72	508.16	734.00	722.00	1107.96	1128.78	275.00	298.67	307.42	256.07	502.72	419.80	805.76	897.51	242.52	48.14	109.46	91.82	334.25	148.35	6.67	21.89	30.74	35.60	35.34	41.48	809.29	36.00	23.00	10.00	23.00	13.00	2.61	1.67	0.72	1.67	0.94	97.39	98.33	99.28	98.33	30805.00	25962.00	13394.00	23387.00	464.00	887.95	1894.42	33.77	23.25	5.72	20.91	152.06	33.92	46.55	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
19			1	7	7	583.50	1286.57	842.67	300.57	293.45	302.17	296.98	1008.13	553.97	653.00	883.00	830.00	291.00	292.00	294.00	366.48	604.56	541.30	775.00	805.34	1302.92	862.50	292.00	331.00	348.76	297.99	381.43	464.66	962.24	507.15	1311.60	206.26	144.68	143.09	1331.87	216.52	25.61	100.67	43.23	41.48	46.60	138.41	971.92	2.00	72.00	12.00	30.34	56.95	0.14	5.22	0.87	2.20	4.13	99.86	94.78	99.13	97.92	1167.00	92633.00	10112.00	34669.47	98.29	1907.82	338.03	6.04	38.05	19.67	21.25	107.98	115.26	111.95	0	0	0	32	32	32	0	0	0	0	0	0	0	0	32	32
20	antigen 104	ACVR2A	1	8	1	967.39	1596.13	1013.50	570.12	286.27	303.13	424.12	1318.11	716.70	878.00	1755.00	859.00	500.00	290.00	295.00	334.73	1476.98	562.20	878.00	1164.00	1192.34	1013.50	295.00	361.67	386.51	303.13	562.20	791.30	819.64	716.70	350.45	511.91	159.24	119.83	455.80	604.61	43.98	29.39	33.13	41.20	76.41	55.61	830.67	373.00	8.00	18.00	133.00	207.91	27.03	0.58	1.30	9.64	15.07	72.97	99.42	98.70	90.36	360838.00	12769.00	18243.00	130616.67	457.43	1409.01	450.84	345.85	7.48	28.61	127.31	301.49	85.70	106.52	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
21	antigen 108	PIM1	1	8	2	751.43	1419.45	613.08	342.40	301.37	289.40	436.41	1139.11	325.99	759.00	859.00	554.00	294.00	281.00	289.00	443.98	578.66	266.91	759.00	724.00	927.99	751.43	289.00	288.00	311.05	301.37	443.98	429.85	633.84	436.41	431.21	155.48	27.80	6.56	441.05	156.35	21.48	46.47	2.28	8.94	36.37	69.58	639.99	7.00	11.00	65.00	27.67	32.39	0.51	0.80	4.71	2.00	2.35	99.49	99.20	95.29	98.00	5260.00	15614.00	39850.00	20241.33	223.79	1105.33	188.06	13.65	11.34	112.67	45.89	174.39	158.90	59.74	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
22	none	Cy5 BSA 5ng/ul	2	1	1	2017.53	1116.98	5156.40	1546.91	837.41	4549.31	483.85	281.88	662.22	1907.00	1056.00	5026.00	1521.00	804.00	4756.00	373.32	220.90	531.82	15341.00	19163.47	18389.47	14844.38	2329.00	2359.40	7156.91	5823.18	9780.15	12348.54	11574.54	9283.53	19793.27	20877.31	6928.57	1544.47	13303.53	14389.39	108.94	107.63	65.46	96.81	116.53	114.94	16030.07	85.00	192.00	577.00	946.67	444.22	6.16	13.91	41.81	68.60	32.19	93.84	86.09	58.19	79.37	171490.00	214460.00	2975241.00	21305495.53	303.95	313.36	505.69	135.31	172.71	755.61	354.54	370.11	213.46	2168.91	0	0	15	15	15	0	0	0	0	0	0	0	0	0	15	15
23	antigen 006	CEP290	2	1	4	859.95	1029.54	872.18	494.67	680.16	266.67	367.19	366.34	609.85	726.00	1005.00	875.00	488.00	608.00	280.00	233.24	341.80	612.67	875.00	868.67	920.56	872.18	488.00	458.67	480.50	494.67	341.80	395.90	447.79	367.19	94.58	139.61	207.11	165.96	140.34	195.41	16.07	10.27	36.18	43.10	49.36	31.34	461.89	151.00	261.00	11.00	141.00	125.30	10.94	18.91	0.80	10.22	9.08	89.06	81.09	99.20	89.78	129853.00	268710.00	9594.00	136052.33	660.96	139.13	460.91	83.89	687.23	14.55	261.89	71.57	193.89	59.72	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
24	antigen 010	CT47.11	2	1	5	801.21	1308.59	544.33	503.22	1294.94	305.34	301.40	521.20	249.18	735.00	1158.00	514.00	497.00	778.00	295.00	235.19	370.61	218.85	735.00	802.33	884.71	801.21	497.00	523.33	701.17	503.22	235.19	274.88	357.26	301.40	388.91	327.24	523.66	242.57	144.36	83.30	40.79	43.96	46.35	74.68	30.30	40.41	361.38	382.00	414.00	190.00	328.67	121.15	27.68	30.00	13.77	23.82	8.78	72.32	70.00	86.23	76.18	306063.00	541755.00	103422.00	317080.00	785.42	1463.35	135.80	146.59	147.45	348.64	214.23	98.31	4531.85	93.23	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
25	antigen 014	DDX53	2	1	6	770.34	1077.32	546.62	490.19	689.65	285.98	285.31	403.14	266.08	725.00	1011.00	518.00	489.00	630.00	288.00	239.96	336.82	237.46	725.00	751.33	798.09	770.34	489.00	469.00	488.61	490.19	239.96	271.42	318.18	285.31	266.44	247.55	201.84	171.87	74.21	56.66	32.95	33.38	36.65	41.31	20.87	23.32	329.09	321.00	775.00	306.00	467.33	266.55	23.26	56.16	22.17	33.86	19.32	76.74	43.84	77.83	66.14	247280.00	834922.00	167266.00	416489.33	165.80	215.27	293.74	552.38	1451.38	277.19	760.31	113.90	179.89	65.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	antigen 031	MAGEA2	2	1	7	862.59	1284.44	793.27	567.00	799.68	486.17	313.17	505.04	322.90	828.00	1182.00	722.00	519.00	750.00	431.00	278.58	402.60	251.63	828.00	910.67	980.10	862.59	519.00	566.67	617.62	567.00	278.58	310.94	380.37	322.90	265.84	240.88	162.77	164.76	108.08	80.52	26.45	27.12	29.07	26.35	25.90	28.41	413.43	629.00	722.00	353.00	568.00	191.91	45.58	52.32	25.58	41.16	13.91	54.42	47.68	74.42	58.84	542567.00	927365.00	280023.00	583318.33	78.25	819.00	515.43	2517.47	445.23	221.14	1061.28	168.80	293.24	187.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	antigen 111	DPPA2	2	1	8	895.45	1338.80	712.46	588.86	841.17	507.79	391.50	523.39	281.35	811.00	1276.00	645.00	489.00	801.00	404.00	307.05	460.59	213.89	811.00	910.67	982.24	895.45	489.00	564.67	645.94	588.86	307.05	327.18	398.75	391.50	322.06	327.09	173.86	209.04	121.18	124.58	35.92	32.79	37.02	26.92	38.08	30.39	417.57	75.00	527.00	63.00	221.67	264.49	5.43	38.19	4.57	16.06	19.17	94.57	61.81	95.43	83.94	67159.00	705546.00	44885.00	272530.00	234.75	547.24	150.77	125.08	504.04	117.57	248.90	974.21	283.38	805.52	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
28	antigen 035	MAGEA4v4	2	2	1	1108.95	764.03	737.33	795.77	490.71	413.05	341.65	279.41	334.90	1083.00	723.00	668.00	732.00	484.00	302.00	315.69	238.38	265.57	723.00	824.67	870.10	764.03	484.00	506.00	566.51	490.71	265.57	273.22	318.65	334.90	207.28	225.41	202.31	215.84	34.15	39.22	27.33	23.82	42.66	35.71	14.35	10.72	364.10	609.00	464.00	516.00	529.67	73.46	44.13	33.62	37.39	38.38	5.32	55.87	66.38	62.61	61.62	675353.00	354510.00	380461.00	470108.00	253.12	110.24	853.06	821.98	1176.03	202.58	733.53	392.33	175.60	208.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	antigen 039	MAGEB6	2	2	2	1247.28	993.43	955.37	828.51	422.70	455.83	452.35	591.23	530.63	1192.00	907.00	886.00	676.00	359.00	307.00	397.07	504.80	461.26	907.00	995.00	1065.36	993.43	359.00	447.33	569.01	455.83	461.26	454.38	524.74	530.63	158.69	170.93	225.35	199.73	69.63	54.19	17.18	14.90	44.65	39.60	11.93	13.27	618.03	963.00	1373.00	1322.00	1219.33	223.45	69.78	99.49	95.80	88.36	16.19	30.22	0.51	4.20	11.64	1201131.00	1363982.00	1262998.00	1276037.00	239.07	958.29	586.47	1822.10	847.09	1196.13	1288.44	376.85	191.41	300.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	antigen 043	NXF2	2	2	3	880.37	686.66	654.84	617.04	402.10	267.77	267.63	291.26	391.21	834.00	621.00	666.00	590.00	390.00	272.00	221.26	225.60	402.36	666.00	707.00	740.62	686.66	390.00	417.33	428.97	402.10	225.60	283.08	316.70	291.26	122.06	112.26	176.18	160.75	65.60	103.33	15.88	16.48	38.52	41.07	36.50	20.71	323.29	155.00	105.00	19.00	93.00	68.79	11.23	7.61	1.38	6.74	4.98	88.77	92.39	98.62	93.26	136457.00	72099.00	12442.00	73666.00	135.47	238.88	194.44	306.22	128.02	38.23	157.49	137.33	97.79	67.43	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
31	antigen 063	SYCP1	2	2	4	879.66	1527.46	942.61	577.01	394.78	274.49	305.47	1136.44	677.77	802.00	609.00	530.00	584.00	393.00	281.00	227.81	217.98	265.16	609.00	647.00	1116.58	942.61	393.00	419.33	415.43	394.78	227.81	236.98	706.56	677.77	357.22	139.92	152.32	153.21	416.23	24.89	21.63	31.99	36.54	36.67	10.50	58.91	697.24	56.00	57.00	77.00	63.33	11.85	4.06	4.13	5.58	4.59	0.86	95.94	95.87	94.42	95.41	49261.00	87065.00	72581.00	69635.67	246.98	6042.14	2912.21	69.26	10.72	17.92	32.64	93.80	106.86	91.24	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
32	antigen 067	TSSK6	2	2	5	880.47	703.83	822.20	565.13	378.71	242.02	323.77	333.45	583.45	830.00	596.00	600.00	560.00	380.00	213.00	273.30	225.62	361.25	600.00	675.33	802.17	822.20	380.00	384.33	395.29	378.71	273.30	286.72	413.56	333.45	90.00	133.96	162.19	173.54	147.21	68.81	19.84	11.22	45.15	41.03	24.00	35.60	417.83	152.00	18.00	20.00	63.33	76.79	11.01	1.30	1.45	4.59	5.56	88.99	98.70	98.55	95.41	133831.00	12669.00	16444.00	54314.67	189.21	281.71	718.09	260.10	21.31	16.25	99.22	137.97	106.89	50.97	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
