	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
11	antigen 044	NY-CO-45	1	2	3	1986.25	1653.33	980.60	188.39	191.78	187.66	1811.82	1524.25	839.00	884.00	1042.00	836.00	182.00	120.00	125.00	709.57	912.91	694.40	884.00	920.67	1540.06	1653.33	125.00	142.33	189.28	188.39	709.57	772.30	1391.69	1524.25	512.30	107.78	2.20	34.44	499.78	122.02	11.71	33.27	24.20	1.16	15.80	35.91	1397.73	8.00	15.00	5.00	9.33	5.13	0.58	1.09	0.36	0.68	0.37	99.42	98.91	99.64	99.32	15890.00	24800.00	4903.00	15197.67	3064.06	1553.25	582.70	4.73	14.72	7.20	8.88	123.28	977.67	623.82	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
12	antigen 064	THEG	1	2	4	3012.92	2815.00	331.50	149.98	127.07	113.99	2866.47	2702.48	221.17	1434.00	1546.00	335.00	130.00	110.00	110.00	1287.55	1433.48	224.67	1434.00	1105.00	2053.14	2815.00	110.00	116.67	130.35	127.07	1287.55	981.90	1930.04	2702.48	1494.26	669.19	18.21	11.55	1482.20	659.83	60.56	72.78	9.90	13.97	67.20	76.80	1936.47	24.00	25.00	2.00	17.00	13.00	1.74	1.81	0.14	1.23	0.94	98.26	98.19	99.86	98.77	72310.00	70375.00	663.00	47782.67	3342.98	3967.44	4.95	20.58	17.03	89.37	42.32	50.35	113.52	28.87	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
13	antigen 068	TYR	1	2	5	1164.25	883.00	21209.75	112.89	96.22	101.07	1053.77	786.79	21108.54	1010.00	890.00	25288.00	108.00	96.00	101.00	899.52	793.79	25186.79	1010.00	9062.67	7752.33	1164.25	101.00	101.67	103.40	101.07	899.52	8960.04	7649.70	1053.77	11655.31	14051.68	8.57	6.03	11656.46	14052.88	155.05	150.35	5.93	8.29	156.84	152.38	7650.67	4.00	2.00	4.00	3.33	1.15	0.29	0.14	0.29	0.24	0.08	99.71	99.86	99.71	99.76	4657.00	1766.00	84839.00	30420.67	1213.81	9.90	5991.10	3.47	158.96	14.09	58.84	23.68	8.95	6.85	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
14	antigen 072	ZNF165	1	2	6	461.50	0.00	0.00	104.45	102.60	102.50	356.95	0.00	0.00	489.00	0.00	0.00	105.00	103.00	103.00	384.45	0.00	0.00	0.00	163.00	153.83	0.00	103.00	103.67	103.18	102.60	0.00	128.15	118.98	0.00	266.45	282.32	1.10	1.15	206.08	221.96	173.21	173.21	1.11	1.06	173.21	173.21	50.17	4.00	0.00	0.00	1.33	2.31	0.29	0.00	0.00	0.10	0.17	99.71	100.00	100.00	99.90	1846.00	0.00	0.00	615.33	154.35	0.00	0.00	9.25	<NO DATA>	<NO DATA>	3.08	6.94	8.82	7.83	0	0	0	3	3	3	2	3	3	0	3	3	3	3	3	3
15	antigen 076	CDK7	1	2	7	0.00	13219.00	1772.25	116.40	105.96	152.46	0.00	13113.57	1625.13	0.00	3026.00	1430.00	111.00	106.00	130.00	0.00	2920.57	1282.88	1430.00	1485.33	4997.08	1772.25	111.00	115.67	124.94	116.40	1282.88	1401.15	4912.90	1625.13	7175.32	1513.76	24.40	12.66	7148.32	1463.87	101.91	143.59	10.95	19.53	104.48	145.50	4881.42	0.00	4.00	12.00	5.33	6.11	0.00	0.29	0.87	0.39	0.44	100.00	99.71	99.13	99.61	0.00	52876.00	21267.00	24714.33	0.00	23548.83	1267.33	<NO DATA>	2.23	15.39	5.87	22.94	9.61	64.89	0	0	0	3	3	3	1	0	0	3	0	0	0	0	3	3
16	CT100 Control Buffer only 1st grid	Buffer	1	2	8	375.00	14874.00	389.00	105.87	99.80	110.39	269.24	14774.15	280.91	375.00	28977.00	389.00	107.00	101.00	108.00	269.24	28877.15	280.91	389.00	9913.67	5212.67	389.00	107.00	105.33	105.35	105.87	280.91	9809.10	5108.10	280.91	8366.96	16509.33	5.31	3.79	8371.05	16513.42	166.53	160.51	3.59	5.04	168.35	163.88	5107.33	1.00	2.00	1.00	1.33	0.58	0.07	0.14	0.07	0.10	0.04	99.93	99.86	99.93	99.90	375.00	29748.00	389.00	10170.67	0.00	19944.65	0.00	<NO DATA>	1.48	<NO DATA>	0.49	11.05	10.26	18.51	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
17	antigen 003	BAGE4	1	6	7	3984.40	1426.70	0.00	103.26	118.93	99.07	3880.55	1309.88	0.00	635.00	715.00	0.00	104.00	112.00	99.00	531.15	598.18	0.00	635.00	450.00	1803.70	1426.70	104.00	105.00	107.09	103.26	531.15	376.44	1730.14	1309.88	2018.78	391.76	10.47	6.56	1974.11	327.73	87.06	111.92	6.25	9.78	87.06	114.10	1698.70	5.00	20.00	0.00	8.33	10.41	0.36	1.45	0.00	0.60	0.75	99.64	98.55	100.00	99.40	19922.00	28534.00	0.00	16152.00	6080.26	1679.25	0.00	3.19	15.60	<NO DATA>	6.26	9.76	24.56	6.02	0	0	0	3	3	3	1	0	3	0	0	3	0	0	3	3
18	antigen 096	p53 M133T	1	7	1	7859.04	8918.79	688.00	142.17	138.07	101.98	7718.56	8790.48	586.26	2014.00	4296.00	688.00	125.00	119.00	102.00	1873.52	4167.69	586.26	2014.00	2332.67	5821.94	7859.04	119.00	115.33	127.41	138.07	1873.52	2209.16	5698.43	7718.56	4477.59	1824.99	22.11	11.93	4459.59	1814.15	78.24	76.91	10.34	17.36	82.12	78.26	5706.61	27.00	57.00	1.00	28.33	28.02	1.96	4.13	0.07	2.05	2.03	98.04	95.87	99.93	97.95	212194.00	508371.00	688.00	240417.67	13824.15	12577.46	0.00	15.08	39.84	<NO DATA>	18.30	34.40	100.34	8.31	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
19			1	7	7	0.00	3142.00	0.00	106.15	108.24	115.12	0.00	3033.76	0.00	0.00	4511.00	0.00	106.00	108.00	110.00	0.00	4402.76	0.00	761.00	1123.88	2389.47	1337.09	112.00	129.25	174.30	124.54	636.90	1006.16	2271.76	1226.27	3489.96	1068.98	118.61	52.02	3478.51	1060.45	95.12	146.06	40.25	68.05	105.40	153.12	2260.22	0.00	2.00	0.00	8.94	9.55	0.00	0.14	0.00	0.65	0.69	100.00	99.86	100.00	99.95	0.00	6284.00	0.00	33709.00	0.00	1936.06	0.00	<NO DATA>	3.13	<NO DATA>	1.04	7.82	8.18	66.73	0	0	0	32	32	32	2	0	32	32	0	32	32	32	32	32
20	antigen 104	ACVR2A	1	8	1	889.56	5435.40	0.00	131.69	219.79	112.08	760.41	5280.92	0.00	459.00	2427.00	0.00	119.00	125.00	110.00	329.85	2272.52	0.00	459.00	962.00	2108.32	889.56	119.00	118.00	154.52	131.69	329.85	867.46	2013.77	760.41	2915.46	1289.32	57.37	7.55	2854.86	1227.94	134.02	138.28	6.40	37.13	141.56	141.77	1990.32	9.00	65.00	0.00	24.67	35.22	0.65	4.71	0.00	1.79	2.55	99.35	95.29	100.00	98.21	8006.00	353301.00	0.00	120435.67	969.09	11000.28	0.00	7.06	31.20	<NO DATA>	12.76	32.66	372.62	16.09	0	0	0	3	3	3	1	0	3	0	0	3	0	0	3	3
21	antigen 108	PIM1	1	8	2	3974.09	2015.06	368.00	158.66	233.91	98.76	3844.94	1875.19	268.95	651.00	1128.00	368.00	114.00	122.00	99.00	521.85	988.13	268.95	651.00	715.67	2119.05	2015.06	114.00	111.67	163.78	158.66	521.85	592.98	1996.36	1875.19	1805.29	384.10	67.72	11.68	1791.07	364.83	53.67	85.19	10.46	41.35	61.52	89.72	2007.38	11.00	33.00	1.00	15.00	16.37	0.80	2.39	0.07	1.09	1.19	99.20	97.61	99.93	98.91	43715.00	66497.00	368.00	36860.00	10559.01	2488.20	0.00	4.01	24.87	<NO DATA>	9.63	404.98	1133.77	9.89	0	3	0	3	3	3	0	0	0	0	0	0	0	0	3	3
22	Cy5-biotin-BSA low 2nd grid	Cy5 BSA 5ng/ul	2	1	1	4621.78	4805.79	4817.43	271.12	1292.10	1570.00	4495.37	3718.05	3434.97	4630.00	4721.00	4732.00	105.00	112.00	117.00	4503.59	3633.27	3349.55	4721.00	4694.33	4748.33	4805.79	112.00	111.33	1044.40	1292.10	3633.27	3828.80	3882.80	3718.05	109.75	55.99	683.95	6.03	549.06	601.35	1.19	2.31	5.41	65.49	15.71	14.14	4637.00	820.00	715.00	851.00	795.33	71.28	59.42	51.81	61.67	57.63	5.16	40.58	48.19	38.33	42.37	3789859.00	3436138.00	4099629.00	3775208.67	1113.62	891.58	814.56	3310.09	2981.68	3588.64	3293.47	781.32	2210.04	2338.96	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
23	Cy5-biotin-BSA med 2nd grid	Cy5 BSA 10ng/ul	2	1	2	4582.03	4673.75	4764.59	1544.95	1639.95	1356.76	3175.94	3170.10	3583.88	4618.00	4781.00	4821.00	119.00	113.00	129.00	3211.91	3277.36	3640.30	4781.00	4740.00	4673.45	4673.75	119.00	120.33	1513.89	1544.95	3277.36	3376.52	3309.98	3175.94	91.28	107.53	144.13	8.08	237.23	230.77	2.27	1.95	6.72	9.52	6.83	7.17	4553.12	1003.00	864.00	1116.00	994.33	126.22	72.68	62.61	80.87	72.05	9.15	27.32	37.39	19.13	27.95	4595773.00	4038118.00	5317280.00	4650390.33	683.87	832.21	873.94	4657.98	3291.20	4576.55	4175.24	2047.99	2152.40	1979.63	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
24	Cy5-biotin-BSA high 2nd grid	Cy5 BSA 15ng/ul	2	1	3	6633.99	5390.77	8539.73	4538.49	1976.84	5385.96	2340.31	3557.75	3332.27	5771.00	5347.00	6672.00	5017.00	120.00	5904.00	1477.32	3513.98	1464.54	5771.00	5930.00	6854.83	6633.99	5017.00	3680.33	3967.10	4538.49	1477.32	2151.95	3076.78	3332.27	1586.05	676.66	1774.94	3115.07	647.69	1179.57	11.41	23.14	84.64	44.74	54.81	21.05	3174.49	923.00	1059.00	646.00	876.00	210.47	66.88	76.74	46.81	63.48	15.25	33.12	23.26	53.19	36.52	6123169.00	5708824.00	5516664.00	5782885.67	2327.78	854.51	3914.78	927.97	4409.15	549.88	1962.33	3974.03	2544.65	3906.60	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
25	antigen 006	CEP290	2	1	4	894.47	613.98	554.36	360.65	195.36	271.45	618.83	433.75	326.22	693.00	441.00	527.00	203.00	110.00	117.00	417.36	260.77	298.86	527.00	553.67	687.61	613.98	117.00	143.33	275.82	271.45	298.86	325.66	459.60	433.75	181.62	128.10	82.73	51.79	148.01	81.66	23.14	26.41	36.13	29.99	25.08	32.20	544.27	945.00	468.00	310.00	574.33	330.58	68.48	33.91	22.46	41.62	23.96	31.52	66.09	77.54	58.38	845278.00	287344.00	171853.00	434825.00	2742.11	782.04	116.91	213.27	259.57	864.99	445.94	875.56	148.55	351.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	antigen 010	CT47.11	2	1	5	921.52	699.58	653.96	362.68	256.39	293.73	590.31	460.57	382.31	847.00	595.00	604.00	153.00	118.00	161.00	515.80	355.99	332.35	604.00	682.00	758.35	699.58	153.00	144.00	304.27	293.73	355.99	401.38	477.73	460.57	143.13	142.97	53.92	22.87	105.06	99.79	20.96	18.87	15.88	17.72	24.86	21.99	614.35	864.00	669.00	675.00	736.00	110.89	62.61	48.48	48.91	53.33	8.04	37.39	51.52	51.09	46.67	796191.00	468022.00	441423.00	568545.33	483.79	1321.81	218.62	1054.24	233.11	1180.38	822.58	365.62	215.66	250.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	antigen 014	DDX53	2	1	6	816.16	528.44	663.76	287.97	221.62	265.75	554.93	329.86	414.06	671.00	512.00	526.00	134.00	114.00	185.00	409.77	313.43	276.29	526.00	569.67	669.45	663.76	134.00	144.33	258.45	265.75	313.43	333.16	432.95	414.06	143.94	88.04	33.77	36.61	113.72	68.89	15.45	21.50	25.37	13.07	20.68	26.27	525.12	800.00	410.00	502.00	570.67	203.87	57.97	29.71	36.38	41.35	14.77	42.03	70.29	63.62	58.65	652928.00	216660.00	333210.00	400932.67	1437.75	104.19	919.36	308.78	1298.10	226.09	610.99	257.23	212.93	177.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	antigen 031	MAGEA2	2	1	7	892.68	680.85	765.38	347.59	273.85	441.53	577.83	422.84	448.65	773.00	685.00	686.00	188.00	188.00	190.00	458.15	426.99	369.27	686.00	714.67	779.64	765.38	188.00	188.67	354.32	347.59	426.99	418.14	483.10	448.65	106.63	50.52	84.04	1.15	83.04	45.10	7.07	13.68	0.61	23.72	10.79	17.19	590.97	923.00	753.00	691.00	789.00	120.12	66.88	54.57	50.07	57.17	8.70	33.12	45.43	49.93	42.83	823943.00	512678.00	528877.00	621832.67	1156.67	165.57	527.02	461.10	1922.99	588.24	990.78	315.88	194.26	1833.51	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
29	antigen 111	DPPA2	2	1	8	767.84	595.01	754.48	309.95	225.05	295.29	521.26	382.30	514.66	533.00	524.00	542.00	189.00	180.00	196.00	286.42	311.29	302.18	533.00	533.00	705.78	754.48	189.00	188.33	276.77	295.29	302.18	299.96	472.74	514.66	96.16	9.00	45.38	8.02	78.39	12.58	1.69	13.62	4.26	16.40	4.19	16.58	517.44	602.00	280.00	272.00	384.67	188.26	43.62	20.29	19.71	27.87	13.64	56.38	79.71	80.29	72.13	462240.00	166602.00	205219.00	278020.33	1776.65	547.51	1165.95	176.62	195.51	120.06	164.06	758.76	133.86	530.61	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
30	antigen 035	MAGEA4v4	2	2	1	575.62	487.65	597.04	239.30	260.00	237.41	373.92	286.42	369.70	493.00	488.00	547.00	111.00	113.00	125.00	291.30	286.77	319.66	493.00	509.33	553.44	575.62	113.00	116.33	245.57	239.30	291.30	299.24	343.35	369.70	57.97	32.72	12.53	7.57	49.35	17.83	6.42	10.47	6.51	5.10	5.96	14.37	437.10	406.00	445.00	373.00	408.00	36.04	29.42	32.25	27.03	29.57	2.61	70.58	67.75	72.97	70.43	233702.00	217006.00	222696.00	224468.00	1548.57	167.66	361.50	98.03	760.20	381.46	413.23	378.70	764.35	157.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	antigen 039	MAGEB6	2	2	2	1097.10	1119.70	1054.74	434.44	411.71	627.32	709.74	737.63	655.03	978.00	1041.00	984.00	113.00	119.00	115.00	590.64	658.92	584.29	984.00	1001.00	1090.51	1097.10	115.00	115.67	491.15	434.44	590.64	611.29	700.80	709.74	32.98	34.77	118.47	3.06	42.02	41.38	3.47	3.02	2.64	24.12	6.77	6.00	974.85	957.00	996.00	979.00	977.33	19.55	69.35	72.17	70.94	70.82	1.42	30.65	27.83	29.06	29.18	1049923.00	1115225.00	1032593.00	1065913.67	1126.38	802.47	301.48	603.02	915.52	2127.07	1215.20	495.87	427.70	2770.62	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
