	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
11	antigen 044	NY-CO-45	1	2	3	1484.32	884.92	758.56	385.64	386.51	347.37	1127.63	530.21	424.82	994.00	667.00	639.00	389.00	301.00	300.00	637.30	312.29	305.26	667.00	766.67	1042.60	884.92	301.00	330.00	373.17	385.64	312.29	418.29	694.22	530.21	387.73	197.37	22.35	51.10	379.02	189.71	25.74	37.19	15.48	5.99	45.35	54.60	712.60	151.00	215.00	106.00	157.33	54.78	10.94	15.58	7.68	11.40	3.97	89.06	84.42	92.32	88.60	224133.00	190258.00	80407.00	164932.67	2042.35	1292.82	280.14	83.37	88.18	160.74	110.76	178.25	295.73	118.73	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
12	antigen 064	THEG	1	2	4	1118.04	1816.90	3156.85	331.30	420.83	313.19	793.06	1501.54	2848.83	621.00	850.00	914.00	291.00	292.00	288.00	296.02	534.64	605.98	850.00	795.00	2030.60	1816.90	291.00	290.33	355.11	331.30	534.64	478.88	1714.48	1501.54	1036.07	154.05	57.63	2.08	1044.30	162.33	19.38	51.02	0.72	16.23	33.90	60.91	1740.26	48.00	20.00	20.00	29.33	16.17	3.48	1.45	1.45	2.13	1.17	96.52	98.55	98.55	97.87	53666.00	36338.00	63137.00	51047.00	1504.12	2179.28	5148.68	25.31	13.78	11.07	16.72	76.67	1664.81	76.01	0	3	0	3	3	3	0	0	0	0	0	0	0	0	3	3
13	antigen 068	TYR	1	2	5	982.69	928.72	1244.91	404.78	328.11	340.21	581.65	604.36	928.08	631.00	582.00	537.00	402.00	299.00	299.00	229.96	257.64	220.18	582.00	583.33	1052.11	982.69	299.00	333.33	357.70	340.21	229.96	235.92	704.70	604.36	169.14	47.01	41.22	59.47	193.79	19.43	8.06	16.08	17.84	11.52	8.24	27.50	718.77	59.00	244.00	74.00	125.67	102.75	4.28	17.68	5.36	9.11	7.45	95.72	82.32	94.64	90.89	57979.00	226607.00	92123.00	125569.67	1649.93	2448.67	2913.37	20.80	60.22	23.57	34.86	95.57	61.57	331.01	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
14	antigen 072	ZNF165	1	2	6	951.73	961.37	921.26	411.72	418.23	382.07	550.42	550.13	548.80	645.00	689.00	624.00	387.00	398.00	383.00	243.69	277.76	251.54	645.00	652.67	944.79	951.73	387.00	389.33	404.01	411.72	251.54	257.66	549.78	550.13	20.94	33.17	19.27	7.77	0.86	17.84	5.08	2.22	2.00	4.77	6.92	0.16	555.46	293.00	321.00	345.00	319.67	26.03	21.23	23.26	25.00	23.16	1.89	78.77	76.74	75.00	76.84	278857.00	308601.00	317836.00	301764.67	1953.99	3228.67	1592.28	82.53	54.70	118.91	85.38	118.46	106.81	114.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	antigen 076	CDK7	1	2	7	544.67	974.68	2596.81	323.66	368.18	317.51	224.81	612.06	2329.06	528.00	657.00	867.00	311.00	375.00	293.00	208.14	294.38	599.25	657.00	684.00	1372.05	974.68	311.00	326.33	336.45	323.66	294.38	367.26	1055.31	612.06	1082.24	171.11	27.65	43.10	1119.96	205.48	25.02	78.88	13.21	8.22	55.95	106.13	1045.72	87.00	28.00	21.00	45.33	36.25	6.30	2.03	1.52	3.29	2.63	93.70	97.97	98.48	96.71	47386.00	27291.00	54533.00	43070.00	75.93	1286.94	4142.04	257.60	13.32	11.81	94.24	114.61	90.64	768.77	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
16	CT100 Control Buffer only 1st grid	Buffer	1	2	8	2624.64	666.86	618.17	276.33	254.20	311.72	2354.34	412.63	324.13	1485.00	625.00	583.00	299.00	281.00	300.00	1214.71	370.78	288.96	625.00	897.67	1303.22	666.86	299.00	293.33	280.75	276.33	370.78	624.82	1030.37	412.63	1144.64	509.08	29.01	10.69	1147.45	512.50	56.71	87.83	3.65	10.33	82.02	111.36	1009.89	11.00	7.00	12.00	10.00	2.65	0.80	0.51	0.87	0.72	0.19	99.20	99.49	99.13	99.28	28871.00	4668.00	7418.00	13652.33	2246.62	205.10	177.00	11.53	14.08	21.97	15.86	82.33	52.43	255.63	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
17	antigen 003	BAGE4	1	6	7	2371.45	4687.69	1236.71	323.84	323.48	345.91	2050.72	4374.67	896.20	657.00	1326.00	644.00	295.00	294.00	307.00	336.27	1012.98	303.49	657.00	875.67	2765.28	2371.45	295.00	298.67	331.08	323.84	336.27	550.91	2440.53	2050.72	1758.88	390.05	12.85	7.23	1771.70	400.50	44.54	63.61	2.42	3.88	72.70	72.59	2466.62	20.00	29.00	185.00	78.00	92.77	1.45	2.10	13.41	5.65	6.72	98.55	97.90	86.59	94.35	47429.00	135943.00	228791.00	137387.67	5102.34	7295.36	2507.93	8.04	17.39	66.11	30.51	62.39	171.36	90.51	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
18	antigen 096	p53 M133T	1	7	1	2676.15	915.94	769.17	442.43	296.81	267.77	2335.99	634.02	501.12	1938.00	746.00	597.00	291.00	293.00	295.00	1597.84	464.08	328.95	746.00	1093.67	1453.75	915.94	293.00	293.00	335.67	296.81	464.08	796.96	1157.04	634.02	1061.17	735.00	93.59	2.00	1023.16	696.87	67.21	73.00	0.68	27.88	87.44	88.43	1160.75	33.00	63.00	6.00	34.00	28.51	2.39	4.57	0.43	2.46	2.07	97.61	95.43	99.57	97.54	88313.00	57704.00	4615.00	50210.67	2510.41	948.83	528.23	30.71	42.10	5.69	26.17	596.05	134.02	46.22	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
19			1	7	7	1202.00	681.20	1075.45	309.07	265.92	332.89	896.44	418.69	747.27	654.00	631.00	538.00	295.00	293.00	294.00	348.44	368.49	209.82	644.00	1655.97	1795.38	854.00	191.00	182.13	200.54	204.46	488.52	1473.58	1613.00	718.78	3164.58	4841.36	55.99	51.10	3166.71	4845.15	292.36	176.26	28.06	27.92	328.80	196.32	1613.26	10.00	5.00	11.00	10.22	16.45	0.72	0.36	0.80	0.74	1.19	99.28	99.64	99.20	99.37	12020.00	3406.00	11830.00	13168.53	1283.43	120.59	1646.94	6.98	17.36	4.99	9.78	71.55	72.15	77.20	0	0	0	32	32	32	0	0	0	0	0	0	0	0	32	32
20	antigen 104	ACVR2A	1	8	1	1679.35	2438.93	1274.28	354.03	301.41	321.69	1411.40	2144.30	968.72	1276.00	789.00	779.00	224.00	295.00	295.00	1008.05	494.38	473.45	789.00	948.00	1797.52	1679.35	295.00	271.33	325.71	321.69	494.38	658.62	1508.14	1411.40	591.25	284.10	26.54	40.99	593.73	302.79	29.97	32.89	15.11	8.15	45.97	39.37	1526.18	194.00	27.00	18.00	79.67	99.12	14.06	1.96	1.30	5.77	7.18	85.94	98.04	98.70	94.23	325794.00	65851.00	22937.00	138194.00	1676.36	4625.13	1140.94	163.34	12.52	15.28	63.71	457.78	70.56	239.01	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
21	antigen 108	PIM1	1	8	2	2008.25	1492.29	767.26	328.06	364.07	417.99	1718.42	1157.68	369.88	948.00	665.00	658.00	294.00	301.00	389.00	658.17	330.38	260.63	665.00	757.00	1422.60	1492.29	301.00	328.00	370.04	364.07	330.38	416.39	1081.99	1157.68	623.43	165.45	45.26	52.94	677.45	212.27	21.86	43.82	16.14	12.23	50.98	62.61	1094.60	20.00	82.00	203.00	101.67	93.07	1.45	5.94	14.71	7.37	6.74	98.55	94.06	85.29	92.63	40165.00	122368.00	155753.00	106095.33	3285.74	3094.53	623.05	10.46	30.68	120.51	53.88	383.51	244.96	180.47	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
22	Cy5-biotin-BSA low 2nd grid	Cy5 BSA 5ng/ul	2	1	1	2353.92	2122.03	2266.55	340.10	281.96	263.74	2022.96	1850.68	2007.87	2432.00	2317.00	2306.00	306.00	227.00	264.00	2101.04	2045.65	2047.32	2317.00	2351.67	2247.50	2266.55	264.00	265.67	295.26	281.96	2047.32	2064.67	1960.50	2007.87	117.11	69.79	39.88	39.53	95.41	31.51	2.97	5.21	14.88	13.51	1.53	4.87	1981.84	865.00	914.00	817.00	865.33	48.50	62.68	66.23	59.20	62.71	3.51	37.32	33.77	40.80	37.29	2036142.00	1939539.00	1851775.00	1942485.33	703.02	751.74	586.52	2489.07	2250.14	2796.87	2512.03	121.77	109.62	71.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	Cy5-biotin-BSA med 2nd grid	Cy5 BSA 10ng/ul	2	1	2	2169.84	2151.87	2271.72	580.50	653.29	903.57	1619.85	1548.38	1440.66	2256.00	2190.00	2309.00	416.00	310.00	421.00	1706.01	1586.50	1477.94	2256.00	2251.67	2197.81	2169.84	416.00	382.33	712.46	653.29	1586.50	1590.15	1536.30	1548.38	64.63	59.62	169.47	62.69	90.20	114.08	2.65	2.94	16.40	23.79	7.17	5.87	1815.48	1249.00	1172.00	1100.00	1173.67	74.51	90.51	84.93	79.71	85.05	5.40	9.49	15.07	20.29	14.95	2710133.00	2521994.00	2498892.00	2577006.33	510.32	510.25	511.31	3964.55	3556.52	3099.34	3540.14	415.53	592.79	854.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	Cy5-biotin-BSA high 2nd grid	Cy5 BSA 15ng/ul	2	1	3	2050.62	2103.63	2170.45	792.65	864.87	888.40	1320.33	1306.25	1333.12	2096.00	2100.00	2107.00	215.00	414.00	501.00	1365.70	1302.62	1269.68	2100.00	2101.00	2108.23	2103.63	414.00	376.67	848.64	864.87	1302.62	1312.67	1319.90	1320.33	60.04	5.57	49.90	146.61	13.44	48.80	0.27	2.85	38.92	5.88	3.72	1.02	1731.57	1002.00	1068.00	980.00	1016.67	45.80	72.61	77.39	71.01	73.67	3.32	27.39	22.61	28.99	26.33	2054724.00	2246674.00	2127037.00	2142811.67	394.39	853.76	684.96	3354.48	1634.04	1907.36	2298.63	832.25	832.85	769.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	antigen 006	CEP290	2	1	4	644.51	733.18	1319.08	258.49	197.53	233.51	393.06	540.36	1102.02	538.00	416.00	430.00	209.00	188.00	198.00	286.55	223.18	212.94	430.00	461.33	898.92	733.18	198.00	198.33	229.84	233.51	223.18	240.89	678.48	540.36	366.56	66.76	30.65	10.50	374.12	39.87	14.47	40.78	5.30	13.33	16.55	55.14	700.59	157.00	143.00	37.00	112.33	65.62	11.38	10.36	2.68	8.14	4.75	88.62	89.64	97.32	91.86	101188.00	104845.00	48806.00	84946.33	950.27	1282.99	3177.93	64.94	60.23	12.83	46.00	114.25	69.32	153.91	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
26	antigen 010	CT47.11	2	1	5	598.07	498.74	631.20	214.44	206.36	313.44	403.76	296.41	388.24	418.00	497.00	527.00	190.00	198.00	204.00	223.69	294.66	284.04	497.00	480.67	576.01	598.07	198.00	197.33	244.74	214.44	284.04	267.46	362.80	388.24	68.93	56.31	59.63	7.02	58.02	38.28	11.71	11.97	3.56	24.36	14.31	15.99	378.67	217.00	393.00	316.00	308.67	88.23	15.72	28.48	22.90	22.37	6.39	84.28	71.52	77.10	77.63	129782.00	196006.00	199459.00	175082.33	934.69	112.92	488.01	93.74	1031.64	251.40	458.93	236.97	51.91	1078.21	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
27	antigen 014	DDX53	2	1	6	878.54	583.00	1647.33	375.77	251.25	256.16	516.59	365.17	1405.24	663.00	508.00	622.00	374.00	196.00	208.00	301.05	290.17	379.91	622.00	597.67	1036.29	878.54	208.00	259.33	294.39	256.16	301.05	323.71	762.33	516.59	549.42	80.31	70.52	99.49	561.90	48.97	13.44	53.02	38.36	23.95	15.13	73.71	776.96	83.00	118.00	15.00	72.00	52.37	6.01	8.55	1.09	5.22	3.80	93.99	91.45	98.91	94.78	72919.00	68794.00	24710.00	55474.33	690.43	469.83	2758.72	62.10	91.71	7.64	53.82	168.79	486.15	121.04	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
28	antigen 031	MAGEA2	2	1	7	568.83	607.44	453.48	283.97	257.18	222.60	303.64	359.32	242.61	508.00	491.00	423.00	225.00	209.00	192.00	242.81	242.89	212.14	491.00	474.00	543.25	568.83	209.00	208.67	254.58	257.18	242.81	232.61	301.86	303.64	80.10	44.98	30.77	16.50	58.37	17.73	9.49	14.75	7.91	12.09	7.62	19.34	334.58	150.00	142.00	161.00	151.00	9.54	10.87	10.29	11.67	10.94	0.69	89.13	89.71	88.33	89.06	85324.00	86256.00	73010.00	81530.00	412.56	1044.89	82.00	110.40	48.83	476.34	211.86	165.71	94.79	129.70	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
29	antigen 111	DPPA2	2	1	8	538.26	5448.67	1351.09	249.42	191.79	181.21	313.58	5266.14	1172.59	477.00	725.00	478.00	200.00	188.00	187.00	252.32	542.47	299.50	478.00	560.00	2446.01	1351.09	188.00	191.67	207.47	191.79	299.50	364.76	2250.77	1172.59	2631.95	142.90	36.71	7.23	2646.47	155.70	25.52	107.60	3.77	17.69	42.68	117.58	2254.34	54.00	9.00	11.00	24.67	25.42	3.91	0.65	0.80	1.79	1.84	96.09	99.35	99.20	98.21	29066.00	49038.00	14862.00	30988.67	183.60	11248.95	2653.07	92.23	4.21	4.86	33.77	270.11	88.01	44.96	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
30	antigen 035	MAGEA4v4	2	2	1	828.33	1249.86	724.63	393.04	341.50	281.58	515.15	928.14	445.70	603.00	687.00	517.00	295.00	294.00	290.00	289.82	365.29	238.07	603.00	602.33	934.27	828.33	294.00	293.00	338.71	341.50	289.82	297.73	629.66	515.15	278.18	85.00	55.78	2.65	260.81	63.97	14.11	29.78	0.90	16.47	21.49	41.42	641.27	211.00	35.00	182.00	142.67	94.36	15.29	2.54	13.19	10.34	6.84	84.71	97.46	86.81	89.66	174778.00	43745.00	131882.00	116801.67	1408.82	1645.17	1101.27	77.15	19.75	73.66	56.85	1046.39	195.86	64.44	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
31	antigen 039	MAGEB6	2	2	2	821.44	1097.75	1108.79	458.18	365.11	522.68	492.58	752.25	606.89	634.00	636.00	906.00	304.00	311.00	437.00	305.14	290.50	404.10	636.00	725.33	1009.33	1097.75	311.00	350.67	448.66	458.18	305.14	333.25	617.24	606.89	162.81	156.47	79.21	74.85	130.14	61.80	21.57	16.13	21.34	17.66	18.54	21.08	658.66	618.00	540.00	487.00	548.33	65.90	44.78	39.13	35.29	39.73	4.78	55.22	60.87	64.71	60.27	507650.00	592787.00	539981.00	546806.00	1350.74	2386.20	1230.11	225.37	170.24	240.27	211.96	1553.88	180.13	265.91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
