	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
11	antigen 044	NY-CO-45	1	2	3	496.83	1667.02	535.08	156.83	151.45	160.68	341.10	1517.74	384.13	397.00	393.00	411.00	141.00	134.00	125.00	241.27	243.72	260.05	397.00	400.33	899.64	535.08	134.00	133.33	156.32	156.83	243.72	248.35	747.65	384.13	664.84	9.45	4.64	8.02	667.26	10.21	2.36	73.90	6.02	2.97	4.11	89.25	766.31	81.00	51.00	66.00	66.00	15.00	5.87	3.70	4.78	4.78	1.09	94.13	96.30	95.22	95.22	40243.00	85018.00	35315.00	53525.33	578.01	4937.86	710.71	47.80	15.68	35.67	33.05	37.64	43.30	95.36	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
12	antigen 064	THEG	1	2	4	913.05	505.09	718.81	161.91	142.95	165.57	759.21	365.29	557.04	421.00	411.00	407.00	120.00	121.00	179.00	267.16	271.20	245.23	411.00	413.00	712.32	718.81	121.00	140.00	156.81	161.91	267.16	261.20	560.51	557.04	204.06	7.21	12.14	33.78	196.99	13.97	1.75	28.65	24.13	7.74	5.35	35.14	572.32	139.00	77.00	166.00	127.33	45.63	10.07	5.58	12.03	9.23	3.31	89.93	94.42	87.97	90.77	126914.00	38892.00	119322.00	95042.67	3863.15	353.76	2290.61	27.32	79.51	40.37	49.07	76.03	41.21	46.58	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
13	antigen 068	TYR	1	2	5	466.36	441.85	650.57	219.11	179.78	235.80	254.30	263.66	421.18	435.00	412.00	509.00	194.00	191.00	194.00	222.93	233.80	279.61	435.00	452.00	519.60	466.36	194.00	193.00	211.56	219.11	233.80	245.45	313.05	263.66	114.09	50.69	28.76	1.73	93.76	30.08	11.21	21.96	0.90	13.60	12.25	29.95	326.60	173.00	316.00	115.00	201.33	103.45	12.54	22.90	8.33	14.59	7.50	87.46	77.10	91.67	85.41	80681.00	139626.00	74816.00	98374.33	59.16	211.35	1020.46	743.67	394.21	47.46	395.12	90.38	38.98	93.56	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
14	antigen 072	ZNF165	1	2	6	495.41	471.68	462.93	168.04	177.63	165.80	327.99	297.44	303.59	413.00	397.00	396.00	183.00	182.00	176.00	245.58	222.76	236.66	397.00	402.00	476.68	471.68	182.00	180.33	170.49	168.04	236.66	235.00	309.67	303.59	16.80	9.54	6.28	3.79	16.16	11.50	2.37	3.53	2.10	3.69	4.89	5.22	296.34	73.00	44.00	46.00	54.33	16.20	5.29	3.19	3.33	3.94	1.17	94.71	96.81	96.67	96.06	36165.00	20754.00	21295.00	26071.33	229.48	208.13	307.16	104.34	62.88	45.47	70.90	41.41	56.78	82.21	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
15	antigen 076	CDK7	1	2	7	509.50	452.50	772.00	194.02	211.43	124.49	318.28	244.03	649.64	530.00	492.00	772.00	195.00	198.00	120.00	338.78	283.53	649.64	530.00	598.00	578.00	509.50	195.00	171.00	176.65	194.02	338.78	423.98	403.98	318.28	170.41	151.88	46.00	44.19	215.96	197.36	25.40	29.48	25.84	26.04	46.55	53.46	407.00	4.00	2.00	1.00	2.33	1.53	0.29	0.14	0.07	0.17	0.11	99.71	99.86	99.93	99.83	2038.00	905.00	772.00	1238.33	57.47	55.86	0.00	22.15	8.74	<NO DATA>	10.30	42.92	41.48	18.29	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
16	CT100 Control Buffer only 1st grid	Buffer	1	2	8	0.00	0.00	2867.00	138.61	143.71	154.24	0.00	0.00	2713.16	0.00	0.00	5065.00	119.00	123.00	136.00	0.00	0.00	4911.16	0.00	1688.33	955.67	0.00	123.00	126.00	145.52	143.71	0.00	1637.05	904.39	0.00	1655.26	2924.28	7.97	8.89	1566.44	2835.46	173.21	173.21	7.05	5.48	173.21	173.21	829.67	0.00	0.00	2.00	0.67	1.15	0.00	0.00	0.14	0.05	0.08	100.00	100.00	99.86	99.95	0.00	0.00	5734.00	1911.33	0.00	0.00	3108.44	<NO DATA>	<NO DATA>	1.75	0.58	37.14	36.99	36.05	0	0	0	3	3	3	2	3	0	3	3	0	3	3	3	3
17	antigen 003	BAGE4	1	6	7	464.18	2652.11	771.55	202.49	152.62	141.38	265.53	2503.47	631.94	408.00	361.00	388.00	198.00	124.00	121.00	209.35	212.36	248.40	388.00	385.67	1295.95	771.55	124.00	147.67	165.50	152.62	212.36	223.37	1133.65	631.94	1184.48	23.59	32.52	43.62	1200.36	21.73	6.12	91.40	29.54	19.65	9.73	105.88	1148.28	71.00	18.00	11.00	33.33	32.81	5.14	1.30	0.80	2.42	2.38	94.86	98.70	99.20	97.58	32957.00	47738.00	8487.00	29727.33	190.08	9208.43	844.44	99.18	4.89	8.23	37.44	51.44	47.03	35.81	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
18	antigen 096	p53 M133T	1	7	1	588.00	0.00	530.00	254.48	123.15	190.42	479.95	0.00	340.17	588.00	0.00	530.00	108.00	114.00	192.00	479.95	0.00	340.17	530.00	372.67	372.67	530.00	114.00	138.00	189.35	190.42	340.17	273.38	273.38	340.17	324.04	324.04	65.67	46.86	246.85	246.85	86.95	86.95	33.96	34.68	90.30	90.30	234.67	1.00	0.00	1.00	0.67	0.58	0.07	0.00	0.07	0.05	0.04	99.93	100.00	99.93	99.95	588.00	0.00	530.00	372.67	0.00	0.00	0.00	<NO DATA>	<NO DATA>	<NO DATA>	<NO DATA>	2332.63	22.85	28.72	3	0	0	3	3	3	1	3	0	0	3	0	0	0	3	3
19			1	7	7	462.00	1468.00	450.33	193.26	136.68	166.39	268.64	1332.46	283.10	462.00	1468.00	441.00	196.00	120.00	184.00	268.64	1332.46	273.76	428.00	658.59	635.01	425.00	104.00	100.75	103.78	104.40	316.97	584.62	561.03	316.97	910.99	1044.98	40.00	40.93	883.16	1017.48	158.67	143.46	40.62	38.55	174.04	157.42	534.26	1.00	1.00	3.00	1.81	4.24	0.07	0.07	0.22	0.13	0.31	99.93	99.93	99.78	99.88	462.00	1468.00	1351.00	1796.06	0.00	0.00	65.50	<NO DATA>	<NO DATA>	12.97	4.32	28.50	34.02	32.41	0	0	0	32	32	32	0	0	0	0	0	0	0	0	32	32
20	antigen 104	ACVR2A	1	8	1	1027.37	671.11	471.31	142.30	170.66	238.06	889.84	510.83	236.16	384.00	388.00	455.00	113.00	123.00	201.00	246.48	227.73	219.85	388.00	409.00	723.26	671.11	123.00	145.67	183.67	170.66	227.73	231.35	545.61	510.83	281.67	39.89	49.19	48.18	328.23	13.68	9.75	38.95	33.08	26.78	5.91	60.16	577.59	98.00	47.00	13.00	52.67	42.78	7.10	3.41	0.94	3.82	3.10	92.90	96.59	99.06	96.18	100682.00	31542.00	6127.00	46117.00	2620.21	990.19	56.79	33.28	24.25	54.06	37.20	54.84	99.72	68.70	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
21	antigen 108	PIM1	1	8	2	633.14	485.41	467.67	163.64	176.01	154.67	472.79	310.35	320.69	615.00	396.00	388.00	162.00	191.00	118.00	454.65	220.94	241.03	396.00	466.33	528.74	485.41	162.00	157.00	164.77	163.64	241.03	305.54	367.94	320.69	90.85	128.81	10.72	36.76	90.95	129.52	27.62	17.18	23.41	6.51	42.39	24.72	371.74	7.00	39.00	15.00	20.33	16.65	0.51	2.83	1.09	1.47	1.21	99.49	97.17	98.91	98.53	4432.00	18931.00	7015.00	10126.00	199.10	292.43	274.20	16.62	41.39	17.54	25.19	56.68	38.02	69.77	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
22	Cy5-biotin-BSA low 2nd grid	Cy5 BSA 5ng/ul	2	1	1	1804.97	1819.56	1806.66	289.91	321.68	620.10	1590.74	1570.01	1248.95	1784.00	1804.00	1796.00	111.00	112.00	117.00	1569.78	1554.45	1238.30	1796.00	1794.67	1810.39	1806.66	112.00	113.33	410.56	321.68	1554.45	1454.17	1469.90	1570.01	7.98	10.07	182.16	3.21	191.63	187.11	0.56	0.44	2.84	44.37	12.87	13.04	1697.06	885.00	855.00	948.00	896.00	47.47	64.13	61.96	68.70	64.93	3.44	35.87	38.04	31.30	35.07	1597395.00	1555726.00	1712710.00	1621943.67	384.32	376.27	343.75	3663.12	3567.53	3444.39	3558.35	477.77	518.23	789.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	Cy5-biotin-BSA med 2nd grid	Cy5 BSA 10ng/ul	2	1	2	1930.35	1943.64	1962.55	630.91	687.85	674.06	1362.28	1316.57	1349.32	1941.00	1969.00	1990.00	113.00	110.00	112.00	1372.93	1341.94	1376.78	1969.00	1966.67	1945.51	1943.64	112.00	111.67	664.27	674.06	1372.93	1363.88	1342.72	1349.32	16.18	24.58	29.71	1.53	23.55	19.10	1.25	0.83	1.37	4.47	1.40	1.75	1833.84	1119.00	1044.00	1031.00	1064.67	47.50	81.09	75.65	74.71	77.15	3.44	18.91	24.35	25.29	22.85	2160061.00	2029156.00	2023386.00	2070867.67	400.65	405.90	391.32	3804.76	3386.35	3554.99	3582.03	776.62	839.95	829.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	Cy5-biotin-BSA high 2nd grid	Cy5 BSA 15ng/ul	2	1	3	1755.12	1732.87	1816.90	652.86	591.93	652.02	1155.28	1191.37	1215.22	1769.00	1717.00	1795.00	107.00	103.00	114.00	1169.16	1175.50	1193.32	1769.00	1760.33	1768.29	1755.12	107.00	108.00	632.27	652.02	1175.50	1179.33	1187.29	1191.37	43.54	39.72	34.94	5.57	30.18	12.52	2.26	2.46	5.16	5.53	1.06	2.54	1660.29	975.00	1042.00	920.00	979.00	61.10	70.65	75.51	66.67	70.94	4.43	29.35	24.49	33.33	29.06	1711239.00	1805646.00	1671550.00	1729478.33	337.20	333.75	353.67	3340.42	3719.59	3161.12	3407.04	772.88	714.80	782.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	antigen 006	CEP290	2	1	4	2901.34	1647.00	2565.35	121.22	114.61	129.91	2786.83	1536.21	2441.62	349.00	536.00	500.00	95.00	98.00	102.00	234.48	425.21	376.28	500.00	461.67	2371.23	2565.35	98.00	98.33	121.91	121.22	376.28	345.33	2254.89	2441.62	649.31	99.22	7.67	3.51	645.88	99.06	21.49	27.38	3.57	6.29	28.69	28.64	2272.90	44.00	16.00	26.00	28.67	14.19	3.19	1.16	1.88	2.08	1.03	96.81	98.84	98.12	97.92	127659.00	26352.00	66699.00	73570.00	7691.89	2397.88	4322.16	15.94	10.25	14.69	13.63	66.54	40.54	59.91	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
26	antigen 010	CT47.11	2	1	5	508.50	511.40	450.87	152.56	185.32	171.37	369.71	351.68	293.97	420.00	469.00	411.00	95.00	94.00	97.00	281.21	309.28	254.09	420.00	433.33	490.26	508.50	95.00	95.33	169.75	171.37	281.21	281.53	338.45	351.68	34.14	31.21	16.44	1.53	39.57	27.59	7.20	6.96	1.60	9.68	9.80	11.69	394.93	606.00	656.00	572.00	611.33	42.25	43.91	47.54	41.45	44.30	3.06	56.09	52.46	58.55	55.70	308152.00	335480.00	257899.00	300510.33	829.44	601.51	76.26	270.12	383.54	2204.86	952.84	117.46	255.12	142.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	antigen 014	DDX53	2	1	6	1362.40	920.92	656.49	136.80	136.94	134.84	1235.87	791.12	524.43	450.00	575.00	580.00	100.00	110.00	112.00	323.47	445.20	447.95	575.00	535.00	979.94	920.92	110.00	107.33	136.20	136.80	445.20	405.54	850.47	791.12	356.64	73.65	1.17	6.43	359.42	71.09	13.77	36.39	5.99	0.86	17.53	42.26	872.60	52.00	60.00	80.00	64.00	14.42	3.77	4.35	5.80	4.64	1.05	96.23	95.65	94.20	95.36	70845.00	55255.00	52519.00	59539.67	3856.75	1990.85	252.46	16.66	23.84	166.19	68.90	87.54	59.56	45.53	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
28	antigen 031	MAGEA2	2	1	7	1358.51	710.55	1070.71	136.98	145.06	153.17	1231.20	571.51	924.03	357.00	387.00	448.00	101.00	115.00	115.00	229.69	247.96	301.32	387.00	397.33	1046.59	1070.71	115.00	110.33	145.07	145.06	247.96	259.66	908.92	924.03	324.65	46.37	8.10	8.08	330.10	37.22	11.67	31.02	7.33	5.58	14.33	36.32	936.26	75.00	38.00	31.00	48.00	23.64	5.43	2.75	2.25	3.48	1.71	94.57	97.25	97.75	96.52	101888.00	27001.00	33192.00	54027.00	3771.85	1010.08	2411.99	24.48	21.50	11.88	19.29	79.86	60.16	65.98	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
29	antigen 111	DPPA2	2	1	8	989.35	1497.63	2820.36	273.31	132.55	139.32	852.45	1370.38	2684.52	502.00	549.00	913.00	112.00	114.00	115.00	365.10	421.75	777.16	549.00	654.67	1769.11	1497.63	114.00	113.67	181.73	139.32	421.75	521.34	1635.78	1370.38	945.22	224.95	79.38	1.53	944.43	223.35	34.36	53.43	1.34	43.68	42.84	57.74	1655.45	20.00	8.00	11.00	13.00	6.24	1.45	0.58	0.80	0.94	0.45	98.55	99.42	99.20	99.06	19787.00	11981.00	31024.00	20930.67	1174.20	1754.31	5883.00	14.52	6.25	5.02	8.60	1085.50	48.36	46.63	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
30	antigen 035	MAGEA4v4	2	2	1	774.50	428.50	517.35	137.30	152.93	141.93	643.56	283.75	384.85	428.00	424.00	407.00	111.00	120.00	112.00	297.06	279.25	274.50	424.00	419.67	573.45	517.35	112.00	114.33	144.05	141.93	279.25	283.60	437.39	384.85	179.69	11.15	8.03	4.93	185.57	11.89	2.66	31.34	4.31	5.57	4.19	42.43	459.12	18.00	6.00	34.00	19.33	14.05	1.30	0.43	2.46	1.40	1.02	98.70	99.57	97.54	98.60	13941.00	2571.00	17590.00	11367.33	805.87	34.13	323.12	14.37	49.88	40.50	34.92	56.02	81.92	76.33	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
31	antigen 039	MAGEB6	2	2	2	902.26	879.47	881.79	276.42	294.65	293.21	654.12	610.88	613.99	779.00	779.00	784.00	108.00	117.00	107.00	530.86	510.41	516.20	779.00	780.67	887.84	881.79	108.00	110.67	288.09	293.21	516.20	519.16	626.33	613.99	12.54	2.89	10.13	5.51	24.12	10.54	0.37	1.41	4.98	3.52	2.03	3.85	777.17	987.00	946.00	911.00	948.00	38.04	71.52	68.55	66.01	68.70	2.76	28.48	31.45	33.99	31.30	890526.00	831982.00	803315.00	841941.00	1535.13	1151.13	1288.70	420.56	502.02	434.04	452.21	292.32	300.79	299.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
