	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
11	antigen 044	NY-CO-45	1	2	3	739.04	544.34	431.06	213.57	199.61	201.87	531.89	346.09	232.34	415.00	410.00	417.00	199.00	199.00	194.00	207.85	211.75	218.28	415.00	414.00	571.48	544.34	199.00	197.33	205.02	201.87	211.75	212.63	370.11	346.09	155.78	3.61	7.50	2.89	151.21	5.27	0.87	27.26	1.46	3.66	2.48	40.86	374.14	202.00	270.00	359.00	277.00	78.73	14.64	19.57	26.01	20.07	5.71	85.36	80.43	73.99	79.93	149286.00	146971.00	154749.00	150335.33	1282.05	784.27	77.29	83.80	119.15	1079.17	427.37	45.75	18.84	33.34	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	3
12	antigen 064	THEG	1	2	4	547.29	503.95	574.69	225.43	239.95	213.86	329.09	273.48	368.17	431.00	478.00	493.00	201.00	202.00	197.00	212.80	247.52	286.48	478.00	467.33	541.98	547.29	201.00	200.00	226.41	225.43	247.52	248.93	323.58	329.09	35.67	32.35	13.08	2.65	47.59	36.86	6.92	6.58	1.32	5.78	14.81	14.71	341.98	208.00	145.00	286.00	213.00	70.63	15.07	10.51	20.72	15.43	5.12	84.93	89.49	79.28	84.57	113836.00	73073.00	164361.00	117090.00	632.25	112.72	637.04	108.27	351.78	165.29	208.44	60.81	77.60	52.81	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	3
13	antigen 068	TYR	1	2	5	794.01	651.08	661.71	380.14	318.10	332.98	478.11	385.48	338.59	626.00	570.00	618.00	262.00	274.00	305.00	310.10	304.40	294.88	618.00	604.67	702.27	661.71	274.00	280.33	343.74	332.98	304.40	303.13	400.73	385.48	79.63	30.29	32.39	22.19	71.00	7.69	5.01	11.34	7.92	9.42	2.54	17.72	421.93	287.00	846.00	414.00	515.67	293.04	20.80	61.30	30.00	37.37	21.23	79.20	38.70	70.00	62.63	227880.00	550812.00	273948.00	350880.00	772.11	635.97	97.52	177.72	512.79	1437.43	709.31	559.85	441.15	158.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	antigen 072	ZNF165	1	2	6	553.08	789.26	1566.02	272.60	486.07	358.57	316.58	524.72	1258.04	517.00	526.00	610.00	202.00	205.00	299.00	280.50	261.47	302.02	526.00	551.00	969.45	789.26	205.00	235.33	372.42	358.57	280.50	281.33	699.78	524.72	529.97	51.29	107.41	55.16	494.54	20.29	9.31	54.67	23.44	28.84	7.21	70.67	734.12	284.00	492.00	452.00	409.33	110.37	20.58	35.65	32.75	29.66	8.00	79.42	64.35	67.25	70.34	157075.00	388314.00	707843.00	417744.00	213.75	1622.27	4495.17	420.63	159.14	126.50	235.42	458.10	1546.93	526.42	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	antigen 076	CDK7	1	2	7	594.50	601.00	1313.00	223.49	226.07	222.57	374.48	376.74	1095.57	605.00	615.00	1828.00	200.00	204.00	208.00	384.98	390.74	1610.57	615.00	1016.00	836.17	601.00	204.00	204.00	224.04	223.49	390.74	795.43	615.60	376.74	412.96	703.23	1.81	4.00	415.67	705.94	69.22	49.39	1.96	0.81	88.75	67.52	632.17	2.00	8.00	4.00	4.67	3.06	0.14	0.58	0.29	0.34	0.22	99.86	99.42	99.71	99.66	1189.00	4808.00	5252.00	3749.67	14.85	92.38	936.87	50.44	32.63	4.68	29.25	47.57	41.97	43.49	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
16	CT100 Control Buffer only 1st grid	Buffer	1	2	8	1004.10	715.29	711.59	238.86	206.68	235.50	779.45	514.79	482.83	715.00	736.00	502.00	204.00	192.00	201.00	490.35	535.50	273.24	715.00	651.00	810.32	715.29	201.00	199.00	227.01	235.50	490.35	433.03	592.35	514.79	167.82	129.46	17.69	6.24	162.82	140.21	19.89	20.71	3.14	7.79	32.38	27.49	611.32	10.00	7.00	46.00	21.00	21.70	0.72	0.51	3.33	1.52	1.57	99.28	99.49	96.67	98.48	10041.00	5007.00	32733.00	15927.00	814.85	185.99	709.99	9.57	19.37	31.28	20.07	210.48	49.93	90.25	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
17	antigen 003	BAGE4	1	6	7	493.55	437.44	988.11	234.17	178.29	181.56	265.68	259.95	807.58	438.00	410.00	499.00	202.00	191.00	189.00	210.13	232.51	318.47	438.00	449.00	639.70	493.55	191.00	194.00	198.01	181.56	232.51	253.70	444.40	265.68	303.03	45.51	31.36	7.00	314.53	57.20	10.14	47.37	3.61	15.84	22.54	70.78	445.70	139.00	449.00	616.00	401.33	242.05	10.07	32.54	44.64	29.08	17.54	89.93	67.46	55.36	70.92	68603.00	196411.00	608674.00	291229.33	199.42	289.40	1996.13	185.18	403.31	249.22	279.23	74.39	33.56	30.43	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
18	antigen 096	p53 M133T	1	7	1	1699.40	419.00	635.00	211.92	209.17	249.44	1492.96	211.39	386.14	1636.00	409.00	632.00	206.00	205.00	215.00	1429.56	201.39	383.14	632.00	892.33	917.80	635.00	206.00	208.67	223.51	211.92	383.14	671.36	696.83	386.14	685.45	653.61	22.50	5.51	694.98	662.87	73.25	74.68	2.64	10.07	98.74	99.73	709.13	5.00	3.00	3.00	3.67	1.15	0.36	0.22	0.22	0.27	0.08	99.64	99.78	99.78	99.73	8497.00	1257.00	1905.00	3886.33	1140.29	18.19	93.54	6.55	34.86	12.38	17.93	53.41	25.89	49.87	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
19			1	7	7	5381.35	1245.57	839.47	240.54	253.43	231.93	5149.62	1016.22	619.09	3059.00	696.00	515.00	206.00	202.00	201.00	2827.27	466.64	294.62	590.00	721.53	1172.16	809.00	204.00	234.31	280.25	255.11	340.99	475.98	926.61	609.47	1098.98	487.33	83.52	43.98	1083.68	476.76	67.54	93.76	18.77	29.80	100.16	116.95	937.84	17.00	7.00	17.00	33.00	37.67	1.23	0.51	1.23	2.39	2.73	98.77	99.49	98.77	99.01	91483.00	8719.00	14271.00	48979.81	8519.73	1266.21	1039.81	10.28	5.62	10.12	8.67	109.50	286.73	122.02	0	0	0	32	32	32	0	0	0	0	0	0	0	0	32	32
20	antigen 104	ACVR2A	1	8	1	618.53	534.71	542.98	245.83	233.04	288.62	385.45	307.85	262.19	491.00	450.00	524.00	203.00	204.00	214.00	257.92	223.14	243.21	491.00	488.33	565.41	542.98	204.00	207.00	255.83	245.83	243.21	241.43	318.50	307.85	46.19	37.07	29.11	6.08	62.31	17.46	7.59	8.17	2.94	11.38	7.23	19.57	358.41	77.00	120.00	264.00	153.67	97.94	5.58	8.70	19.13	11.14	7.10	94.42	91.30	80.87	88.86	47627.00	64165.00	143346.00	85046.00	242.49	346.95	68.66	122.39	106.48	1008.08	412.32	118.93	56.89	116.86	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
21	antigen 108	PIM1	1	8	2	717.09	536.15	639.29	260.24	229.00	276.25	462.56	310.34	373.65	548.00	517.00	526.00	213.00	206.00	229.00	293.47	291.19	260.36	526.00	530.33	630.84	639.29	213.00	216.00	255.17	260.24	291.19	281.67	382.19	373.65	90.77	15.95	24.03	11.79	76.47	18.49	3.01	14.39	5.46	9.42	6.56	20.01	414.84	43.00	248.00	217.00	169.33	110.50	3.12	17.97	15.72	12.27	8.01	96.88	82.03	84.28	87.73	30835.00	132965.00	138726.00	100842.00	512.58	199.31	647.37	38.80	386.15	125.25	183.40	82.14	47.50	112.19	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
22	Cy5-biotin-BSA low 2nd grid	Cy5 BSA 5ng/ul	2	1	1	1763.43	2012.62	2029.71	485.59	754.32	782.27	1311.54	1325.55	1311.01	1777.00	2039.00	2024.00	205.00	205.00	285.00	1325.11	1351.93	1305.31	2024.00	1946.67	1935.25	2012.62	205.00	231.67	674.06	754.32	1325.11	1327.45	1316.03	1311.54	149.05	147.13	163.82	46.19	8.24	23.40	7.56	7.70	19.94	24.30	1.76	0.63	1703.59	1182.00	1016.00	1074.00	1090.67	84.25	85.65	73.62	77.83	79.03	6.10	14.35	26.38	22.17	20.97	2084373.00	2044825.00	2179904.00	2103034.00	390.84	361.68	403.07	3966.42	3723.59	3493.23	3727.75	391.80	813.32	803.60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	Cy5-biotin-BSA med 2nd grid	Cy5 BSA 10ng/ul	2	1	2	1952.54	2167.41	2253.01	959.17	1065.11	1067.75	1048.94	1153.70	1214.48	1943.00	2122.00	2203.00	777.00	527.00	901.00	1039.40	1108.29	1164.48	2122.00	2089.33	2124.32	2167.41	777.00	735.00	1030.67	1065.11	1108.29	1104.05	1139.04	1153.70	154.80	133.04	61.94	190.50	83.74	62.65	6.37	7.29	25.92	6.01	5.67	7.35	1389.32	1237.00	1186.00	1213.00	1212.00	25.51	89.64	85.94	87.90	87.83	1.85	10.36	14.06	12.10	12.17	2415297.00	2570551.00	2732898.00	2572915.33	329.30	402.48	456.89	3940.26	3399.65	3224.36	3521.42	822.05	1009.95	864.49	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	Cy5-biotin-BSA high 2nd grid	Cy5 BSA 15ng/ul	2	1	3	1718.16	1975.68	1857.49	691.62	755.42	504.20	1070.03	1269.55	1387.74	1718.00	1995.00	1878.00	255.00	368.00	286.00	1069.87	1288.87	1408.24	1878.00	1863.67	1850.44	1857.49	286.00	303.00	650.41	691.62	1288.87	1255.66	1242.44	1269.55	128.91	139.06	130.59	58.39	160.58	171.61	7.46	6.97	19.27	20.08	13.67	12.92	1547.44	1208.00	1231.00	1348.00	1262.33	75.08	87.54	89.20	97.68	91.47	5.44	12.46	10.80	2.32	8.53	2075535.00	2432063.00	2503901.00	2337166.33	330.99	397.62	467.46	3905.23	3930.46	4001.74	3945.81	645.67	706.02	404.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	antigen 006	CEP290	2	1	4	591.58	734.27	716.77	275.58	254.27	266.17	332.29	495.05	463.54	520.00	519.00	531.00	212.00	195.00	204.00	260.71	279.78	277.78	520.00	523.33	680.87	716.77	204.00	203.67	265.34	266.17	277.78	272.75	430.29	463.54	77.82	6.66	10.68	8.50	86.32	10.48	1.27	11.43	4.18	4.03	3.84	20.06	477.21	448.00	606.00	436.00	496.67	94.88	32.46	43.91	31.59	35.99	6.88	67.54	56.09	68.41	64.01	265029.00	444970.00	312510.00	340836.33	253.54	1433.89	1400.24	587.16	209.22	144.34	313.57	149.23	140.67	131.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	antigen 010	CT47.11	2	1	5	627.78	705.80	699.94	256.92	300.83	258.78	395.29	435.17	483.98	597.00	609.00	598.00	195.00	199.00	197.00	364.50	338.37	382.04	598.00	601.33	677.84	699.94	197.00	197.00	272.18	258.78	364.50	361.64	438.15	435.17	43.45	6.66	24.84	2.00	44.42	21.98	1.11	6.41	1.02	9.12	6.08	10.14	480.84	1147.00	1051.00	1183.00	1127.00	68.23	83.12	76.16	85.72	81.67	4.94	16.88	23.84	14.28	18.33	720067.00	741797.00	828030.00	763298.00	218.41	449.47	1090.96	2075.84	1017.57	524.82	1206.08	190.07	232.61	278.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	antigen 014	DDX53	2	1	6	656.75	608.92	604.24	347.86	369.73	288.04	440.11	352.20	365.04	531.00	523.00	521.00	193.00	201.00	196.00	314.36	266.27	281.80	523.00	525.00	623.30	608.92	196.00	196.67	335.21	347.86	281.80	287.48	385.78	365.04	29.06	5.29	42.29	4.04	47.49	24.54	1.01	4.66	2.05	12.62	8.54	12.31	426.64	686.00	751.00	486.00	641.00	138.11	49.71	54.42	35.22	46.45	10.01	50.29	45.58	64.78	53.55	450531.00	457302.00	293659.00	400497.33	773.64	301.28	267.48	390.25	877.92	663.27	643.81	1143.64	1503.43	343.30	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	antigen 031	MAGEA2	2	1	7	592.34	627.76	603.29	339.70	259.62	264.24	337.68	383.41	375.15	589.00	588.00	567.00	204.00	209.00	200.00	334.34	343.64	338.86	588.00	581.33	607.80	603.29	204.00	204.33	287.85	264.24	338.86	338.95	365.41	375.15	18.14	12.42	44.96	4.51	24.37	4.65	2.14	2.98	2.21	15.62	1.37	6.67	403.46	880.00	1036.00	868.00	928.00	93.72	63.77	75.07	62.90	67.25	6.79	36.23	24.93	37.10	32.75	521257.00	650361.00	523655.00	565091.00	147.38	332.00	392.52	2016.26	1196.41	829.58	1347.42	621.06	136.20	386.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	antigen 111	DPPA2	2	1	8	873.22	714.67	768.92	371.98	373.95	303.48	542.97	409.72	486.33	609.00	538.00	516.00	297.00	304.00	290.00	278.75	233.05	233.41	538.00	554.33	785.60	768.92	297.00	297.00	349.80	371.98	233.41	248.40	479.67	486.33	80.58	48.60	40.13	7.00	66.88	26.28	8.77	10.26	2.36	11.47	10.58	13.94	488.60	154.00	155.00	119.00	142.67	20.50	11.16	11.23	8.62	10.34	1.49	88.84	88.77	91.38	89.66	134476.00	110774.00	91501.00	112250.33	823.55	852.02	691.92	101.53	74.54	83.64	86.57	279.78	535.99	156.20	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
30	antigen 035	MAGEA4v4	2	2	1	569.45	586.12	547.31	228.32	205.80	229.50	349.54	384.86	326.42	513.00	521.00	516.00	196.00	196.00	196.00	293.10	319.73	295.11	516.00	516.67	567.63	569.45	196.00	196.00	221.21	228.32	295.11	302.65	353.61	349.54	19.47	4.04	13.36	0.00	29.43	14.83	0.78	3.43	0.00	6.04	4.90	8.32	371.63	552.00	693.00	327.00	524.00	184.60	40.00	50.22	23.70	37.97	13.38	60.00	49.78	76.30	62.03	314334.00	406184.00	178972.00	299830.00	238.49	181.16	164.35	809.02	1472.22	649.45	976.90	74.53	60.21	83.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	antigen 039	MAGEB6	2	2	2	1209.43	1164.73	1025.94	360.94	480.63	386.06	879.59	899.58	678.17	1108.00	1085.00	902.00	230.00	204.00	273.00	778.16	819.85	554.23	1085.00	1031.67	1133.37	1164.73	230.00	235.67	409.21	386.06	778.16	717.41	819.11	879.59	95.68	112.88	63.12	34.85	122.47	142.85	10.94	8.44	14.79	15.42	19.91	14.95	897.70	1160.00	1233.00	1100.00	1164.33	66.61	84.06	89.35	79.71	84.37	4.83	15.94	10.65	20.29	15.63	1402939.00	1436111.00	1128531.00	1322527.00	1424.17	565.90	1239.89	716.43	1960.03	601.65	1092.71	272.96	1754.38	304.60	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
