	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
11	antigen 044	NY-CO-45	1	2	3	641.85	801.83	658.89	147.41	177.55	183.10	501.13	637.79	484.86	436.00	409.00	417.00	122.00	170.00	181.00	295.29	244.96	242.97	417.00	420.67	700.86	658.89	170.00	157.67	169.35	177.55	244.96	261.07	541.26	501.13	87.86	13.87	19.20	31.37	83.99	29.65	3.30	12.54	19.90	11.34	11.36	15.52	543.19	26.00	132.00	152.00	103.33	67.72	1.88	9.57	11.01	7.49	4.91	98.12	90.43	88.99	92.51	16688.00	105842.00	100151.00	74227.00	535.74	2014.91	2245.80	24.32	41.78	32.82	32.97	51.85	172.91	101.92	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
12	antigen 064	THEG	1	2	4	551.01	579.84	917.45	202.68	214.21	371.43	363.35	377.68	712.81	403.00	501.00	505.00	189.00	189.00	195.00	215.34	298.84	300.36	501.00	469.67	682.77	579.84	189.00	191.00	262.77	214.21	298.84	271.51	484.61	377.68	203.75	57.77	94.27	3.46	197.75	48.65	12.30	29.84	1.81	35.88	17.92	40.81	491.77	300.00	256.00	249.00	268.33	27.65	21.74	18.55	18.04	19.44	2.00	78.26	81.45	81.96	80.56	165303.00	148439.00	228444.00	180728.67	1538.49	734.43	4252.09	70.85	131.65	41.74	81.41	150.89	128.22	2620.14	0	0	3	0	3	3	0	0	0	0	0	0	0	0	3	3
13	antigen 068	TYR	1	2	5	746.73	1099.22	684.44	220.71	236.94	258.06	531.99	899.32	442.80	449.00	508.00	512.00	187.00	189.00	194.00	234.27	308.11	270.36	508.00	489.67	843.46	746.73	189.00	190.00	238.57	236.94	270.36	270.91	624.70	531.99	223.67	35.28	18.73	3.61	241.97	36.92	7.20	26.52	1.90	7.85	13.63	38.73	653.46	249.00	488.00	269.00	335.33	132.59	18.04	35.36	19.49	24.30	9.61	81.96	64.64	80.51	75.70	185935.00	536418.00	184115.00	302156.00	2283.36	4868.68	2013.06	58.01	90.14	59.17	69.11	112.22	401.79	183.93	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
14	antigen 072	ZNF165	1	2	6	512.95	974.57	706.99	214.32	211.76	357.88	311.13	774.20	487.83	427.00	524.00	518.00	181.00	176.00	186.00	225.18	323.63	298.84	518.00	489.67	731.50	706.99	181.00	181.00	261.32	214.32	298.84	282.55	524.39	487.83	231.78	54.35	83.63	5.00	233.69	51.21	11.10	31.69	2.76	32.00	18.12	44.56	550.50	377.00	644.00	315.00	445.33	174.82	27.32	46.67	22.83	32.27	12.67	72.68	53.33	77.17	67.73	193384.00	627622.00	222701.00	347902.33	753.56	2801.16	2749.16	155.66	177.99	55.90	129.85	113.52	118.63	1991.01	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
15	antigen 076	CDK7	1	2	7	0.00	411.50	630.50	140.57	142.23	151.35	0.00	270.00	479.95	0.00	426.00	447.00	126.00	126.00	133.00	0.00	284.50	296.45	426.00	291.00	347.33	411.50	126.00	128.33	144.72	142.23	284.50	193.65	249.98	270.00	320.11	252.23	5.80	4.04	240.60	167.81	86.68	92.16	3.15	4.01	86.66	96.25	219.00	0.00	2.00	6.00	2.67	3.06	0.00	0.14	0.43	0.19	0.22	100.00	99.86	99.57	99.81	0.00	823.00	3783.00	1535.33	0.00	20.51	451.56	<NO DATA>	26.33	6.38	10.90	33.37	29.50	34.57	0	0	0	3	3	3	1	0	0	3	0	0	0	0	3	3
16	CT100 Control Buffer only 1st grid	Buffer	1	2	8	0.00	534.25	466.00	143.13	151.25	198.40	0.00	385.44	275.28	0.00	604.00	477.00	128.00	133.00	192.00	0.00	455.19	286.28	477.00	360.33	333.42	466.00	133.00	151.00	164.26	151.25	286.28	247.16	220.24	275.28	290.76	318.45	29.84	35.59	198.53	230.10	88.38	87.21	23.57	18.17	93.10	90.14	182.42	0.00	4.00	2.00	2.00	2.00	0.00	0.29	0.14	0.14	0.14	100.00	99.71	99.86	99.86	0.00	2137.00	932.00	1023.00	0.00	105.94	15.56	<NO DATA>	14.55	35.39	16.65	52.03	35.65	61.28	0	0	0	3	3	3	1	0	0	3	0	0	0	0	3	3
17	antigen 003	BAGE4	1	6	7	458.35	877.31	1107.55	218.13	223.90	206.50	246.72	685.52	909.31	436.00	412.00	412.00	194.00	190.00	191.00	224.37	220.21	213.76	412.00	420.00	814.40	877.31	191.00	191.67	216.18	218.13	220.21	219.45	613.85	685.52	329.14	13.86	8.86	2.08	337.06	5.35	3.30	40.42	1.09	4.10	2.44	54.91	622.74	81.00	246.00	151.00	159.33	82.82	5.87	17.83	10.94	11.55	6.00	94.13	82.17	89.06	88.45	37126.00	215819.00	167240.00	140061.67	88.39	4406.02	3533.83	226.08	38.27	38.85	101.07	84.35	338.68	83.68	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
18	antigen 096	p53 M133T	1	7	1	0.00	0.00	0.00	171.50	150.48	202.98	0.00	0.00	0.00	0.00	0.00	0.00	183.00	128.00	193.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	183.00	168.00	174.99	171.50	0.00	0.00	0.00	0.00	0.00	0.00	26.42	35.00	0.00	0.00	<NO DATA>	<NO DATA>	20.83	15.10	<NO DATA>	<NO DATA>	-168.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	<NO DATA>	<NO DATA>	<NO DATA>	<NO DATA>	28.79	36.30	283.55	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3
19			1	7	7	1024.60	451.50	522.33	206.43	226.71	221.56	821.90	227.39	303.09	614.00	461.00	563.00	195.00	196.00	199.00	411.30	236.89	343.76	488.00	529.50	618.78	522.33	195.00	190.38	218.91	211.24	261.22	328.51	417.79	313.70	389.62	250.94	75.80	40.91	345.13	219.31	47.39	62.97	21.49	34.62	66.76	82.61	428.41	10.00	4.00	3.00	16.00	41.76	0.72	0.29	0.22	1.16	3.03	99.28	99.71	99.78	99.59	10246.00	1806.00	1567.00	21868.31	942.68	16.92	75.69	8.72	53.75	12.01	24.83	33.01	52.63	46.24	0	0	0	32	32	32	0	0	0	0	0	0	0	0	32	32
20	antigen 104	ACVR2A	1	8	1	725.97	575.20	1087.67	534.38	205.01	249.20	518.88	377.85	844.29	419.00	410.00	481.00	188.00	186.00	207.00	211.90	212.66	237.62	419.00	436.67	796.28	725.97	188.00	193.67	329.53	249.20	212.66	220.73	580.34	518.88	263.37	38.66	178.78	11.59	239.21	14.63	8.85	33.08	5.98	54.25	6.63	41.22	602.61	74.00	136.00	61.00	90.33	40.08	5.36	9.86	4.42	6.55	2.90	94.64	90.14	95.58	93.45	53722.00	78227.00	66348.00	66099.00	1356.40	921.89	4272.12	28.31	55.74	12.06	32.04	3973.56	99.59	75.36	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
21	antigen 108	PIM1	1	8	2	479.91	513.85	612.44	213.09	262.80	254.70	271.70	292.88	366.77	417.00	429.00	547.00	192.00	194.00	215.00	208.79	208.03	301.32	429.00	464.33	535.40	513.85	194.00	200.33	243.53	254.70	208.79	239.38	310.45	292.88	68.85	71.84	26.67	12.74	49.91	53.65	15.47	12.86	6.36	10.95	22.41	16.08	335.07	76.00	131.00	18.00	75.00	56.51	5.51	9.49	1.30	5.43	4.09	94.49	90.51	98.70	94.57	36473.00	67315.00	11024.00	38270.67	146.99	305.27	242.06	140.48	125.69	27.27	97.81	72.15	330.58	85.63	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
22	Cy5-biotin-BSA low 2nd grid	Cy5 BSA 5ng/ul	2	1	1	1589.98	2516.29	2563.53	535.07	1357.79	1350.63	1116.98	1255.22	1304.48	1595.00	2407.00	2572.00	119.00	196.00	850.00	1122.00	1145.93	1312.94	2407.00	2191.33	2223.27	2516.29	196.00	388.33	1081.17	1350.63	1145.93	1193.62	1225.56	1255.22	548.95	522.99	472.95	401.66	97.20	104.02	23.87	24.69	103.43	43.74	8.71	7.93	1834.93	867.00	882.00	1106.00	951.67	133.87	62.83	63.91	80.14	68.96	9.70	37.17	36.09	19.86	31.04	1378510.00	2219365.00	2835269.00	2144381.33	323.27	710.03	546.21	2995.74	1559.24	2641.39	2398.79	705.57	1394.93	1356.00	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
23	Cy5-biotin-BSA med 2nd grid	Cy5 BSA 10ng/ul	2	1	2	1795.01	2907.09	2827.18	860.60	844.59	908.48	1204.21	2222.02	2072.65	1718.00	2422.00	2487.00	140.00	195.00	194.00	1127.20	1736.93	1732.47	2422.00	2209.00	2509.76	2827.18	194.00	176.33	871.22	860.60	1732.47	1532.20	1832.96	2072.65	620.28	426.46	33.25	31.47	549.61	350.75	19.31	24.71	17.85	3.82	22.89	29.99	2333.43	906.00	977.00	1034.00	972.33	64.13	65.65	70.80	74.93	70.46	4.65	34.35	29.20	25.07	29.54	1626280.00	2840228.00	2923309.00	2463272.33	716.81	1636.72	1212.85	1522.03	1326.38	1767.01	1538.47	1607.79	1221.44	1233.10	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
24	Cy5-biotin-BSA high 2nd grid	Cy5 BSA 15ng/ul	2	1	3	1961.66	2040.34	2173.08	1007.62	687.26	765.13	1108.74	1419.59	1468.17	1684.00	2060.00	2188.00	181.00	193.00	203.00	831.08	1439.25	1483.09	2060.00	1977.33	2058.36	2040.34	193.00	192.33	820.01	765.13	1439.25	1251.14	1332.16	1419.59	106.86	261.97	167.08	11.02	195.01	364.44	13.25	5.19	5.73	20.38	29.13	14.64	1866.03	899.00	876.00	781.00	852.00	62.55	65.14	63.48	56.59	61.74	4.53	34.86	36.52	43.41	38.26	1763530.00	1787339.00	1697174.00	1749347.67	882.27	370.92	358.03	1129.77	3352.64	3202.60	2561.67	1275.26	837.37	887.87	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	antigen 006	CEP290	2	1	4	1391.36	852.65	633.74	187.10	233.21	242.06	1221.26	623.91	399.24	417.00	480.00	514.00	120.00	196.00	208.00	246.90	251.26	279.50	480.00	470.33	959.25	852.65	196.00	174.67	220.79	233.21	251.26	259.22	748.14	623.91	389.90	49.22	29.51	47.72	424.86	17.69	10.46	40.65	27.32	13.37	6.83	56.79	784.58	245.00	237.00	186.00	222.67	32.01	17.75	17.17	13.48	16.14	2.32	82.25	82.83	86.52	83.86	340883.00	202078.00	117876.00	220279.00	5138.85	3285.39	1038.21	58.22	45.01	71.53	58.25	147.49	97.24	95.09	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
26	antigen 010	CT47.11	2	1	5	755.16	919.73	634.06	259.65	219.00	300.71	578.85	708.33	362.33	438.00	521.00	515.00	131.00	196.00	207.00	261.69	309.60	243.27	515.00	491.33	769.65	755.16	196.00	178.00	259.79	259.65	261.69	271.52	549.84	578.85	143.38	46.29	40.85	41.07	174.81	34.24	9.42	18.63	23.07	15.73	12.61	31.79	591.65	219.00	286.00	244.00	249.67	33.86	15.87	20.72	17.68	18.09	2.45	84.13	79.28	82.32	81.91	165380.00	263042.00	154711.00	194377.67	1759.63	4211.78	787.97	72.04	48.10	112.20	77.45	1179.74	98.83	256.71	3	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
27	antigen 014	DDX53	2	1	6	708.48	840.40	1161.24	370.04	241.39	236.34	522.83	619.79	934.36	425.00	510.00	512.00	172.00	194.00	190.00	239.34	289.39	285.12	510.00	482.33	903.37	840.40	190.00	185.33	282.59	241.39	285.12	271.29	692.33	619.79	232.85	49.66	75.78	11.72	215.14	27.75	10.30	25.78	6.32	26.82	10.23	31.07	718.04	403.00	313.00	259.00	325.00	72.75	29.20	22.68	18.77	23.55	5.27	70.80	77.32	81.23	76.45	285519.00	263045.00	300760.00	283108.00	1924.79	3461.74	4759.50	109.47	56.04	50.85	72.12	2929.82	155.47	104.89	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
28	antigen 031	MAGEA2	2	1	7	917.53	614.48	773.78	206.55	230.68	241.29	719.05	394.61	541.23	425.00	496.00	526.00	193.00	192.00	200.00	226.52	276.13	293.45	496.00	482.33	768.60	773.78	193.00	195.00	226.17	230.68	276.13	265.36	551.63	541.23	151.59	51.87	17.81	4.36	162.47	34.74	10.75	19.72	2.24	7.87	13.09	29.45	573.60	218.00	278.00	202.00	232.67	40.07	15.80	20.14	14.64	16.86	2.90	84.20	79.86	85.36	83.14	200022.00	170825.00	156304.00	175717.00	4152.15	1637.17	3453.35	37.75	67.01	31.66	45.47	99.88	117.12	94.19	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
29	antigen 111	DPPA2	2	1	8	1026.02	1401.20	626.33	175.88	199.92	259.65	864.00	1206.14	414.30	429.00	429.00	427.00	138.00	191.00	192.00	266.99	233.94	214.97	429.00	428.33	1017.85	1026.02	191.00	173.67	211.82	199.92	233.94	238.63	828.15	864.00	387.50	1.15	43.13	30.89	397.14	26.33	0.27	38.07	17.79	20.36	11.03	47.95	844.18	66.00	221.00	134.00	140.33	77.69	4.78	16.01	9.71	10.17	5.63	95.22	83.99	90.29	89.83	67717.00	309665.00	83928.00	153770.00	2123.52	5838.16	780.89	26.85	45.66	71.09	47.87	124.27	56.50	533.46	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
30	antigen 035	MAGEA4v4	2	2	1	529.67	754.58	621.53	184.19	204.59	274.50	354.81	557.65	372.20	420.00	421.00	527.00	149.00	182.00	206.00	245.14	224.07	277.67	421.00	456.00	635.26	621.53	182.00	179.00	221.09	204.59	245.14	248.96	428.22	372.20	113.08	61.49	47.36	28.62	112.42	27.00	13.48	17.80	15.99	21.42	10.85	26.25	456.26	285.00	396.00	238.00	306.33	81.13	20.65	28.70	17.25	22.20	5.88	79.35	71.30	82.75	77.80	150957.00	298812.00	147924.00	199231.00	1588.17	3045.73	640.69	63.67	72.50	138.26	91.48	89.80	89.94	206.96	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
31	antigen 039	MAGEB6	2	2	2	1259.12	1048.73	1238.12	384.27	482.93	454.66	928.81	700.06	806.64	876.00	877.00	964.00	188.00	195.00	301.00	545.68	528.32	532.53	877.00	905.67	1181.99	1238.12	195.00	228.00	440.62	454.66	532.53	535.51	811.84	806.64	115.88	50.52	50.80	63.32	114.46	9.06	5.58	9.80	27.77	11.53	1.69	14.10	953.99	889.00	882.00	877.00	882.67	6.03	64.42	63.91	63.55	63.96	0.44	35.58	36.09	36.45	36.04	1119360.00	924984.00	1085829.00	1043391.00	3211.14	2043.04	2695.13	257.14	302.22	262.48	273.95	566.75	1203.31	332.04	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
