	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
11	antigen 044	NY-CO-45	1	2	3	653.99	1153.62	704.90	278.06	274.79	257.08	390.84	878.29	452.08	505.00	1090.00	543.00	275.00	294.00	229.00	241.86	814.67	290.18	543.00	712.67	837.50	704.90	275.00	266.00	269.98	274.79	290.18	448.90	573.74	452.08	274.95	327.33	11.29	33.42	265.52	317.68	45.93	32.83	12.56	4.18	70.77	46.28	571.50	67.00	55.00	39.00	53.67	14.05	4.86	3.99	2.83	3.89	1.02	95.14	96.01	97.17	96.11	43817.00	63449.00	27491.00	44919.00	434.42	649.68	426.45	60.28	74.35	41.34	58.66	139.43	40.92	64.88	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
12	antigen 064	THEG	1	2	4	2918.82	2426.10	996.35	262.13	260.53	272.96	2657.92	2167.70	728.36	721.00	872.00	653.00	282.00	282.00	286.00	460.09	613.60	385.01	721.00	748.67	2113.76	2426.10	282.00	283.33	265.21	262.13	460.09	486.23	1851.33	2167.70	998.57	112.09	6.76	2.31	1002.93	116.52	14.97	47.24	0.82	2.55	23.96	54.17	1830.42	17.00	20.00	40.00	25.67	12.50	1.23	1.45	2.90	1.86	0.91	98.77	98.55	97.10	98.14	49620.00	48522.00	39854.00	45998.67	6079.41	5725.73	1028.60	7.43	7.57	28.32	14.44	41.69	46.84	67.78	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
13	antigen 068	TYR	1	2	5	1678.62	869.49	609.56	349.23	317.80	345.16	1335.01	554.48	277.84	607.00	534.00	586.00	306.00	306.00	300.00	263.40	218.98	254.28	586.00	575.67	1052.56	869.49	306.00	304.00	337.40	345.16	254.28	245.55	722.44	554.48	557.54	37.58	17.09	3.46	548.24	23.46	6.53	52.97	1.14	5.06	9.55	75.89	748.56	39.00	166.00	84.00	96.33	64.39	2.83	12.03	6.09	6.98	4.67	97.17	87.97	93.91	93.02	65466.00	144336.00	51203.00	87001.67	5629.18	2711.86	132.93	9.25	33.94	175.57	72.92	104.21	76.80	168.74	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
14	antigen 072	ZNF165	1	2	6	928.82	1025.06	937.81	317.87	339.79	321.57	618.45	700.38	629.82	632.00	921.00	607.00	293.00	292.00	293.00	321.63	596.32	299.02	632.00	720.00	963.90	937.81	293.00	292.67	326.41	321.57	321.63	405.65	649.55	629.82	53.16	174.52	11.74	0.58	44.38	165.51	24.24	5.51	0.20	3.60	40.80	6.83	671.23	141.00	121.00	136.00	132.67	10.41	10.22	8.77	9.86	9.61	0.75	89.78	91.23	90.14	90.39	130964.00	124032.00	127542.00	127512.67	1397.31	628.13	1031.18	62.41	134.92	83.07	93.46	117.84	125.33	139.69	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
15	antigen 076	CDK7	1	2	7	1045.87	1174.32	576.00	305.29	314.40	243.71	743.71	865.73	333.30	899.00	831.00	576.00	296.00	304.00	217.00	596.84	522.41	333.30	831.00	768.67	932.06	1045.87	296.00	272.33	287.80	305.29	522.41	484.18	647.58	743.71	314.98	170.28	38.46	48.09	278.93	135.87	22.15	33.79	17.66	13.36	28.06	43.07	659.73	124.00	104.00	1.00	76.33	66.00	8.99	7.54	0.07	5.53	4.78	91.01	92.46	99.93	94.47	129688.00	122129.00	576.00	84131.00	1444.20	1331.60	0.00	63.86	67.61	<NO DATA>	43.82	56.72	86.05	41.60	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
16	CT100 Control Buffer only 1st grid	Buffer	1	2	8	783.38	1602.71	585.25	290.37	281.29	287.60	496.53	1326.50	299.36	733.00	751.00	601.00	295.00	286.00	296.00	446.15	474.78	315.11	733.00	695.00	990.45	783.38	295.00	292.33	286.42	287.60	446.15	412.01	707.46	496.53	539.41	81.90	4.66	5.51	545.09	85.14	11.78	54.46	1.88	1.63	20.66	77.05	698.11	8.00	7.00	4.00	6.33	2.08	0.58	0.51	0.29	0.46	0.15	99.42	99.49	99.71	99.54	6267.00	11219.00	2341.00	6609.00	363.36	1602.83	28.76	10.93	5.79	41.64	19.46	59.06	62.37	45.19	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
17	antigen 003	BAGE4	1	6	7	944.14	754.97	1003.82	310.63	297.50	293.51	655.87	487.02	762.58	653.00	669.00	1058.00	290.00	207.00	215.00	364.73	401.05	816.77	669.00	793.33	900.97	944.14	215.00	237.33	300.55	297.50	401.05	527.52	635.16	655.87	129.92	229.35	8.96	45.79	138.95	251.16	28.91	14.42	19.29	2.98	47.61	21.88	663.64	43.00	152.00	119.00	104.67	55.90	3.12	11.01	8.62	7.58	4.05	96.88	88.99	91.38	92.42	40598.00	114755.00	119454.00	91602.33	1104.87	377.94	445.45	25.53	195.87	203.72	141.71	161.20	217.94	482.34	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
18	antigen 096	p53 M133T	1	7	1	782.00	579.00	1751.50	232.84	266.58	282.74	551.11	314.34	1467.45	782.00	579.00	2947.00	220.00	285.00	301.00	551.11	314.34	2662.95	782.00	1436.00	1037.50	782.00	285.00	268.67	260.72	266.58	551.11	1176.13	777.63	551.11	626.62	1312.49	25.46	42.90	609.02	1293.06	91.40	60.40	15.97	9.77	109.94	78.32	768.83	1.00	1.00	2.00	1.33	0.58	0.07	0.07	0.14	0.10	0.04	99.93	99.93	99.86	99.90	782.00	579.00	3503.00	1621.33	0.00	0.00	1690.69	<NO DATA>	<NO DATA>	1.74	0.58	32.04	59.82	40.88	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
19			1	7	7	1736.38	586.50	855.00	336.94	288.27	314.23	1450.21	301.47	553.30	2335.00	631.00	914.00	291.00	291.00	294.00	2048.83	345.97	612.30	673.00	1263.03	1766.92	788.11	294.00	300.28	316.03	305.99	370.58	956.88	1460.77	482.48	3374.93	1858.93	35.00	24.75	3372.14	1857.89	147.18	191.01	8.24	11.08	194.16	230.85	1466.64	8.00	2.00	24.00	28.41	41.80	0.58	0.14	1.74	2.06	3.03	99.42	99.86	98.26	99.18	13891.00	1173.00	20520.00	44686.78	1221.18	62.93	232.34	9.50	9.58	57.16	25.41	834.56	48.81	117.44	0	0	0	32	32	32	0	0	0	0	0	0	0	0	32	32
20	antigen 104	ACVR2A	1	8	1	1139.26	594.19	1194.31	273.86	288.88	304.38	874.07	309.82	891.48	495.00	502.00	516.00	262.00	288.00	304.00	229.81	217.62	213.18	502.00	504.33	975.92	1139.26	288.00	284.67	289.04	288.88	217.62	220.20	691.79	874.07	331.73	10.69	15.26	21.20	330.91	8.61	2.12	33.99	7.45	5.28	3.91	47.83	691.25	54.00	77.00	39.00	56.67	19.14	3.91	5.58	2.83	4.11	1.39	96.09	94.42	97.17	95.89	61520.00	45753.00	46578.00	51283.67	1734.25	358.27	2086.87	27.22	66.59	16.66	36.82	79.35	67.07	59.00	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
21	antigen 108	PIM1	1	8	2	1850.06	819.08	849.26	282.56	295.41	318.67	1571.33	528.08	554.13	760.00	612.00	549.00	292.00	292.00	291.00	481.28	321.00	253.86	612.00	640.33	1172.80	849.26	292.00	291.67	298.88	295.41	321.00	352.05	884.51	554.13	586.72	108.32	18.30	0.58	594.95	116.84	16.92	50.03	0.20	6.12	33.19	67.26	881.13	53.00	25.00	91.00	56.33	33.13	3.84	1.81	6.59	4.08	2.40	96.16	98.19	93.41	95.92	98053.00	20477.00	77283.00	65271.00	4383.76	469.39	1110.74	19.00	28.13	45.40	30.84	60.31	69.01	176.89	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
22	Cy5-biotin-BSA low 2nd grid	Cy5 BSA 5ng/ul	2	1	1	1138.47	1208.18	1134.32	710.94	831.37	715.08	444.25	399.34	436.45	1016.00	1067.00	982.00	675.00	795.00	682.00	321.78	258.15	284.13	1016.00	1021.67	1160.33	1138.47	682.00	717.33	752.46	715.08	284.13	288.02	426.68	436.45	41.50	42.78	68.37	67.35	24.00	31.99	4.19	3.58	9.39	9.09	11.11	5.62	442.99	658.00	287.00	502.00	482.33	186.28	47.68	20.80	36.38	34.95	13.50	52.32	79.20	63.62	65.05	749113.00	346749.00	569431.00	555097.67	873.42	318.83	366.98	334.68	359.47	597.03	430.39	260.31	233.22	250.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	Cy5-biotin-BSA med 2nd grid	Cy5 BSA 10ng/ul	2	1	2	1343.93	1349.63	1101.19	832.60	954.65	722.75	521.20	407.09	440.13	1229.00	1321.00	1087.00	858.00	898.00	763.00	406.27	378.46	425.94	1229.00	1212.33	1264.92	1343.93	858.00	839.67	836.67	832.60	406.27	403.56	456.14	440.13	141.82	117.89	116.00	69.34	58.72	23.86	9.72	11.21	8.26	13.87	5.91	12.87	425.25	898.00	598.00	1157.00	884.33	279.75	65.07	43.33	83.84	64.08	20.27	34.93	56.67	16.16	35.92	1206850.00	807078.00	1274075.00	1096001.00	1146.16	322.82	180.54	408.35	754.11	2820.56	1327.67	335.04	225.68	1017.48	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
24	Cy5-biotin-BSA high 2nd grid	Cy5 BSA 15ng/ul	2	1	3	1045.34	1038.75	1069.58	695.56	612.10	643.50	384.04	441.50	433.18	1011.00	1004.00	1021.00	644.00	583.00	684.00	349.70	406.75	384.60	1011.00	1012.00	1051.23	1045.34	644.00	637.00	650.39	643.50	384.60	380.35	419.57	433.18	16.24	8.54	42.15	50.86	31.05	28.76	0.84	1.54	7.98	6.48	7.56	7.40	414.23	865.00	905.00	954.00	908.00	44.58	62.68	65.58	69.13	65.80	3.23	37.32	34.42	30.87	34.20	904220.00	940072.00	1020382.00	954891.33	193.11	210.31	197.36	1720.28	1899.87	2093.93	1904.69	438.88	305.30	300.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	antigen 006	CEP290	2	1	4	724.65	1084.49	783.87	316.93	341.31	383.66	418.59	749.63	471.10	532.00	614.00	535.00	284.00	311.00	306.00	225.94	279.14	222.23	535.00	560.33	864.34	783.87	306.00	300.33	347.30	341.31	225.94	242.44	546.44	471.10	192.94	46.50	33.77	14.36	177.92	31.84	8.30	22.32	4.78	9.72	13.13	32.56	564.00	261.00	70.00	213.00	181.33	99.36	18.91	5.07	15.43	13.14	7.20	81.09	94.93	84.57	86.86	189133.00	75914.00	166965.00	144004.00	1114.26	2663.62	2063.51	98.05	19.70	48.63	55.46	119.48	111.19	1136.36	0	0	3	3	3	3	0	0	0	0	0	0	0	0	3	3
26	antigen 010	CT47.11	2	1	5	838.01	858.53	773.95	383.73	402.30	406.40	487.99	496.84	416.00	610.00	629.00	650.00	300.00	316.00	310.00	259.98	267.30	292.05	629.00	629.67	823.50	838.01	310.00	308.67	397.48	402.30	267.30	273.11	466.94	487.99	44.12	20.01	12.08	8.08	44.34	16.80	3.18	5.36	2.62	3.04	6.15	9.50	514.83	208.00	268.00	154.00	210.00	57.03	15.07	19.42	11.16	15.22	4.13	84.93	80.58	88.84	84.78	174307.00	230087.00	119189.00	174527.67	894.89	1201.26	486.66	113.42	110.84	131.64	118.64	233.97	260.74	559.78	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
27	antigen 014	DDX53	2	1	6	830.80	2127.99	786.56	300.16	280.07	297.25	548.22	1854.39	503.44	530.00	535.00	534.00	291.00	287.00	288.00	247.42	261.40	250.88	534.00	533.00	1248.45	830.80	288.00	288.67	292.49	297.25	250.88	253.23	968.68	548.22	762.03	2.65	10.85	2.08	767.37	7.28	0.50	61.04	0.72	3.71	2.88	79.22	959.78	296.00	297.00	334.00	309.00	21.66	21.45	21.52	24.20	22.39	1.57	78.55	78.48	75.80	77.61	245916.00	632013.00	262711.00	380213.33	1317.30	7335.57	793.90	123.19	75.08	211.80	136.69	131.67	88.44	124.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	antigen 031	MAGEA2	2	1	7	901.31	747.65	920.81	348.11	373.05	365.94	564.85	406.56	564.59	705.00	652.00	821.00	306.00	301.00	315.00	368.54	310.92	464.79	705.00	726.00	856.59	901.31	306.00	307.33	362.36	365.94	368.54	381.41	512.00	564.59	94.85	86.43	12.85	7.09	91.31	77.74	11.91	11.07	2.31	3.55	20.38	17.83	549.25	217.00	178.00	110.00	168.33	54.15	15.72	12.90	7.97	12.20	3.92	84.28	87.10	92.03	87.80	195584.00	133081.00	101289.00	143318.00	1547.02	358.25	495.58	79.23	202.00	125.32	135.52	124.43	235.74	118.98	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
29	antigen 111	DPPA2	2	1	8	765.18	1024.00	1223.63	302.62	313.89	315.28	464.27	713.78	913.49	527.00	669.00	528.00	290.00	292.00	291.00	226.09	358.78	217.86	528.00	574.67	1004.27	1024.00	291.00	291.00	310.60	313.89	226.09	267.58	697.18	713.78	229.86	81.70	6.94	1.00	225.07	79.09	14.22	22.89	0.34	2.24	29.56	32.28	713.27	50.00	35.00	63.00	49.33	14.01	3.62	2.54	4.57	3.57	1.02	96.38	97.46	95.43	96.43	38259.00	35840.00	77089.00	50396.00	455.15	940.24	3986.03	51.00	26.57	14.44	30.67	61.52	74.66	91.45	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
30	antigen 035	MAGEA4v4	2	2	1	893.62	886.33	1111.91	368.17	323.03	378.23	531.65	570.01	754.65	799.00	743.00	838.00	370.00	292.00	302.00	437.03	426.68	480.74	799.00	793.33	963.95	893.62	302.00	321.33	356.48	368.17	437.03	448.15	618.77	570.01	128.19	47.75	29.40	42.44	119.23	28.69	6.02	13.30	13.21	8.25	6.40	19.27	642.62	50.00	49.00	161.00	86.67	64.38	3.62	3.55	11.67	6.28	4.66	96.38	96.45	88.33	93.72	44681.00	43430.00	179018.00	89043.00	450.18	382.78	1492.71	59.05	72.97	81.40	71.14	88.01	92.73	183.57	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
31	antigen 039	MAGEB6	2	2	2	819.70	854.45	680.44	443.92	397.15	349.83	400.59	466.87	344.98	704.00	628.00	671.00	414.00	323.00	309.00	284.89	240.42	335.54	671.00	667.67	784.86	819.70	323.00	348.67	396.96	397.15	284.89	286.95	404.15	400.59	92.09	38.11	47.04	57.01	61.02	47.59	5.71	11.73	16.35	11.85	16.59	15.10	436.20	493.00	600.00	896.00	663.00	208.76	35.72	43.48	64.93	48.04	15.13	64.28	56.52	35.07	51.96	404113.00	512669.00	609676.00	508819.33	716.82	1133.98	165.86	275.51	247.03	1863.60	795.38	223.90	140.46	146.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
