	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
11	antigen 044	NY-CO-45	1	2	3	761.68	899.06	482.25	198.01	275.49	190.73	585.46	685.64	297.06	432.00	430.00	412.00	185.00	203.00	181.00	255.79	216.59	226.82	430.00	424.67	714.33	761.68	185.00	189.67	221.41	198.01	226.82	233.06	522.72	585.46	212.40	11.02	46.98	11.72	201.74	20.33	2.59	29.73	6.18	21.22	8.72	38.59	524.66	197.00	136.00	214.00	182.33	41.02	14.28	9.86	15.51	13.21	2.97	85.72	90.14	84.49	86.79	150050.00	122272.00	103201.00	125174.33	2317.29	2510.05	365.41	49.77	37.15	173.98	86.97	232.12	955.49	82.57	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
12	antigen 064	THEG	1	2	4	742.06	750.25	620.01	234.54	231.91	253.56	523.92	526.62	387.78	503.00	530.00	525.00	194.00	194.00	189.00	284.86	306.36	292.77	525.00	519.33	704.11	742.06	194.00	192.33	240.00	234.54	292.77	294.67	479.44	523.92	72.95	14.36	11.81	2.89	79.39	10.87	2.77	10.36	1.50	4.92	3.69	16.56	511.77	471.00	480.00	520.00	490.33	26.08	34.13	34.78	37.68	35.53	1.89	65.87	65.22	62.32	64.47	349510.00	360121.00	322403.00	344011.33	1597.60	2644.92	287.14	154.46	95.57	702.25	317.43	150.38	97.23	176.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	antigen 068	TYR	1	2	5	660.11	639.12	725.18	265.00	259.36	289.86	412.25	416.58	463.49	522.00	516.00	515.00	194.00	189.00	195.00	274.14	293.46	253.31	516.00	517.67	674.80	660.11	194.00	192.67	271.41	265.00	274.14	273.63	430.77	416.58	44.87	3.79	16.23	3.21	28.41	20.08	0.73	6.65	1.67	5.98	7.34	6.60	482.14	454.00	490.00	543.00	495.67	44.77	32.90	35.51	39.35	35.92	3.24	67.10	64.49	60.65	64.08	299692.00	313169.00	393772.00	335544.33	1166.21	573.85	1627.99	160.49	355.71	154.59	223.59	158.26	228.11	225.70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	antigen 072	ZNF165	1	2	6	1166.77	593.44	790.60	257.98	340.18	289.28	924.98	346.13	525.40	520.00	513.00	573.00	193.00	195.00	201.00	278.21	265.68	307.80	520.00	535.33	850.27	790.60	195.00	196.33	295.81	289.28	278.21	283.90	598.83	525.40	291.29	32.81	41.49	4.16	296.33	21.63	6.13	34.26	2.12	14.03	7.62	49.48	653.94	315.00	181.00	334.00	276.67	83.39	22.83	13.12	24.20	20.05	6.04	77.17	86.88	75.80	79.95	367533.00	107413.00	264061.00	246335.67	4918.40	291.77	476.12	59.24	214.72	368.57	214.18	152.40	932.86	181.81	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
15	antigen 076	CDK7	1	2	7	516.40	1504.00	796.00	209.23	209.02	180.97	312.22	1301.25	613.13	551.00	1817.00	796.00	195.00	195.00	189.00	346.82	1614.25	613.13	796.00	1054.67	938.80	796.00	195.00	193.00	199.74	209.02	613.13	858.07	742.20	613.13	509.05	671.47	16.26	3.46	506.99	668.27	63.67	54.22	1.79	8.14	77.88	68.31	745.80	10.00	4.00	1.00	5.00	4.58	0.72	0.29	0.07	0.36	0.33	99.28	99.71	99.93	99.64	5164.00	6016.00	796.00	3992.00	52.42	1304.46	0.00	59.57	3.99	<NO DATA>	21.19	55.78	61.42	23.56	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
16	CT100 Control Buffer only 1st grid	Buffer	1	2	8	557.46	767.43	772.47	269.71	215.35	307.34	300.48	559.53	495.03	498.00	657.00	615.00	206.00	197.00	216.00	241.02	449.10	337.56	615.00	590.00	699.12	767.43	206.00	206.33	264.13	269.71	337.56	342.56	451.68	495.03	122.71	82.40	46.25	9.50	134.85	104.13	13.97	17.55	4.61	17.51	30.40	29.86	492.79	163.00	7.00	59.00	76.33	79.43	11.81	0.51	4.28	5.53	5.76	88.19	99.49	95.72	94.47	90866.00	5372.00	45576.00	47271.33	108.32	371.97	338.44	452.18	10.53	86.30	183.00	117.39	82.43	211.91	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
17	antigen 003	BAGE4	1	6	7	540.23	500.94	604.02	257.94	206.99	254.21	292.13	301.08	366.15	510.00	415.00	496.00	206.00	198.00	205.00	261.90	215.14	258.13	496.00	473.67	548.40	540.23	205.00	203.00	239.71	254.21	258.13	245.05	319.79	301.08	52.02	51.29	28.40	4.36	40.40	25.98	10.83	9.49	2.15	11.85	10.60	12.63	345.40	199.00	434.00	115.00	249.33	165.35	14.42	31.45	8.33	18.07	11.98	85.58	68.55	91.67	81.93	107506.00	217410.00	69462.00	131459.33	102.44	847.00	460.21	567.47	154.27	91.49	271.08	103.58	76.45	123.29	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
18	antigen 096	p53 M133T	1	7	1	644.66	0.00	14774.00	330.39	179.56	195.60	321.52	0.00	14579.31	609.00	0.00	16551.00	297.00	191.00	195.00	285.86	0.00	16356.31	609.00	5720.00	5139.55	644.66	195.00	227.67	235.18	195.60	285.86	5547.39	4966.94	321.52	8349.90	9384.86	82.84	60.08	8326.11	9361.89	164.07	162.46	26.39	35.22	168.76	167.63	4911.89	210.00	0.00	2.00	70.67	120.67	15.22	0.00	0.14	5.12	8.74	84.78	100.00	99.86	94.88	135379.00	0.00	29548.00	54975.67	150.47	0.00	2513.06	448.71	<NO DATA>	11.60	153.44	125.77	34.35	28.50	0	0	0	3	3	3	1	3	0	0	3	0	0	0	3	3
19			1	7	7	648.00	653.00	658.61	252.62	270.78	224.93	419.75	387.04	444.61	615.00	615.00	567.00	197.00	285.00	200.00	386.75	349.04	353.00	528.00	522.63	855.87	598.10	192.00	203.13	206.39	198.00	313.14	330.67	663.92	385.38	990.05	192.26	37.37	32.63	984.77	156.80	36.79	115.68	16.07	18.11	47.42	148.33	652.75	11.00	13.00	123.00	9.97	21.18	0.80	0.94	8.91	0.72	1.53	99.20	99.06	91.09	96.45	7128.00	8489.00	81009.00	8341.75	221.44	163.05	244.29	20.85	30.86	223.86	91.86	146.42	73.07	74.79	0	0	0	32	32	32	0	0	0	0	0	0	0	0	32	32
20	antigen 104	ACVR2A	1	8	1	743.48	769.98	684.64	288.12	248.24	321.60	474.16	531.26	396.32	646.00	487.00	544.00	193.00	205.00	269.00	376.68	248.28	255.68	544.00	559.00	732.70	743.48	205.00	222.33	285.98	288.12	255.68	293.55	467.25	474.16	43.68	80.55	36.73	40.86	67.73	72.09	14.41	5.96	18.38	12.84	24.56	14.50	510.37	456.00	91.00	242.00	263.00	183.40	33.04	6.59	17.54	19.06	13.29	66.96	93.41	82.46	80.94	339027.00	70068.00	165684.00	191593.00	842.24	1541.61	381.83	256.72	31.36	251.18	179.75	196.55	101.11	233.28	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
21	antigen 108	PIM1	1	8	2	652.00	595.46	638.97	202.55	305.12	264.57	460.32	319.30	390.70	487.00	516.00	537.00	188.00	214.00	223.00	295.32	239.84	288.73	516.00	513.33	628.81	638.97	214.00	208.33	257.41	264.57	288.73	274.63	390.11	390.70	29.61	25.11	51.66	18.18	70.51	30.31	4.89	4.71	8.72	20.07	11.04	18.08	420.48	431.00	91.00	442.00	321.33	199.55	31.23	6.59	32.03	23.29	14.46	68.77	93.41	67.97	76.71	281013.00	54187.00	282424.00	205874.67	1584.40	187.24	373.79	125.22	155.18	461.99	247.47	99.59	245.55	129.15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
22	Cy5-biotin-BSA low 2nd grid	Cy5 BSA 5ng/ul	2	1	1	3360.25	3519.24	3661.59	1965.75	1351.40	1868.18	1473.47	2321.45	1882.61	3275.00	3318.00	3538.00	1062.00	263.00	578.00	1388.21	2120.21	1759.01	3318.00	3377.00	3513.69	3519.24	578.00	634.33	1728.44	1868.18	1759.01	1755.81	1892.51	1882.61	150.75	141.08	330.15	402.47	424.08	366.01	4.18	4.29	63.45	19.10	20.85	22.41	2879.36	1115.00	986.00	1131.00	1077.33	79.50	80.80	71.45	81.96	78.07	5.76	19.20	28.55	18.04	21.93	3746684.00	3469966.00	4141263.00	3785971.00	759.04	1126.32	901.25	2164.46	2032.24	2362.53	2186.41	1873.38	1717.32	1857.12	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
23	Cy5-biotin-BSA med 2nd grid	Cy5 BSA 10ng/ul	2	1	2	3296.45	3114.57	3673.91	525.84	937.14	246.76	3018.55	2293.03	3439.38	2942.00	3164.00	3266.00	183.00	197.00	192.00	2664.10	2342.46	3031.47	3164.00	3124.00	3361.64	3296.45	192.00	190.67	569.91	525.84	2664.10	2679.34	2916.99	3018.55	285.31	165.66	347.29	7.09	579.88	344.76	5.30	8.49	3.72	60.94	12.87	19.88	3170.98	1025.00	792.00	1192.00	1003.00	200.91	74.28	57.39	86.38	72.68	14.56	25.72	42.61	13.62	27.32	3378863.00	2466742.00	4379299.00	3408301.33	1895.81	669.47	2003.90	1632.03	2712.71	2045.88	2130.20	1538.54	1321.36	128.34	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	Cy5-biotin-BSA high 2nd grid	Cy5 BSA 15ng/ul	2	1	3	2347.16	3426.60	2737.33	339.00	2083.43	602.15	2047.59	1493.94	2239.88	2440.00	2932.00	2738.00	191.00	255.00	208.00	2140.43	999.34	2240.55	2738.00	2703.33	2837.03	2737.33	208.00	218.00	1008.19	602.15	2140.43	1793.44	1927.13	2047.59	546.59	247.83	940.43	33.15	387.28	689.53	9.17	19.27	15.21	93.28	38.45	20.10	2619.03	1096.00	1026.00	882.00	1001.33	109.11	79.42	74.35	63.91	72.56	7.91	20.58	25.65	36.09	27.44	2572484.00	3515693.00	2414324.00	2834167.00	924.84	1303.88	1296.05	2426.53	1175.55	1524.31	1708.80	303.21	2274.82	790.96	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	antigen 006	CEP290	2	1	4	600.47	713.72	780.97	214.59	272.06	288.45	395.06	453.36	518.26	521.00	528.00	535.00	197.00	202.00	197.00	315.59	267.64	272.29	528.00	528.00	698.38	713.72	197.00	198.67	258.37	272.06	272.29	285.17	455.56	453.36	91.22	7.00	38.79	2.89	61.63	26.44	1.33	13.06	1.45	15.01	9.27	13.53	499.72	429.00	405.00	382.00	405.33	23.50	31.09	29.35	27.68	29.37	1.70	68.91	70.65	72.32	70.63	257602.00	289055.00	298329.00	281662.00	587.56	1818.58	2217.18	288.45	100.96	89.29	159.57	92.82	139.02	261.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	antigen 010	CT47.11	2	1	5	736.68	707.42	771.64	473.44	288.74	305.15	548.25	448.82	492.44	522.00	517.00	537.00	186.00	192.00	200.00	333.57	258.39	257.79	522.00	525.33	738.58	736.68	192.00	192.67	355.78	305.15	258.39	283.25	496.50	492.44	32.15	10.41	102.23	7.02	49.84	43.58	1.98	4.35	3.65	28.73	15.39	10.04	545.92	609.00	473.00	473.00	518.33	78.52	44.13	34.28	34.28	37.56	5.69	55.87	65.72	65.72	62.44	448638.00	334612.00	364988.00	382746.00	2532.55	2115.60	1985.17	131.84	100.35	117.33	116.50	3936.94	276.64	232.66	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	antigen 014	DDX53	2	1	6	689.88	602.48	693.99	215.79	249.72	510.53	485.21	366.65	446.69	518.00	524.00	581.00	188.00	193.00	196.00	313.33	288.17	333.70	524.00	541.00	662.12	689.88	193.00	192.33	325.35	249.72	313.33	311.73	432.85	446.69	51.69	34.77	161.27	4.04	60.48	22.81	6.43	7.81	2.10	49.57	7.32	13.97	469.78	562.00	633.00	684.00	626.33	61.27	40.72	45.87	49.57	45.39	4.44	59.28	54.13	50.43	54.61	387713.00	381370.00	474687.00	414590.00	2522.92	374.61	1191.44	108.08	619.55	256.44	328.03	83.06	144.05	3895.49	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
28	antigen 031	MAGEA2	2	1	7	722.38	617.23	1181.21	254.99	308.75	342.04	495.40	332.82	890.38	518.00	514.00	604.00	190.00	203.00	208.00	291.03	229.59	313.17	518.00	545.33	840.27	722.38	203.00	200.33	301.93	308.75	291.03	277.93	572.87	495.40	299.90	50.85	43.92	9.29	286.74	43.30	9.32	35.69	4.64	14.55	15.58	50.05	639.94	525.00	580.00	466.00	523.67	57.01	38.04	42.03	33.77	37.95	4.13	61.96	57.97	66.23	62.05	379247.00	357994.00	550444.00	429228.33	2061.07	632.03	4814.65	126.19	305.42	86.18	172.60	203.96	212.31	564.80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	antigen 111	DPPA2	2	1	8	587.76	653.53	670.38	227.97	238.75	269.21	374.19	427.86	417.66	511.00	520.00	534.00	192.00	200.00	205.00	297.43	294.34	281.28	520.00	521.67	637.22	653.53	200.00	199.00	245.31	238.75	294.34	291.01	406.57	417.66	43.66	11.59	21.38	6.56	28.50	8.57	2.22	6.85	3.30	8.72	2.95	7.01	438.22	343.00	295.00	357.00	331.67	32.52	24.86	21.38	25.87	24.03	2.36	75.14	78.62	74.13	75.97	201603.00	192790.00	239327.00	211240.00	444.09	1192.96	784.50	289.01	105.80	190.06	194.96	114.43	115.76	148.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	antigen 035	MAGEA4v4	2	2	1	763.46	681.19	736.99	329.30	330.81	382.26	456.66	378.49	376.40	649.00	611.00	686.00	267.00	206.00	302.00	342.20	308.30	325.42	649.00	648.67	727.21	736.99	267.00	258.33	347.46	330.81	325.42	325.31	403.85	378.49	42.00	37.50	30.15	48.58	45.75	16.95	5.78	5.78	18.81	8.68	5.21	11.33	468.88	419.00	453.00	499.00	457.00	40.15	30.36	32.83	36.16	33.12	2.91	69.64	67.17	63.84	66.88	319889.00	308577.00	367756.00	332074.00	1215.67	166.14	471.16	157.39	1031.99	398.65	529.34	207.70	243.30	219.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	antigen 039	MAGEB6	2	2	2	1315.28	1499.21	1405.68	487.92	403.65	371.71	1011.94	1141.35	1070.96	995.00	1079.00	1112.00	195.00	198.00	212.00	691.66	721.14	777.28	1079.00	1062.00	1406.72	1405.68	198.00	201.67	421.09	403.65	721.14	730.03	1074.75	1070.96	91.97	60.32	60.04	9.07	64.79	43.49	5.68	6.54	4.50	14.26	5.96	6.03	1205.06	1113.00	1070.00	1141.00	1108.00	35.76	80.65	77.54	82.68	80.29	2.59	19.35	22.46	17.32	19.71	1463904.00	1604150.00	1603884.00	1557312.67	2374.42	3934.92	2725.78	474.34	310.36	448.30	411.00	2109.02	378.92	301.57	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
