ATF	1.0
29	33
"Checksum_ImageFile=1e185c4e339c8ee5b6f82c959b6bdda7"
"Checksum_ResultFile=1ccd22db3901163906f1bf4b4c871be1"
"Type=GenePix Results 3"
"DateTime=2019/06/09 19:16:18"
"Settings="
"GalFile=C:\Users\user\Desktop\Users\Tobz\PDAC v CP\140619_ModifiedCT100.txt"
"PixelSize=5"
"Wavelengths=635"
"ImageFiles=C:\Users\user\Desktop\Users\Tobz\PDAC v CP\090619_PDAC v CP\NIH007_190609_PDAC V CP.tif 0"
"GrinddingParameters=Find mode = Grid + Spots | Fixed Diameter = Dth | Max position offset (% pitch) = 30"
"QuantificationParameter=S/B border width (pixels) = 2.0 | Background diameter (pitch) = 2.0"
"JpegImage=C:\Users\user\Desktop\Users\Tobz\PDAC v CP\090619_PDAC v CP\NIH007_190609_PDAC V CP.jpg"
"FeatureType=Circular"
"Barcode=BARCODE_READ_ERROR"
"BackgroundSubtraction=LocalFeature"
"Normalization=None"
"ImageOrigin=2030, 40770"
"ImageSize=19170.0, 10260.0"
"JpegOrigin=2225, 41605"
"JpegBrightness=32"
"JpegContrast=39"
"JpegBalance=50"
"Creator=Mapix 8.2.7"
"Scanner=is710IVDal 70LH6_IVD 717015"
"Temperature=26.8"
"Comment="
"Velocity=35 l/s"
"LaserPower=5.0"
"PMTGain=15"
"Block"	"Column"	"Row"	"X"	"Y"	"Dia."	"Flags"	"F635 Mean"	"F635 Median"	"F635 SD"	"F635 |log Mean/Median|"	"F635 CV"	"B635"	"B635 Mean"	"B635 Median"	"B635 SD"	"B635 |log Mean/Median|"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Median - B635"	"F635 Mean - B635"	"F635 Total Intensity"	"SNR 635"	"ExcludedMean 635"	"ExcludedMedian 635"	"F Pixels"	"B Pixels"	"Circularity"	"ID"	"AutoFlag"	"Normalisation"
1	3	2	3671.00	42498.00	400.00	0	1118.06	1065.00	833.60	0.02	0.75	612.00	763.95	612.00	698.83	0.10	0.91	9.00	0.00	0.00	453.00	506.06	5347667.00	0.51	1034.42	1002.00	4783	23352	100	NY-CO-45	""	Undefined
1	4	2	4226.00	42495.00	400.00	0	1410.49	1334.00	827.01	0.02	0.59	696.00	852.35	696.00	856.80	0.09	1.01	21.00	1.00	0.00	638.00	714.49	6743550.00	0.65	1169.39	1149.00	4781	23342	100	THEG	""	Undefined
1	5	2	4781.00	42492.00	400.00	0	1734.97	1680.00	471.58	0.01	0.27	710.00	934.33	710.00	709.42	0.12	0.76	79.00	14.00	0.00	970.00	1024.97	8291439.00	1.13	1516.80	1499.50	4779	23342	100	TYR	""	Undefined
1	6	2	5336.00	42489.00	400.00	0	1605.37	1551.00	455.35	0.01	0.28	720.00	971.63	720.00	696.48	0.13	0.72	64.00	5.00	0.00	831.00	885.37	7670479.00	0.91	1414.50	1381.50	4778	23350	100	ZNF165	""	Undefined
1	7	2	5891.00	42486.00	400.00	0	738.07	698.00	407.95	0.02	0.55	694.00	877.73	694.00	723.97	0.10	0.82	0.00	0.00	0.00	4.00	44.07	3527221.00	-0.19	686.13	681.00	4779	23349	100	CDK7	""	Undefined
1	8	2	6446.00	42483.00	400.00	0	630.49	601.00	98.73	0.02	0.16	680.00	775.70	680.00	476.27	0.06	0.61	0.00	0.00	0.00	-79.00	-49.51	3014378.00	-0.30	639.75	603.00	4781	24280	100	Buffer	""	Undefined
1	1	3	2564.00	43054.00	400.00	0	1695.63	1688.00	406.93	0.00	0.24	690.00	935.64	690.00	850.52	0.13	0.91	63.00	3.00	0.00	998.00	1005.63	8096630.00	0.89	1977.03	1911.00	4775	25673	100	Cy5 BSA 5ng/ul	""	Undefined
1	2	3	3119.00	43051.00	400.00	0	2233.28	2099.00	1422.54	0.03	0.64	613.00	1047.03	613.00	1017.06	0.23	0.97	53.00	44.00	0.02	1486.00	1620.28	10668396.00	1.17	2538.81	2946.00	4777	23350	100	Cy5 BSA 10ng/ul	""	Undefined
1	3	3	3674.00	43048.00	400.00	0	687.61	646.00	160.20	0.03	0.23	706.00	976.74	706.00	881.99	0.14	0.90	0.00	0.00	0.00	-60.00	-18.39	3280579.00	-0.33	711.57	695.00	4771	23348	100	Cy5 BSA 15ng/ul	""	Undefined
1	4	3	4229.00	43045.00	400.00	0	1678.99	1562.50	511.85	0.03	0.30	764.00	908.72	764.00	658.97	0.08	0.73	70.00	13.00	0.00	798.50	914.99	8015513.00	1.17	1569.08	1490.50	4774	23357	100	COL6A1	""	Undefined
1	5	3	4784.00	43042.00	400.00	0	1774.07	1681.00	1000.22	0.02	0.56	722.00	971.01	722.00	604.31	0.13	0.62	93.00	26.00	0.00	959.00	1052.07	8471168.00	1.33	1675.20	1636.00	4775	23357	100	CT62	""	Undefined
1	6	3	5339.00	43039.00	400.00	0	1931.75	1843.00	1310.29	0.02	0.68	704.00	958.07	704.00	727.65	0.13	0.76	90.00	27.00	0.02	1139.00	1227.75	9231812.00	1.34	1582.73	1594.00	4779	23373	100	DSCR8/MMA1	""	Undefined
1	7	3	5894.00	43036.00	400.00	0	1851.45	1784.00	647.11	0.02	0.35	670.00	842.36	670.00	939.39	0.10	1.12	66.00	7.00	0.00	1114.00	1181.45	8844397.00	1.07	1624.40	1486.00	4777	23345	100	MAGEA3	""	Undefined
1	8	3	6449.00	43033.00	400.00	0	1333.48	1260.00	495.97	0.02	0.37	598.00	747.53	598.00	749.03	0.10	1.00	38.00	5.00	0.00	662.00	735.48	6364697.00	0.78	1128.57	1104.50	4773	24282	100	SOX1	""	Undefined
1	1	4	2567.00	43604.00	400.00	0	1524.09	1455.00	623.41	0.02	0.41	676.00	1011.63	676.00	1694.35	0.18	1.67	1.00	0.00	0.00	779.00	848.09	7279054.00	0.30	1639.23	1523.00	4776	25678	100	MAGEA5	""	Undefined
1	2	4	3122.00	43601.00	400.00	0	1320.91	1159.00	2245.40	0.06	1.70	682.00	1032.08	682.00	1351.07	0.18	1.31	1.00	0.00	0.08	477.00	638.91	6313926.00	0.21	1278.89	1176.00	4780	23347	100	MART-1	""	Undefined
1	3	4	3677.00	43598.00	400.00	0	1393.42	1281.00	1164.47	0.04	0.84	733.00	891.06	733.00	784.02	0.08	0.88	25.00	0.00	0.02	548.00	660.42	6663312.00	0.64	1386.93	1302.00	4782	23346	100	NY-CO-45	""	Undefined
1	4	4	4232.00	43595.00	400.00	0	1704.11	1504.00	2331.65	0.05	1.37	773.00	932.78	773.00	900.39	0.08	0.97	34.00	1.00	0.08	731.00	931.11	8145634.00	0.86	1528.31	1451.00	4780	23353	100	THEG	""	Undefined
1	5	4	4787.00	43592.00	400.00	0	1800.13	1701.00	487.32	0.02	0.27	708.00	933.20	708.00	621.87	0.12	0.67	95.00	30.00	0.00	993.00	1092.13	8619005.00	1.39	1821.75	1569.00	4788	23342	100	TYR	""	Undefined
1	6	4	5342.00	43589.00	400.00	0	1448.39	1366.00	524.79	0.03	0.36	630.00	801.79	630.00	483.35	0.10	0.60	88.00	26.00	0.00	736.00	818.39	6913184.00	1.34	1328.50	1277.00	4773	23344	100	ZNF165	""	Undefined
1	7	4	5897.00	43586.00	400.00	0	423.80	410.00	185.03	0.01	0.44	449.00	591.65	449.00	703.49	0.12	1.19	0.00	0.00	0.00	-39.00	-25.20	2025320.00	-0.24	448.91	411.00	4779	23344	100	CDK7	""	Undefined
1	8	4	6452.00	43583.00	400.00	0	410.65	404.00	131.14	0.01	0.32	454.00	524.95	454.00	613.77	0.06	1.17	0.00	0.00	0.00	-50.00	-43.35	1963744.00	-0.19	397.43	398.00	4782	24275	100	Buffer	""	Undefined
1	1	5	2570.00	44154.00	400.00	0	1662.78	1631.50	546.09	0.01	0.33	654.00	1055.13	654.00	2123.55	0.21	2.01	0.00	0.00	0.00	977.50	1008.78	7938126.00	0.29	1820.44	1778.00	4774	25724	100	Cy5 BSA 5ng/ul	""	Undefined
1	2	5	3125.00	44151.00	400.00	0	2125.56	2023.00	939.16	0.02	0.44	690.00	1112.20	690.00	1401.67	0.21	1.26	49.00	6.00	0.00	1333.00	1435.56	10162307.00	0.72	2525.27	2705.00	4781	23351	100	Cy5 BSA 10ng/ul	""	Undefined
1	3	5	3680.00	44148.00	400.00	0	708.50	684.00	185.27	0.02	0.26	733.00	990.86	733.00	971.02	0.13	0.98	0.00	0.00	0.00	-49.00	-24.50	3386609.00	-0.29	733.77	733.00	4780	23357	100	Cy5 BSA 15ng/ul	""	Undefined
1	4	5	4235.00	44145.00	400.00	0	1634.40	1531.00	1181.79	0.03	0.72	710.00	848.26	710.00	861.32	0.08	1.02	45.00	1.00	0.02	821.00	924.40	7807536.00	0.91	1576.84	1456.00	4777	23357	100	COL6A1	""	Undefined
1	5	5	4790.00	44142.00	400.00	0	1741.73	1660.00	738.70	0.02	0.42	677.00	858.87	677.00	655.85	0.10	0.76	88.00	23.00	0.00	983.00	1064.73	8323739.00	1.35	1886.18	1569.00	4779	23339	100	CT62	""	Undefined
1	6	5	5345.00	44139.00	400.00	0	1362.77	1283.50	503.93	0.03	0.37	596.00	752.23	596.00	739.30	0.10	0.98	45.00	1.00	0.00	687.50	766.77	6503127.00	0.83	1204.75	1232.00	4772	23353	100	DSCR8/MMA1	""	Undefined
1	7	5	5900.00	44136.00	400.00	0	1423.36	1297.00	1189.47	0.04	0.84	475.00	645.60	475.00	769.90	0.13	1.19	63.00	1.00	0.02	822.00	948.36	6805097.00	1.01	1200.04	1181.00	4781	23350	100	MAGEA3	""	Undefined
1	8	5	6455.00	44133.00	400.00	0	1055.67	986.00	513.57	0.03	0.49	463.00	597.79	463.00	491.01	0.11	0.82	64.00	3.00	0.00	523.00	592.67	5047139.00	0.93	931.98	959.00	4781	24277	100	SOX1	""	Undefined
1	1	6	2573.00	44704.00	400.00	0	1411.90	1356.00	438.92	0.02	0.31	605.00	838.87	605.00	931.63	0.14	1.11	23.00	0.00	0.00	751.00	806.90	6737610.00	0.62	1679.09	1460.50	4772	25747	100	MAGEA5	""	Undefined
1	2	6	3128.00	44701.00	400.00	0	1351.67	1290.00	388.18	0.02	0.29	654.00	951.71	654.00	1000.29	0.16	1.05	14.00	0.00	0.00	636.00	697.67	6465043.00	0.40	1317.77	1281.00	4783	23341	100	MART-1	""	Undefined
1	3	6	3683.00	44698.00	400.00	0	1305.81	1188.00	1148.32	0.04	0.88	687.00	849.36	687.00	810.13	0.09	0.95	17.00	0.00	0.02	501.00	618.81	6237878.00	0.56	1377.59	1336.50	4777	23355	100	NY-CO-45	""	Undefined
1	4	6	4238.00	44695.00	400.00	0	1233.87	1180.00	393.25	0.02	0.32	681.00	815.84	681.00	735.29	0.08	0.90	21.00	0.00	0.00	499.00	552.87	5896672.00	0.57	1265.10	1252.00	4779	23356	100	THEG	""	Undefined
1	5	6	4793.00	44692.00	400.00	0	1633.16	1581.00	757.12	0.01	0.46	703.00	879.31	703.00	609.32	0.10	0.69	83.00	18.00	0.00	878.00	930.16	7811414.00	1.24	1574.21	1530.00	4783	23345	100	TYR	""	Undefined
1	6	6	5348.00	44689.00	400.00	0	1738.91	1647.00	543.38	0.02	0.31	699.00	943.89	699.00	1186.16	0.13	1.26	30.00	2.00	0.00	948.00	1039.91	8301569.00	0.67	1732.36	1412.00	4774	23351	100	ZNF165	""	Undefined
1	7	6	5903.00	44686.00	400.00	0	1367.77	1272.50	1460.13	0.03	1.07	482.00	754.04	482.00	1149.86	0.19	1.52	12.00	0.00	0.02	790.50	885.77	6543406.00	0.53	1129.22	1141.00	4784	23339	100	BAGE4	""	Undefined
1	8	6	6458.00	44683.00	400.00	0	333.19	316.00	169.84	0.02	0.51	355.00	472.83	355.00	396.36	0.12	0.84	0.00	0.00	0.00	-39.00	-21.81	1592636.00	-0.35	310.23	305.00	4780	24280	100	Buffer	""	Undefined
1	1	7	2576.00	45254.00	400.00	0	1453.28	1357.00	1294.50	0.03	0.89	583.00	731.62	583.00	710.61	0.10	0.97	56.00	2.00	0.02	774.00	870.28	6939414.00	1.02	1464.63	1427.00	4775	25751	100	p53 M133T	""	Undefined
1	2	7	3131.00	45251.00	400.00	0	652.33	605.00	515.03	0.03	0.79	610.00	765.27	610.00	843.41	0.10	1.10	0.00	0.00	0.00	-5.00	42.33	3119462.00	-0.13	634.67	603.00	4782	23341	100	CDK7	""	Undefined
1	3	7	3686.00	45248.00	400.00	0	1339.38	1266.00	1346.86	0.02	1.01	628.00	787.57	628.00	906.85	0.10	1.15	17.00	0.00	0.02	638.00	711.38	6404906.00	0.61	1375.66	1282.00	4782	23350	100	p53 M133T	""	Undefined
1	4	7	4241.00	45245.00	400.00	0	1844.37	1718.00	1420.24	0.03	0.77	767.00	951.57	767.00	855.90	0.09	0.90	60.00	4.00	0.02	951.00	1077.37	8814251.00	1.04	1738.98	1692.00	4779	23344	100	BAGE4	""	Undefined
1	5	7	4796.00	45242.00	400.00	0	1853.06	1712.50	1553.45	0.03	0.84	876.00	1068.36	876.00	887.83	0.09	0.83	46.00	1.00	0.02	836.50	977.06	8853934.00	0.88	1788.07	1662.00	4778	23342	100	p53 M133T	""	Undefined
1	6	7	5351.00	45239.00	400.00	0	1746.07	1656.50	1407.52	0.02	0.81	783.00	968.96	783.00	1209.46	0.09	1.25	21.00	0.00	0.00	873.50	963.07	8342725.00	0.64	1531.09	1472.50	4778	23345	100	BAGE4	""	Undefined
1	7	7	5906.00	45236.00	400.00	-75	360.39	349.00	115.49	0.01	0.32	349.00	600.25	349.00	1084.36	0.24	1.81	0.00	0.00	0.00	0.00	11.39	1723395.00	-0.22	381.96	355.00	4782	23340	100	empty	""	Undefined
1	8	7	6461.00	45233.00	400.00	-75	301.12	299.00	38.66	0.00	0.13	291.00	317.48	291.00	299.51	0.04	0.94	0.00	0.00	0.00	8.00	10.12	1440249.00	-0.05	299.55	300.00	4783	24279	100	empty	""	Undefined
1	1	8	2579.00	45804.00	400.00	0	1404.67	1314.00	864.21	0.03	0.62	578.00	796.39	578.00	856.23	0.14	1.08	34.00	1.00	0.00	736.00	826.67	6704480.00	0.71	1426.26	1335.00	4773	27290	100	ACVR2A	""	Undefined
1	2	8	3134.00	45801.00	400.00	0	1159.91	1082.00	863.25	0.03	0.74	672.00	942.10	672.00	900.82	0.15	0.96	3.00	0.00	0.00	410.00	487.91	5540892.00	0.24	1411.08	1182.00	4777	24852	100	PIM1	""	Undefined
1	3	8	3689.00	45798.00	400.00	0	1465.97	1403.00	374.60	0.02	0.26	790.00	908.28	790.00	517.10	0.06	0.57	62.00	9.00	0.00	613.00	675.97	6995606.00	1.08	1498.45	1491.50	4772	24837	100	ACVR2A	""	Undefined
1	4	8	4244.00	45795.00	400.00	0	2003.59	1860.00	1533.15	0.03	0.77	1056.00	1225.18	1056.00	1113.60	0.06	0.91	25.00	2.00	0.02	804.00	947.59	9559142.00	0.70	1925.97	1844.00	4771	24857	100	PIM1	""	Undefined
1	5	8	4799.00	45792.00	400.00	0	2240.67	2061.50	1673.79	0.04	0.75	1009.00	1162.98	1009.00	1055.76	0.06	0.91	49.00	4.00	0.00	1052.50	1231.67	10701427.00	1.02	2217.85	2002.50	4776	24847	100	ACVR2A	""	Undefined
1	6	8	5354.00	45789.00	400.00	0	900.16	811.00	801.55	0.05	0.89	554.00	673.85	554.00	615.13	0.09	0.91	6.00	1.00	0.00	257.00	346.16	4299163.00	0.37	805.51	754.00	4776	24852	100	PIM1	""	Undefined
1	7	8	5909.00	45786.00	400.00	-75	273.37	274.00	63.84	0.00	0.23	291.00	384.96	291.00	342.98	0.12	0.89	0.00	0.00	0.00	-17.00	-17.63	1305081.00	-0.33	271.33	277.00	4774	24846	100	empty	""	Undefined
1	8	8	6464.00	45783.00	400.00	-75	265.08	267.00	39.24	0.00	0.15	266.00	277.43	266.00	298.34	0.02	1.08	0.00	0.00	0.00	1.00	-0.92	1264959.00	-0.04	273.37	278.00	4772	25762	100	empty	""	Undefined
2	1	1	7058.00	41930.00	400.00	0	1691.35	1652.00	382.47	0.01	0.23	719.00	956.56	719.00	573.51	0.12	0.60	82.00	30.00	0.00	933.00	972.35	8072791.00	1.28	1500.00	1550.00	4773	26719	100	Cy5 BSA 5ng/ul	""	Undefined
2	2	1	7613.00	41927.00	400.00	0	1288.15	1098.00	1210.63	0.07	0.94	780.00	1186.85	780.00	901.91	0.18	0.76	22.00	1.00	0.00	318.00	508.15	6157351.00	0.11	1680.28	1815.00	4780	25780	100	Cy5 BSA 10ng/ul	""	Undefined
2	3	1	8168.00	41924.00	400.00	0	629.73	598.00	289.66	0.02	0.46	702.00	988.21	702.00	803.53	0.15	0.81	0.00	0.00	0.00	-104.00	-72.27	3010730.00	-0.45	728.73	701.00	4781	25779	100	Cy5 BSA 15ng/ul	""	Undefined
2	4	1	8723.00	41921.00	400.00	0	1105.20	1055.00	542.77	0.02	0.49	604.00	710.95	604.00	376.47	0.07	0.53	61.00	19.00	0.00	451.00	501.20	5282838.00	1.05	953.42	926.50	4780	25784	100	CEP290	""	Undefined
2	5	1	9278.00	41918.00	400.00	0	1082.35	1060.00	492.30	0.01	0.45	561.00	732.91	561.00	646.33	0.12	0.88	30.00	1.00	0.00	499.00	521.35	5176886.00	0.54	893.19	876.00	4783	25781	100	CT47.11	""	Undefined
2	6	1	9833.00	41915.00	400.00	0	1092.77	1005.00	1787.59	0.04	1.64	576.00	740.36	576.00	608.79	0.11	0.82	30.00	1.00	0.04	429.00	516.77	5214687.00	0.58	892.86	842.00	4772	25779	100	DDX53	""	Undefined
2	7	1	10388.00	41912.00	400.00	0	1115.94	1079.00	570.19	0.01	0.51	560.00	737.00	560.00	421.25	0.12	0.57	63.00	20.00	0.00	519.00	555.94	5337538.00	0.90	930.08	975.00	4783	25770	100	MAGEA2	""	Undefined
2	8	1	10943.00	41909.00	400.00	0	834.19	781.00	281.03	0.03	0.34	566.00	722.91	566.00	460.13	0.11	0.64	17.00	1.00	0.00	215.00	268.19	3988264.00	0.24	771.53	728.00	4781	26706	100	DPPA2	""	Undefined
2	1	2	7061.00	42480.00	400.00	0	1732.94	1654.00	670.30	0.02	0.39	785.00	1027.12	785.00	657.86	0.12	0.64	69.00	18.00	0.00	869.00	947.94	8278264.00	1.07	1450.42	1438.00	4777	24273	100	MAGEA4v4	""	Undefined
2	2	2	7616.00	42477.00	400.00	0	1955.51	1890.00	775.36	0.01	0.40	989.00	1377.74	989.00	866.17	0.14	0.63	53.00	7.00	0.00	901.00	966.51	9345397.00	0.67	1578.21	1579.00	4779	23334	100	MAGEB6	""	Undefined
2	3	2	8171.00	42474.00	400.00	0	1245.48	1158.00	501.75	0.03	0.40	853.00	1157.68	853.00	872.14	0.13	0.75	6.00	0.00	0.00	305.00	392.48	5954640.00	0.10	1074.96	1036.00	4781	23353	100	NXF2	""	Undefined
2	4	2	8726.00	42471.00	400.00	0	899.84	735.00	594.83	0.09	0.66	701.00	828.02	701.00	465.18	0.07	0.56	16.00	6.00	0.00	34.00	198.84	4303058.00	0.15	708.21	668.50	4782	23346	100	SYCP1	""	Undefined
2	5	2	9281.00	42468.00	400.00	0	1170.26	1089.00	1276.06	0.03	1.09	632.00	784.96	632.00	448.66	0.09	0.57	51.00	12.00	0.02	457.00	538.26	5596187.00	0.86	917.80	906.00	4782	23342	100	TSSK6	""	Undefined
2	6	2	9836.00	42465.00	400.00	0	1048.77	1017.00	311.97	0.01	0.30	707.00	851.91	707.00	612.87	0.08	0.72	17.00	0.00	0.00	310.00	341.77	5008928.00	0.32	873.91	877.00	4776	23352	100	XAGE3av2	""	Undefined
2	7	2	10391.00	42462.00	400.00	0	1044.12	980.00	1031.07	0.03	0.99	723.00	886.33	723.00	739.57	0.09	0.83	8.00	0.00	0.02	257.00	321.12	4994028.00	0.21	882.51	873.00	4783	23334	100	CDK4	""	Undefined
2	8	2	10946.00	42459.00	400.00	0	521.70	496.00	214.71	0.02	0.41	676.00	815.88	676.00	471.11	0.08	0.58	0.00	0.00	0.00	-180.00	-154.30	2496338.00	-0.62	591.11	512.00	4785	24283	100	Buffer	""	Undefined
2	1	3	7064.00	43030.00	400.00	0	1825.31	1769.50	500.18	0.01	0.27	734.00	1011.79	734.00	647.72	0.14	0.64	81.00	28.00	0.00	1035.50	1091.31	8721328.00	1.26	1537.00	1585.00	4778	24299	100	Cy5 BSA 5ng/ul	""	Undefined
2	2	3	7619.00	43027.00	400.00	0	1463.86	1187.00	754.95	0.09	0.52	953.00	1400.11	953.00	909.57	0.17	0.65	26.00	6.00	0.00	234.00	510.86	6988473.00	0.07	1754.69	1715.00	4774	23351	100	Cy5 BSA 10ng/ul	""	Undefined
2	3	3	8174.00	43024.00	400.00	0	668.74	618.00	181.34	0.03	0.27	817.00	1188.71	817.00	856.77	0.16	0.72	0.00	0.00	0.00	-199.00	-148.26	3191886.00	-0.61	757.00	722.00	4773	23347	100	Cy5 BSA 15ng/ul	""	Undefined
2	4	3	8729.00	43021.00	400.00	0	1146.91	1083.00	602.48	0.02	0.53	760.00	851.14	760.00	439.80	0.05	0.52	34.00	5.00	0.00	323.00	386.91	5474202.00	0.67	1023.57	997.00	4773	23346	100	CEP290	""	Undefined
2	5	3	9284.00	43018.00	400.00	0	1111.17	1094.50	321.72	0.01	0.29	708.00	870.36	708.00	434.47	0.09	0.50	46.00	2.00	0.00	386.50	403.17	5309193.00	0.55	979.36	952.00	4778	23354	100	CT47.11	""	Undefined
2	6	3	9839.00	43015.00	400.00	0	1134.97	1119.00	530.13	0.01	0.47	750.00	883.27	750.00	557.53	0.07	0.63	28.00	1.00	0.00	369.00	384.97	5421735.00	0.45	1047.35	1018.50	4777	23371	100	DDX53	""	Undefined
2	7	3	10394.00	43012.00	400.00	0	1169.35	1144.00	943.51	0.01	0.81	796.00	935.72	796.00	711.56	0.07	0.76	15.00	1.00	0.00	348.00	373.35	5583645.00	0.33	1007.22	1005.00	4775	23355	100	MAGEA2	""	Undefined
2	8	3	10949.00	43009.00	400.00	0	1040.43	920.00	1747.23	0.05	1.68	748.00	901.31	748.00	450.00	0.08	0.50	15.00	1.00	0.00	172.00	292.43	4965985.00	0.31	921.15	867.50	4773	24287	100	DPPA2	""	Undefined
2	1	4	7067.00	43580.00	400.00	0	1061.55	1000.00	487.61	0.03	0.46	546.00	789.96	546.00	549.18	0.16	0.70	36.00	2.00	0.00	454.00	515.55	5068907.00	0.49	961.68	942.00	4775	24273	100	MAGEA4v4	""	Undefined
2	2	4	7622.00	43577.00	400.00	0	1518.39	1481.00	639.69	0.01	0.42	788.00	1205.59	788.00	933.64	0.18	0.77	30.00	1.00	0.00	693.00	730.39	7270045.00	0.34	1221.38	1295.00	4788	23343	100	MAGEB6	""	Undefined
2	3	4	8177.00	43574.00	400.00	0	1146.80	1069.00	1317.52	0.03	1.15	789.00	1069.95	789.00	936.95	0.13	0.88	1.00	0.00	0.02	280.00	357.80	5480551.00	0.08	910.30	888.00	4779	23340	100	NXF2	""	Undefined
2	4	4	8732.00	43571.00	400.00	0	872.17	705.00	772.15	0.09	0.89	697.00	810.98	697.00	644.22	0.07	0.79	9.00	1.00	0.00	8.00	175.17	4172453.00	0.09	726.10	691.00	4784	23353	100	SYCP1	""	Undefined
