ATF	1.0
29	33
"Checksum_ImageFile=5454d4d34a637061f0b5c30d87100dc7"
"Checksum_ResultFile=258484d3fbac4c00e4b4ca8ed6ed6259"
"Type=GenePix Results 3"
"DateTime=2019/06/09 22:34:07"
"Settings="
"GalFile=C:\Users\user\Desktop\Users\Tobz\PDAC v CP\140619_ModifiedCT100.txt"
"PixelSize=5"
"Wavelengths=635"
"ImageFiles=C:\Users\user\Desktop\Users\Tobz\PDAC v CP\090619_PDAC v CP\NIH054_190609_PDAC V CP.tif 0"
"GrinddingParameters=Find mode = Grid + Spots | Fixed Diameter = Dth | Max position offset (% pitch) = 30"
"QuantificationParameter=S/B border width (pixels) = 2.0 | Background diameter (pitch) = 2.0"
"JpegImage=C:\Users\user\Desktop\Users\Tobz\PDAC v CP\090619_PDAC v CP\NIH054_190609_PDAC V CP.jpg"
"FeatureType=Circular"
"Barcode=BARCODE_READ_ERROR"
"BackgroundSubtraction=LocalFeature"
"Normalization=None"
"ImageOrigin=2060, 25770"
"ImageSize=20520.0, 9690.0"
"JpegOrigin=2400, 26140"
"JpegBrightness=58"
"JpegContrast=21"
"JpegBalance=50"
"Creator=Mapix 8.2.7"
"Scanner=is710IVDal 70LH6_IVD 717015"
"Temperature=27.1"
"Comment="
"Velocity=35 l/s"
"LaserPower=5.0"
"PMTGain=15"
"Block"	"Column"	"Row"	"X"	"Y"	"Dia."	"Flags"	"F635 Mean"	"F635 Median"	"F635 SD"	"F635 |log Mean/Median|"	"F635 CV"	"B635"	"B635 Mean"	"B635 Median"	"B635 SD"	"B635 |log Mean/Median|"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Median - B635"	"F635 Mean - B635"	"F635 Total Intensity"	"SNR 635"	"ExcludedMean 635"	"ExcludedMedian 635"	"F Pixels"	"B Pixels"	"Circularity"	"ID"	"AutoFlag"	"Normalisation"
2	2	1	7792.00	26471.00	400.00	0	899.39	989.50	529.77	0.04	0.59	161.00	406.09	161.00	1034.74	0.40	2.55	33.00	0.00	0.00	828.50	738.39	4297294.00	0.48	528.05	297.00	4778	25787	100	Cy5 BSA 10ng/ul	""	Undefined
2	3	1	8347.00	26472.00	400.00	0	329.13	362.00	134.94	0.04	0.41	159.00	431.67	159.00	2250.29	0.43	5.21	0.00	0.00	0.00	203.00	170.13	1575896.00	-0.05	246.25	180.00	4788	25794	100	Cy5 BSA 15ng/ul	""	Undefined
2	4	1	8902.00	26473.00	400.00	0	1346.96	1176.00	3012.35	0.06	2.24	166.00	551.29	166.00	2404.75	0.52	4.36	1.00	0.00	0.08	1010.00	1180.96	6438464.00	0.33	1648.94	898.50	4780	25792	100	CEP290	""	Undefined
2	5	1	9457.00	26473.00	400.00	0	1364.04	1283.00	2189.08	0.03	1.60	179.00	595.81	179.00	1722.08	0.52	2.89	6.00	1.00	0.06	1104.00	1185.04	6520104.00	0.45	1113.70	1041.50	4780	25788	100	CT47.11	""	Undefined
2	6	1	10012.00	26474.00	400.00	0	1028.01	964.00	1453.08	0.03	1.41	163.00	469.30	163.00	1560.70	0.46	3.33	2.00	0.00	0.02	801.00	865.01	4913866.00	0.36	1009.79	875.00	4780	25773	100	DDX53	""	Undefined
2	7	1	10567.00	26475.00	400.00	0	699.96	657.00	921.44	0.03	1.32	97.00	281.57	97.00	1190.25	0.46	4.23	1.00	0.00	0.00	560.00	602.96	3341589.00	0.35	461.29	563.50	4774	25771	100	MAGEA2	""	Undefined
2	8	1	11122.00	26475.00	400.00	0	364.36	355.50	558.81	0.01	1.53	81.00	165.14	81.00	767.51	0.31	4.65	1.00	0.00	0.00	274.50	283.36	1742365.00	0.26	258.04	190.00	4782	26700	100	DPPA2	""	Undefined
2	1	2	7236.00	27021.00	400.00	0	729.46	669.00	1836.94	0.04	2.52	179.00	524.80	179.00	1314.36	0.47	2.50	1.00	0.00	0.04	490.00	550.46	3487546.00	0.16	492.13	223.50	4781	24277	100	MAGEA4v4	""	Undefined
2	2	2	7791.00	27021.00	400.00	0	1117.61	1148.00	1203.65	0.01	1.08	174.00	488.75	174.00	1076.12	0.45	2.20	41.00	1.00	0.00	974.00	943.61	5344427.00	0.58	902.76	792.00	4782	23349	100	MAGEB6	""	Undefined
2	3	2	8346.00	27022.00	400.00	0	834.96	854.00	584.04	0.01	0.70	168.00	414.62	168.00	2239.02	0.39	5.40	0.00	0.00	0.00	686.00	666.96	3988599.00	0.19	638.81	670.00	4777	23353	100	NXF2	""	Undefined
2	4	2	8901.00	27023.00	400.00	0	732.44	213.00	2758.15	0.54	3.77	168.00	532.82	168.00	2618.56	0.50	4.91	4.00	1.00	0.10	45.00	564.44	3502546.00	0.08	326.65	167.00	4782	23350	100	SYCP1	""	Undefined
2	5	2	9456.00	27023.00	400.00	0	956.83	947.00	1045.52	0.00	1.09	182.00	546.61	182.00	1638.96	0.48	3.00	1.00	0.00	0.00	765.00	774.83	4576538.00	0.25	1068.93	733.50	4783	23349	100	TSSK6	""	Undefined
2	6	2	10011.00	27024.00	400.00	0	891.03	762.00	2504.45	0.07	2.81	170.00	456.72	170.00	1807.45	0.43	3.96	1.00	0.00	0.06	592.00	721.03	4258254.00	0.24	567.42	577.50	4779	23341	100	XAGE3av2	""	Undefined
2	7	2	10566.00	27025.00	400.00	0	825.13	604.50	2544.38	0.14	3.08	99.00	299.45	99.00	1635.22	0.48	5.46	2.00	0.00	0.06	505.50	726.13	3940805.00	0.32	403.07	310.00	4776	23341	100	CDK4	""	Undefined
2	8	2	11121.00	27025.00	400.00	0	82.27	78.00	251.94	0.02	3.06	84.00	182.34	84.00	963.17	0.34	5.28	0.00	0.00	0.00	-6.00	-1.73	393402.00	-0.10	78.40	80.00	4782	24271	100	Buffer	""	Undefined
2	1	3	7236.00	27571.00	400.00	0	627.79	665.00	259.06	0.03	0.41	183.00	459.71	183.00	817.44	0.40	1.78	6.00	0.00	0.00	482.00	444.79	2998966.00	0.21	522.39	628.00	4777	24278	100	Cy5 BSA 5ng/ul	""	Undefined
2	2	3	7791.00	27571.00	400.00	0	935.82	1026.00	504.65	0.04	0.54	175.00	421.59	175.00	1244.43	0.38	2.95	17.00	0.00	0.00	851.00	760.82	4475112.00	0.41	594.12	326.50	4782	23340	100	Cy5 BSA 10ng/ul	""	Undefined
2	3	3	8346.00	27572.00	400.00	0	359.95	388.00	148.83	0.03	0.41	171.00	395.41	171.00	1497.70	0.36	3.79	0.00	0.00	0.00	217.00	188.95	1721270.00	-0.02	257.71	194.00	4782	23345	100	Cy5 BSA 15ng/ul	""	Undefined
2	4	3	8901.00	27573.00	400.00	0	1175.55	1169.00	998.90	0.00	0.85	171.00	507.34	171.00	1752.66	0.47	3.45	2.00	0.00	0.00	998.00	1004.55	5622675.00	0.38	781.51	993.00	4783	23340	100	CEP290	""	Undefined
2	5	3	9456.00	27573.00	400.00	0	1395.96	1356.00	1446.30	0.01	1.04	186.00	574.30	186.00	1382.59	0.49	2.41	31.00	0.00	0.00	1170.00	1209.96	6668488.00	0.59	980.87	1087.50	4777	23351	100	CT47.11	""	Undefined
2	6	3	10011.00	27574.00	400.00	0	1215.87	1154.00	1323.03	0.02	1.09	178.00	509.92	178.00	1697.26	0.46	3.33	2.00	0.00	0.00	976.00	1037.87	5810623.00	0.42	887.41	1005.50	4779	23352	100	DDX53	""	Undefined
2	7	3	10566.00	27575.00	400.00	0	994.17	889.00	1462.49	0.05	1.47	119.00	369.70	119.00	1761.32	0.49	4.76	1.00	0.00	0.02	770.00	875.17	4743164.00	0.35	687.56	774.50	4771	23365	100	MAGEA2	""	Undefined
2	8	3	11121.00	27575.00	400.00	0	425.62	393.00	594.07	0.03	1.40	99.00	186.82	99.00	683.01	0.28	3.66	2.00	0.00	0.00	294.00	326.62	2034038.00	0.35	326.45	293.00	4779	24276	100	DPPA2	""	Undefined
2	1	4	7235.00	28121.00	400.00	0	743.51	688.00	1175.69	0.03	1.58	183.00	516.85	183.00	1320.82	0.45	2.56	1.00	0.00	0.00	505.00	560.51	3548782.00	0.17	587.11	471.00	4773	24288	100	MAGEA4v4	""	Undefined
2	2	4	7790.00	28121.00	400.00	0	1194.71	1195.00	1388.67	0.00	1.16	183.00	540.51	183.00	1995.58	0.47	3.69	1.00	0.00	0.02	1012.00	1011.71	5709532.00	0.33	991.83	948.00	4779	23337	100	MAGEB6	""	Undefined
2	3	4	8345.00	28122.00	400.00	0	892.77	870.00	731.26	0.01	0.82	177.00	383.55	177.00	1752.70	0.34	4.57	0.00	0.00	0.00	693.00	715.77	4266565.00	0.29	586.28	662.00	4779	23338	100	NXF2	""	Undefined
2	4	4	8900.00	28123.00	400.00	0	519.58	276.00	1825.33	0.27	3.51	173.00	426.50	173.00	1424.29	0.39	3.34	3.00	1.00	0.02	103.00	346.58	2482029.00	0.07	217.09	180.00	4777	23347	100	SYCP1	""	Undefined
2	5	4	9455.00	28123.00	400.00	0	1015.07	960.00	1491.75	0.02	1.47	186.00	536.70	186.00	1611.78	0.46	3.00	1.00	0.00	0.00	774.00	829.07	4846955.00	0.30	657.18	765.00	4775	23349	100	TSSK6	""	Undefined
