ATF	1.0
29	33
"Checksum_ImageFile=920a90591d51760e99ca41d31630e738"
"Checksum_ResultFile=58cbc182f6e825095484551a2fdbad0a"
"Type=GenePix Results 3"
"DateTime=2019/06/09 19:35:34"
"Settings="
"GalFile=C:\Users\user\Desktop\Users\Tobz\PDAC v CP\140619_ModifiedCT100.txt"
"PixelSize=5"
"Wavelengths=635"
"ImageFiles=C:\Users\user\Desktop\Users\Tobz\PDAC v CP\090619_PDAC v CP\NIH016_190609_PDAC V CP.tif 0"
"GrinddingParameters=Find mode = Grid + Spots | Fixed Diameter = Dth | Max position offset (% pitch) = 30"
"QuantificationParameter=S/B border width (pixels) = 2.0 | Background diameter (pitch) = 2.0"
"JpegImage=C:\Users\user\Desktop\Users\Tobz\PDAC v CP\090619_PDAC v CP\NIH016_190609_PDAC V CP.jpg"
"FeatureType=Circular"
"Barcode=BARCODE_READ_ERROR"
"BackgroundSubtraction=LocalFeature"
"Normalization=None"
"ImageOrigin=2000, 56940"
"ImageSize=19620.0, 10860.0"
"JpegOrigin=2365, 57610"
"JpegBrightness=22"
"JpegContrast=34"
"JpegBalance=50"
"Creator=Mapix 8.2.7"
"Scanner=is710IVDal 70LH6_IVD 717015"
"Temperature=27.1"
"Comment="
"Velocity=35 l/s"
"LaserPower=5.0"
"PMTGain=15"
"Block"	"Column"	"Row"	"X"	"Y"	"Dia."	"Flags"	"F635 Mean"	"F635 Median"	"F635 SD"	"F635 |log Mean/Median|"	"F635 CV"	"B635"	"B635 Mean"	"B635 Median"	"B635 SD"	"B635 |log Mean/Median|"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Median - B635"	"F635 Mean - B635"	"F635 Total Intensity"	"SNR 635"	"ExcludedMean 635"	"ExcludedMedian 635"	"F Pixels"	"B Pixels"	"Circularity"	"ID"	"AutoFlag"	"Normalisation"
1	4	3	4362.00	59042.00	400.00	0	3999.35	3946.00	637.50	0.01	0.16	496.00	1025.83	496.00	1259.74	0.32	1.23	100.00	95.00	0.00	3450.00	3503.35	19128864.00	2.36	3777.64	3674.00	4783	23347	100	COL6A1	""	Undefined
1	5	3	4917.00	59040.00	400.00	0	4240.25	4163.00	856.45	0.01	0.20	489.00	1133.65	489.00	1424.93	0.37	1.26	100.00	97.00	0.00	3674.00	3751.25	20276838.00	2.18	4068.56	4078.00	4782	23349	100	CT62	""	Undefined
1	6	3	5472.00	59039.00	400.00	0	4870.83	4761.00	1115.73	0.01	0.23	530.00	1273.10	530.00	1666.09	0.38	1.31	100.00	94.00	0.00	4231.00	4340.83	23277596.00	2.16	4685.31	4566.00	4779	23342	100	DSCR8/MMA1	""	Undefined
1	7	3	6027.00	59038.00	400.00	0	5981.94	5782.50	2259.13	0.01	0.38	579.00	1226.72	579.00	1751.02	0.33	1.43	100.00	99.00	0.08	5203.50	5402.94	28605536.00	2.72	5879.38	5592.50	4782	23348	100	MAGEA3	""	Undefined
1	8	3	6582.00	59036.00	400.00	0	4333.80	3823.00	2137.14	0.05	0.49	623.00	1067.86	623.00	1618.19	0.23	1.52	99.00	48.00	0.04	3200.00	3710.80	20728604.00	2.02	3284.01	3269.50	4783	24278	100	SOX1	""	Undefined
1	1	4	2698.00	59596.00	400.00	0	2863.51	2679.00	2465.57	0.03	0.86	480.00	857.77	480.00	1175.97	0.25	1.37	99.00	37.00	0.08	2199.00	2383.51	13696147.00	1.71	2117.49	2371.00	4783	25775	100	MAGEA5	""	Undefined
1	2	4	3253.00	59595.00	400.00	0	2560.28	2460.00	1612.22	0.02	0.63	511.00	949.02	511.00	935.73	0.27	0.99	100.00	57.00	0.04	1949.00	2049.28	12225336.00	1.72	2149.88	2245.00	4775	23355	100	MART-1	""	Undefined
1	3	4	3808.00	59593.00	400.00	0	2621.15	2563.00	435.44	0.01	0.17	513.00	826.23	513.00	775.19	0.21	0.94	100.00	98.00	0.00	2050.00	2108.15	12534352.00	2.32	2524.92	2479.00	4782	23350	100	NY-CO-45	""	Undefined
1	4	4	4363.00	59592.00	400.00	0	3264.02	3208.00	1143.18	0.01	0.35	494.00	1015.85	494.00	1080.20	0.31	1.06	100.00	90.00	0.02	2714.00	2770.02	15602039.00	2.08	3006.89	2907.00	4780	23343	100	THEG	""	Undefined
1	5	4	4918.00	59590.00	400.00	0	3582.04	3547.00	495.81	0.00	0.14	497.00	1090.36	497.00	1276.31	0.34	1.17	100.00	83.00	0.00	3050.00	3085.04	17125708.00	1.95	3437.84	3338.00	4781	23339	100	TYR	""	Undefined
1	6	4	5473.00	59589.00	400.00	0	3525.55	3462.00	734.48	0.01	0.21	549.00	1062.14	549.00	1303.19	0.29	1.23	100.00	69.00	0.00	2913.00	2976.55	16838028.00	1.89	3595.02	3454.50	4776	23357	100	ZNF165	""	Undefined
1	7	4	6028.00	59588.00	400.00	0	608.09	584.00	438.11	0.02	0.72	559.00	956.28	559.00	1494.49	0.23	1.56	0.00	0.00	0.00	25.00	49.09	2908475.00	-0.23	564.15	558.00	4783	23340	100	CDK7	""	Undefined
1	8	4	6583.00	59586.00	400.00	0	492.10	493.00	112.78	0.00	0.23	591.00	849.10	591.00	1406.36	0.16	1.66	0.00	0.00	0.00	-98.00	-98.90	2352724.00	-0.25	478.16	481.00	4781	24279	100	Buffer	""	Undefined
1	1	5	2700.00	60146.00	400.00	0	1051.79	1076.00	1051.71	0.01	1.00	465.00	741.59	465.00	644.84	0.20	0.87	43.00	0.00	0.02	611.00	586.79	5021266.00	0.48	1065.90	1147.00	4774	25786	100	Cy5 BSA 5ng/ul	""	Undefined
1	2	5	3255.00	60145.00	400.00	0	2478.32	2992.00	1317.64	0.08	0.53	494.00	844.56	494.00	992.82	0.23	1.18	62.00	58.00	0.00	2498.00	1984.32	11838915.00	1.65	2629.78	3006.00	4777	23377	100	Cy5 BSA 10ng/ul	""	Undefined
1	3	5	3810.00	60143.00	400.00	0	451.21	425.00	774.64	0.03	1.72	506.00	871.58	506.00	1089.92	0.24	1.25	0.00	0.00	0.00	-81.00	-54.79	2151350.00	-0.39	463.34	499.00	4768	23356	100	Cy5 BSA 15ng/ul	""	Undefined
1	4	5	4365.00	60142.00	400.00	0	4199.09	4091.00	1032.76	0.01	0.25	498.00	1060.99	498.00	1282.10	0.33	1.21	100.00	96.00	0.00	3593.00	3701.09	20042220.00	2.45	3891.36	3850.00	4773	23358	100	COL6A1	""	Undefined
1	5	5	4920.00	60140.00	400.00	0	4526.70	4473.00	777.11	0.01	0.17	520.00	1259.53	520.00	1591.13	0.38	1.26	100.00	85.00	0.00	3953.00	4006.70	21578698.00	2.05	4580.21	4477.00	4767	23359	100	CT62	""	Undefined
1	6	5	5475.00	60139.00	400.00	0	5713.95	5595.00	1118.51	0.01	0.20	583.00	1451.68	583.00	1959.54	0.40	1.35	100.00	91.00	0.00	5012.00	5130.95	27266840.00	2.18	5686.49	5511.50	4772	23372	100	DSCR8/MMA1	""	Undefined
1	7	5	6030.00	60138.00	400.00	0	7143.39	7099.00	1206.34	0.00	0.17	586.00	1480.34	586.00	2284.12	0.40	1.54	100.00	96.00	0.00	6513.00	6557.39	34095208.00	2.48	6762.91	6737.00	4773	23352	100	MAGEA3	""	Undefined
1	8	5	6585.00	60136.00	400.00	0	3676.90	3566.00	772.63	0.01	0.21	605.00	1168.00	605.00	2027.50	0.29	1.74	97.00	7.00	0.00	2961.00	3071.90	17549840.00	1.24	3941.26	3537.00	4773	24293	100	SOX1	""	Undefined
1	1	6	2701.00	60696.00	400.00	0	3196.12	3023.00	2466.91	0.02	0.77	429.00	968.97	429.00	1375.93	0.35	1.42	98.00	36.00	0.06	2594.00	2767.12	15287028.00	1.62	2614.29	2717.00	4783	25774	100	MAGEA5	""	Undefined
1	2	6	3256.00	60695.00	400.00	0	2665.71	2617.00	416.82	0.01	0.16	465.00	966.62	465.00	1172.86	0.32	1.21	99.00	33.00	0.00	2152.00	2200.71	12728755.00	1.45	2601.32	2503.00	4775	23359	100	MART-1	""	Undefined
1	3	6	3811.00	60693.00	400.00	0	3070.75	3003.50	547.79	0.01	0.18	491.00	1035.24	491.00	1575.33	0.32	1.52	99.00	13.00	0.00	2512.50	2579.75	14684310.00	1.29	3158.37	3098.50	4782	23347	100	NY-CO-45	""	Undefined
1	4	6	4366.00	60692.00	400.00	0	3955.93	3808.00	1663.70	0.02	0.42	501.00	1171.32	501.00	1632.64	0.37	1.39	100.00	51.00	0.04	3307.00	3454.93	18909336.00	1.71	3834.05	3838.50	4780	23342	100	THEG	""	Undefined
1	5	6	4921.00	60690.00	400.00	0	4507.35	4441.00	733.53	0.01	0.16	558.00	1282.73	558.00	1727.44	0.36	1.35	100.00	73.00	0.00	3883.00	3949.35	21549592.00	1.87	4551.80	4217.00	4781	23350	100	TYR	""	Undefined
1	6	6	5476.00	60689.00	400.00	0	4180.84	4071.50	1100.64	0.01	0.26	583.00	1295.52	583.00	1786.14	0.35	1.38	100.00	45.00	0.00	3488.50	3597.84	19967624.00	1.62	3976.24	3795.00	4776	23347	100	ZNF165	""	Undefined
1	7	6	6031.00	60688.00	400.00	0	4997.71	4700.00	2556.40	0.03	0.51	575.00	1264.83	575.00	1994.61	0.34	1.58	100.00	56.00	0.06	4125.00	4422.71	23904012.00	1.87	4761.93	4290.00	4783	23343	100	BAGE4	""	Undefined
1	8	6	6586.00	60686.00	400.00	0	531.95	477.00	1324.79	0.05	2.49	598.00	880.81	598.00	1281.01	0.17	1.45	0.00	0.00	0.02	-121.00	-66.05	2543254.00	-0.27	482.93	485.00	4781	24278	100	Buffer	""	Undefined
1	1	7	2702.00	61246.00	400.00	0	3702.37	3603.00	2333.73	0.01	0.63	417.00	932.36	417.00	1489.88	0.35	1.60	97.00	62.00	0.08	3186.00	3285.37	17701032.00	1.86	2646.73	3152.00	4781	25782	100	p53 M133T	""	Undefined
1	2	7	3257.00	61245.00	400.00	0	437.95	425.00	112.35	0.01	0.26	438.00	892.78	438.00	1094.57	0.31	1.23	0.00	0.00	0.00	-13.00	-0.05	2091203.00	-0.42	562.00	431.00	4775	23336	100	CDK7	""	Undefined
1	3	7	3812.00	61243.00	400.00	0	3521.08	3430.00	1127.95	0.01	0.32	478.00	1205.90	478.00	2074.27	0.40	1.72	99.00	2.00	0.00	2952.00	3043.08	16841336.00	1.12	3239.09	3321.50	4783	23342	100	p53 M133T	""	Undefined
1	4	7	4367.00	61242.00	400.00	0	4616.16	4450.00	1774.13	0.02	0.38	504.00	1214.54	504.00	2022.95	0.38	1.67	100.00	45.00	0.02	3946.00	4112.16	22079008.00	1.68	4333.35	4254.00	4783	23344	100	BAGE4	""	Undefined
1	5	7	4922.00	61240.00	400.00	0	3158.20	3066.00	850.64	0.01	0.27	548.00	1187.34	548.00	1617.21	0.34	1.36	99.00	9.00	0.00	2518.00	2610.20	15102523.00	1.22	3153.03	3094.00	4782	23349	100	p53 M133T	""	Undefined
1	6	7	5477.00	61239.00	400.00	0	4268.93	4181.00	909.11	0.01	0.21	533.00	1038.59	533.00	1311.46	0.29	1.26	100.00	98.00	0.00	3648.00	3735.93	20401184.00	2.46	4060.73	3945.50	4779	23347	100	BAGE4	""	Undefined
1	7	7	6032.00	61238.00	400.00	-75	536.30	517.00	186.99	0.02	0.35	528.00	834.69	528.00	1359.00	0.20	1.63	0.00	0.00	0.00	-11.00	8.30	2565146.00	-0.22	1037.53	510.00	4783	23345	100	empty	""	Undefined
1	8	7	6587.00	61236.00	400.00	-75	614.77	599.00	363.69	0.01	0.59	566.00	639.82	566.00	596.83	0.05	0.93	0.00	0.00	0.00	33.00	48.77	2939846.00	-0.04	615.33	599.00	4782	24278	100	empty	""	Undefined
1	1	8	2704.00	61796.00	400.00	0	4333.90	4018.00	3549.53	0.03	0.82	429.00	959.06	429.00	1411.23	0.35	1.47	97.00	86.00	0.19	3589.00	3904.90	20711688.00	2.39	2874.29	3189.00	4779	27269	100	ACVR2A	""	Undefined
1	2	8	3259.00	61795.00	400.00	0	3292.56	3170.00	1714.39	0.02	0.52	475.00	1127.70	475.00	1954.72	0.38	1.73	94.00	3.00	0.02	2695.00	2817.56	15728576.00	1.11	2835.76	2724.00	4777	24850	100	PIM1	""	Undefined
1	3	8	3814.00	61793.00	400.00	0	4218.17	4041.00	1914.92	0.02	0.45	500.00	1016.94	500.00	1791.39	0.31	1.76	99.00	47.00	0.04	3541.00	3718.17	20158580.00	1.79	3949.30	3443.00	4779	24831	100	ACVR2A	""	Undefined
1	4	8	4369.00	61792.00	400.00	0	3265.20	3103.00	1588.27	0.02	0.49	507.00	1055.73	507.00	1792.36	0.32	1.70	99.00	4.00	0.04	2596.00	2758.20	15597874.00	1.23	3258.87	3042.00	4777	24836	100	PIM1	""	Undefined
1	5	8	4924.00	61790.00	400.00	0	3850.79	3727.00	1316.79	0.01	0.34	533.00	1217.54	533.00	1986.92	0.36	1.63	99.00	11.00	0.02	3194.00	3317.79	18391396.00	1.33	3652.10	3514.00	4776	24845	100	ACVR2A	""	Undefined
1	6	8	5479.00	61789.00	400.00	0	3126.83	2966.00	1346.48	0.02	0.43	545.00	1165.74	545.00	1453.91	0.33	1.25	99.00	25.00	0.00	2421.00	2581.83	14939994.00	1.35	3030.15	2996.00	4778	24847	100	PIM1	""	Undefined
1	7	8	6034.00	61788.00	400.00	-75	585.12	537.00	1157.23	0.04	1.98	529.00	923.97	529.00	1434.03	0.24	1.55	0.00	0.00	0.00	8.00	56.12	2795713.00	-0.24	535.24	532.00	4778	24836	100	empty	""	Undefined
1	8	8	6589.00	61786.00	400.00	-75	569.22	525.00	1149.63	0.04	2.02	536.00	601.66	536.00	630.42	0.05	1.05	0.00	0.00	0.02	-11.00	33.22	2719175.00	-0.05	516.05	506.00	4777	25763	100	empty	""	Undefined
2	1	1	7194.00	57934.00	400.00	0	1038.78	984.00	408.02	0.02	0.39	607.00	808.35	607.00	995.34	0.12	1.23	3.00	0.00	0.00	377.00	431.78	4952882.00	0.23	1196.25	1153.00	4768	26727	100	Cy5 BSA 5ng/ul	""	Undefined
2	2	1	7749.00	57933.00	400.00	0	927.56	754.00	474.03	0.09	0.51	608.00	1049.03	608.00	1978.39	0.24	1.89	0.00	0.00	0.00	146.00	319.56	4438382.00	-0.06	1202.12	1302.00	4785	25778	100	Cy5 BSA 10ng/ul	""	Undefined
2	3	1	8304.00	57932.00	400.00	0	419.08	375.00	1090.73	0.05	2.60	603.00	897.61	603.00	1649.41	0.17	1.84	0.00	0.00	0.02	-228.00	-183.92	2003619.00	-0.29	450.09	431.00	4781	25778	100	Cy5 BSA 15ng/ul	""	Undefined
2	4	1	8859.00	57930.00	400.00	0	3131.35	2927.00	2310.78	0.03	0.74	586.00	931.29	586.00	1528.01	0.20	1.64	88.00	21.00	0.06	2341.00	2545.35	14952181.00	1.44	2579.47	2793.00	4775	25785	100	CEP290	""	Undefined
2	5	1	9414.00	57929.00	400.00	0	3646.87	3442.00	1984.26	0.03	0.54	638.00	1324.84	638.00	2051.50	0.32	1.55	90.00	8.00	0.04	2804.00	3008.87	17424764.00	1.13	2791.80	3101.00	4778	25788	100	CT47.11	""	Undefined
2	6	1	9969.00	57927.00	400.00	0	4373.50	4154.00	2193.64	0.02	0.50	687.00	1540.12	687.00	2167.66	0.35	1.41	95.00	19.00	0.02	3467.00	3686.50	20909676.00	1.31	3429.88	3930.00	4781	25780	100	DDX53	""	Undefined
2	7	1	10524.00	57926.00	400.00	0	4191.92	3927.00	2968.78	0.03	0.71	671.00	1639.51	671.00	2378.64	0.39	1.45	86.00	7.00	0.08	3256.00	3520.92	20024812.00	1.07	3222.73	3600.50	4777	25789	100	MAGEA2	""	Undefined
2	8	1	11079.00	57924.00	400.00	0	2294.85	2171.00	1817.69	0.02	0.79	645.00	1271.86	645.00	2048.88	0.29	1.61	18.00	1.00	0.04	1526.00	1649.85	10953296.00	0.50	1574.49	1723.50	4773	26727	100	DPPA2	""	Undefined
2	1	2	7195.00	58484.00	400.00	0	2449.34	2284.00	1335.59	0.03	0.55	642.00	990.87	642.00	1689.88	0.19	1.71	46.00	1.00	0.02	1642.00	1807.34	11690715.00	0.86	2241.00	2106.00	4773	24300	100	MAGEA4v4	""	Undefined
2	2	2	7750.00	58483.00	400.00	0	8121.45	7740.00	2918.20	0.02	0.36	665.00	1871.61	665.00	3375.48	0.45	1.80	99.00	56.00	0.08	7075.00	7456.45	38787852.00	1.85	9451.96	8717.00	4776	23352	100	MAGEB6	""	Undefined
2	3	2	8305.00	58482.00	400.00	0	3753.81	3430.00	2290.33	0.04	0.61	639.00	1742.43	639.00	3205.10	0.44	1.84	31.00	2.00	0.06	2791.00	3114.81	17939468.00	0.63	3456.14	2939.50	4779	23346	100	NXF2	""	Undefined
2	4	2	8860.00	58480.00	400.00	0	1392.27	737.00	1857.79	0.28	1.33	601.00	1104.14	601.00	1668.63	0.26	1.51	17.00	7.00	0.00	136.00	791.27	6652267.00	0.17	687.79	610.00	4778	23366	100	SYCP1	""	Undefined
2	5	2	9415.00	58479.00	400.00	0	3737.32	3499.00	2485.68	0.03	0.67	611.00	1290.24	611.00	2151.08	0.32	1.67	88.00	6.00	0.08	2888.00	3126.32	17845704.00	1.14	2864.79	3047.00	4775	23362	100	TSSK6	""	Undefined
2	6	2	9970.00	58477.00	400.00	0	3428.25	3285.00	1951.79	0.02	0.57	673.00	1651.58	673.00	2252.16	0.39	1.36	66.00	3.00	0.04	2612.00	2755.25	16387027.00	0.79	2464.19	2799.00	4780	23350	100	XAGE3av2	""	Undefined
2	7	2	10525.00	58476.00	400.00	0	3155.81	3017.00	1469.56	0.02	0.47	676.00	1790.54	676.00	2285.66	0.42	1.28	52.00	3.00	0.00	2341.00	2479.81	15081619.00	0.60	2542.62	2640.50	4779	23346	100	CDK4	""	Undefined
2	8	2	11080.00	58474.00	400.00	0	534.70	496.00	364.21	0.03	0.68	697.00	1599.21	697.00	2361.67	0.36	1.48	0.00	0.00	0.00	-201.00	-162.30	2553715.00	-0.45	613.60	519.50	4776	24293	100	Buffer	""	Undefined
2	1	3	7197.00	59034.00	400.00	0	1600.22	1583.00	441.65	0.00	0.28	667.00	993.75	667.00	1119.35	0.17	1.13	32.00	0.00	0.00	916.00	933.22	7639473.00	0.54	1893.86	1821.00	4774	24274	100	Cy5 BSA 5ng/ul	""	Undefined
2	2	3	7752.00	59033.00	400.00	0	1611.91	1598.00	902.07	0.00	0.56	648.00	1720.03	648.00	3219.79	0.42	1.87	0.00	0.00	0.00	950.00	963.91	7709759.00	-0.03	1871.77	2192.50	4783	23349	100	Cy5 BSA 10ng/ul	""	Undefined
2	3	3	8307.00	59032.00	400.00	0	408.26	360.00	276.59	0.05	0.68	634.00	1308.89	634.00	2241.90	0.31	1.71	0.00	0.00	0.00	-274.00	-225.74	1951878.00	-0.40	480.59	478.00	4781	23346	100	Cy5 BSA 15ng/ul	""	Undefined
2	4	3	8862.00	59030.00	400.00	0	3776.96	3302.00	4915.45	0.06	1.30	593.00	1022.71	593.00	1262.61	0.24	1.23	93.00	57.00	0.42	2709.00	3183.96	18050112.00	2.18	2617.77	3002.00	4779	23349	100	CEP290	""	Undefined
2	5	3	9417.00	59029.00	400.00	0	3950.00	3493.50	4578.23	0.05	1.16	607.00	1450.03	607.00	1947.02	0.38	1.34	93.00	11.00	0.44	2886.50	3343.00	18881020.00	1.28	2646.25	3041.00	4780	23351	100	CT47.11	""	Undefined
2	6	3	9972.00	59027.00	400.00	0	4379.51	4287.50	2051.05	0.01	0.47	660.00	1708.22	660.00	2286.06	0.41	1.34	93.00	17.00	0.02	3627.50	3719.51	20942788.00	1.17	3305.52	3865.00	4782	23346	100	DDX53	""	Undefined
2	7	3	10527.00	59026.00	400.00	0	3694.30	3598.50	2010.87	0.01	0.54	676.00	1815.09	676.00	2268.55	0.43	1.25	84.00	4.00	0.04	2922.50	3018.30	17673528.00	0.83	2832.98	3152.00	4784	23343	100	MAGEA2	""	Undefined
2	8	3	11082.00	59024.00	400.00	0	2478.49	2360.00	1047.71	0.02	0.42	709.00	1410.74	709.00	1747.75	0.30	1.24	45.00	2.00	0.00	1651.00	1769.49	11834783.00	0.61	1813.87	1930.00	4775	24268	100	DPPA2	""	Undefined
2	1	4	7198.00	59584.00	400.00	0	2485.36	2332.00	1428.03	0.03	0.57	631.00	1055.77	631.00	1406.68	0.22	1.33	70.00	5.00	0.02	1701.00	1854.36	11857672.00	1.02	2153.49	2148.00	4771	24286	100	MAGEA4v4	""	Undefined
2	2	4	7753.00	59583.00	400.00	0	8769.11	8223.00	2858.02	0.03	0.33	675.00	2050.80	675.00	3525.66	0.48	1.72	100.00	63.00	0.02	7548.00	8094.11	41924936.00	1.91	7776.65	8019.50	4781	23348	100	MAGEB6	""	Undefined
