ATF	1.0
29	33
"Checksum_ImageFile=e92aa0e1aa6b073d6c523bfaaf6d188e"
"Checksum_ResultFile=320132293d26f8ed9029099807e2677a"
"Type=GenePix Results 3"
"DateTime=2019/06/13 18:54:52"
"Settings="
"GalFile=C:\Users\user\Desktop\Users\Tobz\PDAC v CP\140619_ModifiedCT100.txt"
"PixelSize=5"
"Wavelengths=635"
"ImageFiles=C:\Users\user\Desktop\Users\Tobz\PDAC v CP\130619_PDAC v CP\NIH187_190613_PDAC V CP.tif 0"
"GrinddingParameters=Find mode = Grid + Spots | Fixed Diameter = Dth | Max position offset (% pitch) = 30"
"QuantificationParameter=S/B border width (pixels) = 2.0 | Background diameter (pitch) = 2.0"
"JpegImage=C:\Users\user\Desktop\Users\Tobz\PDAC v CP\130619_PDAC v CP\NIH187_190613_PDAC V CP.jpg"
"FeatureType=Circular"
"Barcode=BARCODE_READ_ERROR"
"BackgroundSubtraction=LocalFeature"
"Normalization=None"
"ImageOrigin=2120, 24990"
"ImageSize=20640.0, 10980.0"
"JpegOrigin=2785, 25780"
"JpegBrightness=23"
"JpegContrast=42"
"JpegBalance=50"
"Creator=Mapix 8.2.7"
"Scanner=is710IVDal 70LH6_IVD 717015"
"Temperature=25.3"
"Comment="
"Velocity=35 l/s"
"LaserPower=5.0"
"PMTGain=15"
"Block"	"Column"	"Row"	"X"	"Y"	"Dia."	"Flags"	"F635 Mean"	"F635 Median"	"F635 SD"	"F635 |log Mean/Median|"	"F635 CV"	"B635"	"B635 Mean"	"B635 Median"	"B635 SD"	"B635 |log Mean/Median|"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Median - B635"	"F635 Mean - B635"	"F635 Total Intensity"	"SNR 635"	"ExcludedMean 635"	"ExcludedMedian 635"	"F Pixels"	"B Pixels"	"Circularity"	"ID"	"AutoFlag"	"Normalisation"
1	1	4	3128.00	27777.00	400.00	0	1689.26	1723.00	526.35	0.01	0.31	185.00	336.74	185.00	752.38	0.26	2.23	93.00	55.00	0.00	1538.00	1504.26	8079734.00	1.80	1048.74	1248.00	4783	25776	100	MAGEA5	""	Undefined
1	2	4	3683.00	27775.00	400.00	0	870.76	821.00	712.49	0.03	0.82	159.00	477.32	159.00	1273.81	0.48	2.67	0.00	0.00	0.00	662.00	711.76	4156147.00	0.31	587.89	685.00	4773	23355	100	MART-1	""	Undefined
1	3	4	4238.00	27772.00	400.00	0	788.20	781.00	398.67	0.00	0.51	125.00	374.43	125.00	944.27	0.48	2.52	3.00	0.00	0.00	656.00	663.20	3768398.00	0.44	501.33	602.00	4781	23346	100	NY-CO-45	""	Undefined
1	4	4	4793.00	27769.00	400.00	0	1637.66	1396.00	1198.68	0.07	0.73	226.00	503.21	226.00	1121.73	0.35	2.23	53.00	12.00	0.00	1170.00	1411.66	7831307.00	1.01	1069.97	996.00	4782	23341	100	THEG	""	Undefined
1	5	4	5348.00	27766.00	400.00	0	1405.07	1272.00	1065.07	0.04	0.76	190.00	441.41	190.00	850.83	0.37	1.93	78.00	10.00	0.00	1082.00	1215.07	6719031.00	1.13	957.83	1042.50	4782	23353	100	TYR	""	Undefined
1	6	4	5902.00	27763.00	400.00	0	1099.08	1168.00	514.43	0.03	0.47	149.00	340.20	149.00	533.22	0.36	1.57	87.00	39.00	0.00	1019.00	950.08	5255785.00	1.42	733.11	978.00	4782	23344	100	ZNF165	""	Undefined
1	7	4	6457.00	27760.00	400.00	0	153.77	145.00	85.44	0.03	0.56	144.00	271.85	144.00	464.90	0.28	1.71	0.00	0.00	0.00	1.00	9.77	733964.00	-0.25	161.09	145.00	4773	23353	100	CDK7	""	Undefined
1	8	4	7012.00	27757.00	400.00	0	134.32	130.00	52.77	0.01	0.39	140.00	286.56	140.00	607.19	0.31	2.12	0.00	0.00	0.00	-10.00	-5.68	642471.00	-0.25	136.95	134.00	4783	24275	100	Buffer	""	Undefined
1	1	5	3131.00	28327.00	400.00	0	4091.95	4064.00	511.30	0.00	0.12	191.00	392.71	191.00	751.29	0.31	1.91	100.00	100.00	0.00	3873.00	3900.95	19567656.00	4.92	3602.48	3579.50	4782	25766	100	Cy5 BSA 5ng/ul	""	Undefined
1	2	5	3686.00	28324.00	400.00	0	8300.31	8348.00	1079.36	0.00	0.13	166.00	718.66	166.00	1858.33	0.64	2.59	100.00	99.00	0.00	8182.00	8134.31	39559100.00	4.08	6751.41	7541.00	4766	23365	100	Cy5 BSA 10ng/ul	""	Undefined
1	3	5	4241.00	28322.00	400.00	0	3005.61	2970.00	1229.18	0.01	0.41	129.00	660.43	129.00	1786.50	0.71	2.71	95.00	9.00	0.02	2841.00	2876.61	14369838.00	1.31	2036.65	2509.00	4781	23344	100	Cy5 BSA 15ng/ul	""	Undefined
1	4	5	4796.00	28319.00	400.00	0	1777.17	1567.00	1402.19	0.05	0.79	271.00	537.07	271.00	1103.81	0.30	2.06	66.00	12.00	0.02	1296.00	1506.17	8489561.00	1.12	1327.23	1244.00	4777	23347	100	COL6A1	""	Undefined
1	5	5	5351.00	28316.00	400.00	0	1645.58	1503.00	980.20	0.04	0.60	205.00	449.54	205.00	971.05	0.34	2.16	82.00	15.00	0.00	1298.00	1440.58	7860926.00	1.23	1274.73	1266.00	4777	23347	100	CT62	""	Undefined
1	6	5	5906.00	28313.00	400.00	0	1514.92	1572.00	620.79	0.02	0.41	145.00	352.28	145.00	529.42	0.39	1.50	88.00	85.00	0.00	1427.00	1369.92	7242837.00	2.20	922.23	1184.00	4781	23336	100	DSCR8/MMA1	""	Undefined
1	7	5	6460.00	28310.00	400.00	0	1703.65	1780.00	995.38	0.02	0.58	141.00	339.60	141.00	553.48	0.38	1.63	85.00	83.00	0.00	1639.00	1562.65	8121302.00	2.46	1033.50	358.00	4767	23367	100	MAGEA3	""	Undefined
1	8	5	7015.00	28307.00	400.00	0	636.08	678.00	363.31	0.03	0.57	135.00	387.62	135.00	823.51	0.46	2.12	9.00	0.00	0.00	543.00	501.08	3041113.00	0.30	443.65	178.50	4781	24276	100	SOX1	""	Undefined
1	1	6	3134.00	28877.00	400.00	0	2047.53	1980.00	1440.03	0.01	0.70	186.00	354.01	186.00	1106.34	0.28	3.13	96.00	13.00	0.02	1794.00	1861.53	9791277.00	1.53	1230.94	1503.00	4782	25773	100	MAGEA5	""	Undefined
1	2	6	3689.00	28874.00	400.00	0	963.60	908.00	1090.74	0.03	1.13	164.00	424.71	164.00	1439.77	0.41	3.39	1.00	0.00	0.02	744.00	799.60	4593473.00	0.37	706.20	796.00	4767	23362	100	MART-1	""	Undefined
1	3	6	4244.00	28871.00	400.00	0	1112.06	987.00	760.35	0.05	0.68	166.00	394.61	166.00	930.32	0.38	2.36	33.00	3.00	0.00	821.00	946.06	5316773.00	0.77	753.06	817.50	4781	23336	100	NY-CO-45	""	Undefined
1	4	6	4799.00	28868.00	400.00	0	1584.84	1374.00	1368.08	0.06	0.86	325.00	547.31	325.00	961.17	0.23	1.76	56.00	12.00	0.00	1049.00	1259.84	7570757.00	1.08	1332.76	1258.00	4777	23348	100	THEG	""	Undefined
1	5	6	5354.00	28866.00	400.00	0	1729.20	1416.00	1506.11	0.09	0.87	255.00	501.30	255.00	876.61	0.29	1.75	73.00	20.00	0.00	1161.00	1474.20	8262139.00	1.40	1064.25	1096.00	4778	23348	100	TYR	""	Undefined
1	6	6	5909.00	28863.00	400.00	0	1159.33	1168.00	1084.87	0.00	0.94	135.00	319.45	135.00	454.81	0.37	1.42	88.00	71.00	0.02	1033.00	1024.33	5545059.00	1.85	747.43	916.50	4783	23347	100	ZNF165	""	Undefined
1	7	6	6464.00	28860.00	400.00	0	1644.56	1684.00	619.02	0.01	0.38	133.00	366.73	133.00	856.51	0.44	2.34	88.00	37.00	0.00	1551.00	1511.56	7834680.00	1.49	1068.34	1360.00	4764	23365	100	BAGE4	""	Undefined
1	8	6	7018.00	28857.00	400.00	0	140.68	124.00	293.01	0.05	2.08	130.00	422.81	130.00	1056.84	0.51	2.50	0.00	0.00	0.00	-6.00	10.68	672881.00	-0.27	133.49	129.00	4783	24268	100	Buffer	""	Undefined
1	1	7	3137.00	29427.00	400.00	0	2698.34	2566.00	781.82	0.02	0.29	182.00	313.77	182.00	648.64	0.24	2.07	100.00	99.00	0.00	2384.00	2516.34	12906152.00	3.68	2868.03	3320.00	4783	25778	100	p53 M133T	""	Undefined
1	2	7	3692.00	29424.00	400.00	0	191.28	178.00	142.14	0.03	0.74	150.00	312.11	150.00	860.62	0.32	2.76	0.00	0.00	0.00	28.00	41.28	913151.00	-0.14	194.39	172.50	4774	23351	100	CDK7	""	Undefined
1	3	7	4247.00	29421.00	400.00	0	2627.82	2494.00	1387.57	0.02	0.53	156.00	398.25	156.00	938.74	0.41	2.36	97.00	75.00	0.00	2338.00	2471.82	12563627.00	2.38	2338.28	2914.50	4781	23345	100	p53 M133T	""	Undefined
1	4	7	4802.00	29418.00	400.00	0	2372.63	2113.00	1495.39	0.05	0.63	323.00	661.26	323.00	1122.10	0.31	1.70	91.00	30.00	0.00	1790.00	2049.63	11348274.00	1.53	1667.32	1764.00	4783	23353	100	BAGE4	""	Undefined
1	5	7	5357.00	29415.00	400.00	0	2736.12	2594.00	1061.71	0.02	0.39	223.00	619.42	223.00	1113.87	0.44	1.80	94.00	57.00	0.00	2371.00	2513.12	13081396.00	1.90	2244.99	2512.50	4781	23345	100	p53 M133T	""	Undefined
1	6	7	5912.00	29413.00	400.00	0	1722.82	1622.00	2638.42	0.03	1.53	127.00	447.21	127.00	908.33	0.55	2.03	90.00	22.00	0.15	1495.00	1595.82	8236809.00	1.40	1089.32	1360.00	4781	23343	100	BAGE4	""	Undefined
1	7	7	6467.00	29410.00	400.00	-75	126.54	121.00	105.05	0.02	0.83	126.00	307.78	126.00	809.64	0.39	2.63	0.00	0.00	0.00	-5.00	0.54	603974.00	-0.22	139.80	123.00	4773	23353	100	empty	""	Undefined
1	8	7	7022.00	29407.00	400.00	-75	125.07	121.00	40.62	0.01	0.32	123.00	268.02	123.00	729.61	0.34	2.72	0.00	0.00	0.00	-2.00	2.07	597982.00	-0.20	134.53	124.00	4781	24272	100	empty	""	Undefined
1	1	8	3140.00	29977.00	400.00	0	979.09	889.00	1608.10	0.04	1.64	193.00	511.18	193.00	1070.56	0.42	2.09	2.00	0.00	0.04	696.00	786.09	4674154.00	0.44	738.66	762.00	4774	27266	100	ACVR2A	""	Undefined
1	2	8	3695.00	29974.00	400.00	0	844.18	799.00	402.55	0.02	0.48	161.00	459.54	161.00	1086.12	0.46	2.36	1.00	0.00	0.00	638.00	683.18	4029294.00	0.35	575.38	683.00	4773	24872	100	PIM1	""	Undefined
1	3	8	4250.00	29971.00	400.00	0	876.26	807.00	518.44	0.04	0.59	135.00	405.67	135.00	815.16	0.48	2.01	23.00	1.00	0.00	672.00	741.26	4182376.00	0.58	646.65	729.00	4773	24846	100	ACVR2A	""	Undefined
1	4	8	4805.00	29968.00	400.00	0	1030.08	884.00	1108.81	0.07	1.08	235.00	518.61	235.00	1041.29	0.34	2.01	18.00	3.00	0.02	649.00	795.08	4908351.00	0.49	744.13	749.00	4765	24839	100	PIM1	""	Undefined
1	5	8	5360.00	29965.00	400.00	0	937.24	902.00	559.83	0.02	0.60	205.00	487.61	205.00	878.77	0.38	1.80	20.00	1.00	0.00	697.00	732.24	4466906.00	0.51	696.92	762.00	4766	24844	100	ACVR2A	""	Undefined
1	6	8	5915.00	29962.00	400.00	0	854.44	783.00	2034.42	0.04	2.38	133.00	493.82	133.00	890.77	0.57	1.80	10.00	0.00	0.04	650.00	721.44	4077399.00	0.40	502.96	547.50	4772	24845	100	PIM1	""	Undefined
1	7	8	6470.00	29960.00	400.00	-75	136.36	125.00	92.46	0.04	0.68	134.00	377.82	134.00	703.43	0.45	1.86	0.00	0.00	0.00	-9.00	2.36	650572.00	-0.34	150.07	133.00	4771	24874	100	empty	""	Undefined
1	8	8	7025.00	29957.00	400.00	-75	137.79	124.00	87.67	0.05	0.64	126.00	225.97	126.00	410.02	0.25	1.81	0.00	0.00	0.00	-2.00	11.79	657648.00	-0.22	127.22	121.00	4773	25779	100	empty	""	Undefined
2	1	1	7618.00	26103.00	400.00	0	3313.00	3610.50	1858.92	0.04	0.56	178.00	1155.90	178.00	1843.39	0.81	1.59	83.00	39.00	0.02	3432.50	3135.00	15836148.00	1.17	2204.26	2541.00	4780	26716	100	Cy5 BSA 5ng/ul	""	Undefined
2	2	1	8173.00	26100.00	400.00	0	4584.78	4915.00	2207.02	0.03	0.48	173.00	1373.67	173.00	2226.42	0.90	1.62	84.00	54.00	0.00	4742.00	4411.78	21901438.00	1.44	2879.09	2658.00	4777	25789	100	Cy5 BSA 10ng/ul	""	Undefined
2	3	1	8728.00	26097.00	400.00	0	1071.71	935.00	535.51	0.06	0.50	175.00	687.30	175.00	1044.16	0.59	1.52	36.00	2.00	0.00	760.00	896.71	5127068.00	0.37	1142.10	1108.00	4784	25781	100	Cy5 BSA 15ng/ul	""	Undefined
2	4	1	9283.00	26094.00	400.00	0	1438.68	1585.50	865.72	0.04	0.60	161.00	452.63	161.00	742.12	0.45	1.64	76.00	46.00	0.00	1424.50	1277.68	6865358.00	1.33	1057.50	900.50	4772	25791	100	CEP290	""	Undefined
2	5	1	9838.00	26091.00	400.00	0	2146.42	2405.50	1136.44	0.05	0.53	145.00	516.59	145.00	894.09	0.55	1.73	79.00	74.00	0.00	2260.50	2001.42	10264167.00	1.82	1384.67	340.00	4782	25778	100	CT47.11	""	Undefined
2	6	1	10393.00	26088.00	400.00	0	1047.47	1065.00	794.33	0.01	0.76	134.00	465.14	134.00	805.31	0.54	1.73	65.00	4.00	0.00	931.00	913.47	5003757.00	0.72	719.33	530.00	4777	25787	100	DDX53	""	Undefined
2	7	1	10948.00	26085.00	400.00	0	2580.03	2912.00	1360.27	0.05	0.53	126.00	567.16	126.00	1022.81	0.65	1.80	79.00	77.00	0.00	2786.00	2454.03	12327370.00	1.97	1638.98	204.00	4778	25787	100	MAGEA2	""	Undefined
2	8	1	11503.00	26082.00	400.00	0	394.61	434.00	177.75	0.04	0.45	118.00	352.22	118.00	801.19	0.47	2.27	0.00	0.00	0.00	316.00	276.61	1887804.00	0.05	285.79	183.00	4784	26709	100	DPPA2	""	Undefined
2	1	2	7621.00	26653.00	400.00	0	2008.79	2245.50	1116.78	0.05	0.56	175.00	1015.87	175.00	1789.06	0.76	1.76	62.00	3.00	0.00	2070.50	1833.79	9606023.00	0.55	1507.82	1546.00	4782	24278	100	MAGEA4v4	""	Undefined
2	2	2	8176.00	26650.00	400.00	0	4787.20	5456.50	2896.33	0.06	0.61	177.00	1215.26	177.00	2229.71	0.84	1.83	78.00	67.00	0.02	5279.50	4610.20	22882816.00	1.60	3201.43	275.00	4780	23345	100	MAGEB6	""	Undefined
2	3	2	8731.00	26647.00	400.00	0	787.07	867.50	401.63	0.04	0.51	172.00	601.67	172.00	1202.78	0.54	2.00	1.00	0.00	0.00	695.50	615.07	3760627.00	0.15	574.34	576.00	4778	23342	100	NXF2	""	Undefined
2	4	2	9286.00	26644.00	400.00	0	886.59	477.00	1685.50	0.27	1.90	152.00	392.28	152.00	602.30	0.41	1.54	24.00	13.00	0.00	325.00	734.59	4233471.00	0.82	369.51	168.00	4775	23346	100	SYCP1	""	Undefined
2	5	2	9841.00	26641.00	400.00	0	750.05	779.00	443.39	0.02	0.59	147.00	478.97	147.00	920.93	0.51	1.92	13.00	0.00	0.00	632.00	603.05	3586717.00	0.29	499.20	494.00	4782	23344	100	TSSK6	""	Undefined
2	6	2	10396.00	26638.00	400.00	0	748.23	775.00	375.44	0.02	0.50	134.00	383.24	134.00	553.71	0.46	1.44	71.00	3.00	0.00	641.00	614.23	3579520.00	0.66	532.96	649.00	4784	23352	100	XAGE3av2	""	Undefined
2	7	2	10951.00	26635.00	400.00	0	1077.67	1165.00	625.67	0.03	0.58	127.00	515.01	127.00	1042.40	0.61	2.02	49.00	1.00	0.00	1038.00	950.67	5150191.00	0.54	724.11	175.50	4779	23344	100	CDK4	""	Undefined
2	8	2	11506.00	26632.00	400.00	0	121.87	118.00	21.34	0.01	0.18	118.00	275.17	118.00	525.61	0.37	1.91	0.00	0.00	0.00	0.00	3.87	582424.00	-0.29	123.73	118.00	4779	24273	100	Buffer	""	Undefined
2	1	3	7624.00	27203.00	400.00	0	4089.14	4139.00	3292.46	0.01	0.81	181.00	943.01	181.00	1670.01	0.72	1.77	90.00	79.00	0.17	3958.00	3908.14	19513368.00	1.88	2535.77	3244.00	4772	24270	100	Cy5 BSA 5ng/ul	""	Undefined
2	2	3	8179.00	27200.00	400.00	0	5327.36	5979.00	2389.18	0.05	0.45	182.00	1140.57	182.00	2200.75	0.80	1.93	84.00	78.00	0.00	5797.00	5145.36	25422062.00	1.90	3261.07	3368.00	4772	23370	100	Cy5 BSA 10ng/ul	""	Undefined
2	3	3	8734.00	27197.00	400.00	0	1714.78	1827.00	1555.59	0.03	0.91	167.00	515.24	167.00	1090.00	0.49	2.12	78.00	18.00	0.04	1660.00	1547.78	8186361.00	1.10	1047.34	981.50	4774	23359	100	Cy5 BSA 15ng/ul	""	Undefined
2	4	3	9289.00	27194.00	400.00	0	1551.41	1644.00	722.95	0.03	0.47	159.00	528.36	159.00	1026.38	0.52	1.94	81.00	12.00	0.00	1485.00	1392.41	7407981.00	1.00	1069.15	1292.50	4775	23379	100	CEP290	""	Undefined
2	5	3	9844.00	27191.00	400.00	0	2374.57	2549.00	1026.23	0.03	0.43	157.00	502.59	157.00	892.40	0.51	1.78	85.00	82.00	0.00	2392.00	2217.57	11340955.00	2.10	1521.19	1926.00	4776	23364	100	CT47.11	""	Undefined
2	6	3	10399.00	27188.00	400.00	0	1024.19	1062.00	898.93	0.02	0.88	139.00	429.66	139.00	722.21	0.49	1.68	78.00	4.00	0.00	923.00	885.19	4886420.00	0.82	695.76	615.00	4771	23346	100	DDX53	""	Undefined
2	7	3	10954.00	27185.00	400.00	0	2782.11	2980.00	1242.52	0.03	0.45	132.00	519.90	132.00	1104.89	0.60	2.13	85.00	78.00	0.00	2848.00	2650.11	13276220.00	2.05	1712.97	2089.50	4772	23367	100	MAGEA2	""	Undefined
2	8	3	11509.00	27182.00	400.00	0	411.39	424.00	231.29	0.01	0.56	124.00	344.21	124.00	726.66	0.44	2.11	0.00	0.00	0.00	300.00	287.39	1963988.00	0.09	295.92	219.50	4774	24285	100	DPPA2	""	Undefined
2	1	4	7627.00	27753.00	400.00	0	2175.88	2303.00	1095.69	0.02	0.50	180.00	918.84	180.00	1986.86	0.71	2.16	56.00	1.00	0.00	2123.00	1995.88	10407217.00	0.63	1624.24	1912.00	4783	24270	100	MAGEA4v4	""	Undefined
2	2	4	8182.00	27750.00	400.00	0	5566.94	6015.00	2670.74	0.03	0.48	184.00	1039.41	184.00	2366.89	0.75	2.28	85.00	75.00	0.02	5831.00	5382.94	26593192.00	1.91	3754.12	3851.50	4777	23352	100	MAGEB6	""	Undefined
2	3	4	8737.00	27747.00	400.00	0	851.49	871.00	545.74	0.01	0.64	167.00	492.34	167.00	1239.65	0.47	2.52	1.00	0.00	0.00	704.00	684.49	4071849.00	0.29	604.63	613.50	4782	23345	100	NXF2	""	Undefined
2	4	4	9292.00	27744.00	400.00	0	1411.17	523.00	2309.09	0.43	1.64	165.00	443.21	165.00	1007.80	0.43	2.27	21.00	15.00	0.00	358.00	1246.17	6739733.00	0.96	1927.56	169.00	4776	23343	100	SYCP1	""	Undefined
